#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
5.2277e+04 2.3941e-03 9.9761e-01 4.8650e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.7207e-03 9.9828e-01 6.3940e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.2404e-03 9.9876e-01 8.3741e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 8.9709e-04 9.9910e-01 1.0942e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 6.5345e-04 9.9935e-01 1.4192e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 4.7915e-04 9.9952e-01 1.8278e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 3.5556e-04 9.9964e-01 2.3291e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 2.6656e-04 9.9973e-01 2.9414e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 2.0321e-04 9.9980e-01 3.6581e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.5782e-04 9.9984e-01 4.4784e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.2529e-04 9.9987e-01 5.3792e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0189e-04 9.9990e-01 6.3357e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 8.5066e-05 9.9991e-01 7.3019e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 7.8720e-05 9.9992e-01 7.7457e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 7.6005e-05 9.9992e-01 7.9483e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 7.4028e-05 9.9993e-01 8.1229e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 7.3690e-05 9.9993e-01 8.1348e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 7.3144e-05 9.9993e-01 8.1830e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.5189e-05 9.9996e-01 1.7011e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3409
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
4.2577e+02 9.8091e-45 5.4959e-35 4.9296e-26 5.9940e-18 4.5011e-11 1.0968e-05 4.1224e-02 6.4286e-01 3.1590e-01 1.2384e-06
8.5779e+02 3.3779e-32 2.5724e-24 2.9707e-17 4.6965e-11 4.6540e-06 1.5377e-02 8.0404e-01 1.7929e-01 1.2918e-03 8.0703e-11
8.7843e+02 3.4132e-32 2.5980e-24 2.9980e-17 4.7347e-11 4.6845e-06 1.5440e-02 8.0462e-01 1.7866e-01 1.2807e-03 7.9379e-11
9.1772e+02 3.3890e-32 2.5802e-24 2.9788e-17 4.7074e-11 4.6625e-06 1.5394e-02 8.0419e-01 1.7912e-01 1.2889e-03 8.0357e-11
9.7304e+02 3.2545e-32 2.4843e-24 2.8781e-17 4.5692e-11 4.5536e-06 1.5173e-02 8.0214e-01 1.8135e-01 1.3282e-03 8.5059e-11
1.0350e+03 3.0332e-32 2.3244e-24 2.7075e-17 4.3309e-11 4.3621e-06 1.4774e-02 7.9829e-01 1.8553e-01 1.4043e-03 9.4579e-11
1.1000e+03 2.4179e-32 1.8774e-24 2.2270e-17 3.6510e-11 3.8050e-06 1.3574e-02 7.8562e-01 1.9913e-01 1.6709e-03 1.3174e-10
1.1690e+03 1.2946e-32 1.0420e-24 1.2988e-17 2.2778e-11 2.6041e-06 1.0701e-02 7.4683e-01 2.3980e-01 2.6650e-03 3.2280e-10
1.2425e+03 3.4092e-33 2.9297e-25 4.0218e-18 8.0874e-12 1.1168e-06 6.1794e-03 6.4319e-01 3.4363e-01 7.0050e-03 2.1600e-09
1.3205e+03 3.8409e-34 3.5714e-26 5.5999e-19 1.3807e-12 2.5220e-07 2.2188e-03 4.3695e-01 5.3183e-01 2.9000e-02 4.1397e-08
1.4033e+03 2.2564e-35 2.2950e-27 4.2111e-20 1.3305e-13 3.3416e-08 5.0301e-04 2.0929e-01 6.7348e-01 1.1673e-01 1.0107e-06
1.4915e+03 1.1835e-36 1.3200e-28 2.8326e-21 1.1457e-14 3.8550e-09 9.4567e-05 7.8141e-02 6.1534e-01 3.0642e-01 1.3641e-05
1.5852e+03 6.2594e-38 7.7037e-30 1.9322e-22 9.9422e-16 4.3693e-10 1.6471e-05 2.4939e-02 4.3287e-01 5.4208e-01 9.9551e-05
1.6847e+03 2.4952e-39 3.4359e-31 1.0219e-23 6.8170e-17 3.9479e-11 2.2778e-06 6.3065e-03 2.4116e-01 7.5198e-01 5.5362e-04
1.7904e+03 7.2370e-41 1.1421e-32 4.1296e-25 3.6821e-18 2.8774e-12 2.5632e-07 1.3146e-03 1.1271e-01 8.8338e-01 2.5905e-03
1.9028e+03 1.7334e-42 3.2157e-34 1.4491e-26 1.7740e-19 1.9150e-13 2.6389e-08 2.5091e-04 4.8266e-02 9.4094e-01 1.0545e-02
2.0223e+03 4.0638e-44 8.8943e-36 4.9801e-28 8.3876e-21 1.2537e-14 2.6272e-09 4.5713e-05 1.9633e-02 9.4118e-01 3.9141e-02
2.1493e+03 1.4013e-45 2.4324e-37 1.6885e-29 3.9139e-22 8.1298e-16 2.5426e-10 7.9378e-06 7.5022e-03 8.6550e-01 1.2699e-01
2.2843e+03 0.0000e+00 8.0556e-39 6.7603e-31 2.0940e-23 5.8952e-17 2.6214e-11 1.3788e-06 2.6747e-03 6.8587e-01 3.1145e-01
2.4277e+03 0.0000e+00 4.1587e-40 4.1002e-32 1.6196e-24 5.9087e-18 3.4965e-12 2.7945e-07 9.7033e-04 4.7426e-01 5.2477e-01
2.5802e+03 0.0000e+00 4.9413e-41 5.5069e-33 2.5926e-25 1.1417e-18 8.2545e-13 8.7498e-08 4.4838e-04 3.3674e-01 6.6282e-01
2.7422e+03 0.0000e+00 2.1688e-41 2.5922e-33 1.3251e-25 6.3558e-19 5.0176e-13 5.9168e-08 3.4586e-04 2.9910e-01 7.0056e-01
2.9144e+03 0.0000e+00 4.8500e-41 5.8230e-33 2.8834e-25 1.3275e-18 9.9848e-13 1.0613e-07 5.1961e-04 3.6607e-01 6.3341e-01
3.0973e+03 0.0000e+00 6.8201e-40 7.6551e-32 3.2207e-24 1.2350e-17 7.5228e-12 5.5602e-07 1.5630e-03 5.8777e-01 4.1067e-01
3.2918e+03 0.0000e+00 5.9385e-38 5.9094e-30 1.8546e-22 5.1856e-16 2.1056e-10 7.7236e-06 7.6697e-03 8.8617e-01 1.0615e-01
3.4986e+03 1.0370e-43 3.2874e-35 2.4559e-27 4.7001e-20 7.9040e-14 1.5888e-08 1.9757e-04 4.4288e-02 9.4651e-01 9.0043e-03
3.7182e+03 2.5855e-40 5.6908e-32 2.6186e-24 2.5691e-17 2.1706e-11 1.6829e-06 5.6646e-03 2.3715e-01 7.5674e-01 4.3749e-04
3.9517e+03 5.7853e-37 9.3918e-29 2.7807e-21 1.4392e-14 5.9749e-09 1.5384e-04 1.1325e-01 6.6817e-01 2.1842e-01 3.9461e-06
4.1999e+03 1.3065e-33 2.0600e-25 4.7258e-18 1.4055e-11 2.4031e-06 1.1778e-02 7.9203e-01 1.9484e-01 1.3445e-03 5.0471e-11
4.4636e+03 5.3725e-31 7.2457e-23 1.2123e-15 2.0816e-09 1.2948e-04 1.2275e-01 8.6558e-01 1.1533e-02 2.2788e-06 3.1697e-16
4.7438e+03 9.0969e-30 1.0892e-21 1.5202e-14 1.9426e-08 7.0561e-04 2.9625e-01 7.0073e-01 2.3192e-03 8.4306e-08 8.4090e-19
5.0416e+03 1.7581e-29 2.0776e-21 2.8138e-14 3.3713e-08 1.0679e-03 3.6143e-01 6.3607e-01 1.4362e-03 3.2636e-08 1.5490e-19
5.3582e+03 1.3282e-29 1.6542e-21 2.3600e-14 2.9757e-08 9.9004e-04 3.5117e-01 6.4631e-01 1.5225e-03 3.6009e-08 1.7657e-19
5.6947e+03 1.1677e-29 1.5278e-21 2.2799e-14 2.9800e-08 1.0086e-03 3.5664e-01 6.4091e-01 1.4416e-03 3.1827e-08 1.3575e-19
6.0522e+03 1.7353e-29 2.2919e-21 3.4085e-14 4.3181e-08 1.3372e-03 4.0688e-01 5.9078e-01 1.0029e-03 1.5597e-08 3.7809e-20
6.4323e+03 4.8186e-29 6.2275e-21 8.8309e-14 1.0048e-07 2.4748e-03 5.2721e-01 4.6989e-01 4.2470e-04 3.0429e-09 2.1690e-21
6.8362e+03 2.1546e-28 2.6535e-20 3.4571e-13 3.2941e-07 5.6608e-03 6.9792e-01 2.9631e-01 1.0333e-04 2.3031e-10 2.6238e-23
7.2654e+03 1.2416e-27 1.4099e-19 1.6268e-12 1.2230e-06 1.3350e-02 8.4137e-01 1.4526e-01 1.6081e-05 8.8232e-12 1.1298e-25
7.7216e+03 1.0067e-26 1.0221e-18 1.0065e-11 5.5424e-06 3.3845e-02 9.1507e-01 5.1083e-02 1.3463e-06 1.2824e-13 1.0800e-28
8.2065e+03 2.0121e-25 1.7149e-17 1.3289e-10 4.5177e-05 1.1465e-01 8.7618e-01 9.1273e-03 2.8635e-08 2.0369e-16 3.0730e-33
8.7177e+03 3.3904e-23 2.0546e-15 1.0037e-08 1.2952e-03 5.9580e-01 4.0273e-01 1.6935e-04 9.1725e-12 4.6532e-22 3.3617e-42
9.2147e+03 3.6724e-20 1.1809e-12 2.3752e-06 4.7270e-02 9.4472e-01 8.0094e-03 1.0637e-08 4.0873e-19 3.1001e-33 0.0000e+00
9.6291e+03 4.3163e-17 7.0742e-10 4.4954e-04 7.5026e-01 2.4929e-01 7.0685e-06 5.1828e-15 1.5618e-29 0.0000e+00 0.0000e+00
9.9539e+03 4.7031e-15 4.7936e-08 8.9625e-03 9.8767e-01 3.3677e-03 1.5694e-10 2.3703e-23 1.5470e-42 0.0000e+00 0.0000e+00
1.0246e+04 6.9754e-13 4.4090e-06 1.8137e-01 8.1861e-01 1.2367e-05 3.0457e-16 2.1285e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 3.8747e-11 1.4909e-04 9.2038e-01 7.9473e-02 1.2068e-09 2.0377e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.6273e-09 2.2432e-03 9.9716e-01 6.0073e-04 1.7196e-15 2.4167e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 9.6405e-08 3.7961e-02 9.6204e-01 2.8641e-06 7.4350e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.2495e-06 3.5639e-01 6.4361e-01 1.5533e-08 8.5399e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 2.7449e-05 8.6777e-01 1.3221e-01 3.5370e-11 6.9872e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 8.0873e-05 9.8239e-01 1.7530e-02 7.3704e-14 7.6640e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.6671e-04 9.9693e-01 2.9062e-03 3.0050e-16 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 3.0803e-04 9.9903e-01 6.6075e-04 3.4240e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 5.4744e-04 9.9928e-01 1.6917e-04 5.6828e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 7.7289e-04 9.9917e-01 6.0720e-05 2.2293e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.1240e-03 9.9885e-01 2.1746e-05 9.1116e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.9732e-03 9.9802e-01 5.2177e-06 1.1498e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 5.0024e-03 9.9500e-01 5.3034e-07 1.0997e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.5453e-02 9.8455e-01 3.5866e-08 3.3039e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 4.4416e-02 9.5558e-01 2.6336e-09 1.2951e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.4661e-01 8.5339e-01 1.0743e-10 1.0282e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 3.1110e-01 6.8890e-01 8.1734e-12 6.1979e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 5.4562e-01 4.5438e-01 4.9225e-13 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 7.3619e-01 2.6381e-01 3.2418e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 8.3224e-01 1.6776e-01 3.7706e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 8.8781e-01 1.1219e-01 5.6369e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 9.1925e-01 8.0750e-02 1.2414e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 9.4011e-01 5.9890e-02 3.2388e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 9.5268e-01 4.7317e-02 1.0505e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 9.6285e-01 3.7147e-02 3.2463e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 9.6920e-01 3.0797e-02 1.2245e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 9.7558e-01 2.4420e-02 3.6080e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 9.7019e-01 2.9806e-02 2.6058e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 9.4132e-01 5.8680e-02 5.7296e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 9.1634e-01 8.3663e-02 4.9410e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 7.3092e-01 2.6908e-01 1.1299e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 6.9438e-01 3.0562e-01 8.7433e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 3.2147e-01 6.7853e-01 3.2938e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 3.4580e-01 6.5420e-01 1.1277e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 9.4240e-02 9.0576e-01 2.5217e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.2457e-01 8.7543e-01 7.8388e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 6.6639e-02 9.3336e-01 2.4767e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.9794e-02 9.8021e-01 2.3022e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 6.7301e-01 3.2699e-01 2.0821e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.1523e-02 9.8848e-01 2.6108e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.1155e-01 8.8845e-01 1.0310e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 2.0903e-01 7.9097e-01 1.2142e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0861e-04 9.9989e-01 5.7045e-10 7.6048e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 8.7779e-03 9.9122e-01 8.1607e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.7088e-02 9.7291e-01 5.0331e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.3523e-05 9.9999e-01 2.1749e-07 1.0428e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 9.4484e-05 9.9991e-01 8.6813e-11 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 2.3527e-01 7.6473e-01 7.1929e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 7.3981e-05 9.9993e-01 6.4748e-11 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 2.3477e-05 9.9998e-01 2.7736e-09 1.9629e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 3.1961e-04 9.9968e-01 4.4647e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 5.7011e-04 9.9943e-01 8.5408e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 2.5559e-01 7.4441e-01 7.4687e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 6.6418e-05 9.9993e-01 6.2340e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 7.7977e-03 9.9220e-01 1.2796e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 4.1427e-04 9.9959e-01 3.3974e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.4694e-04 9.9975e-01 6.8246e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 3.7632e-03 9.9624e-01 1.8405e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 2.7802e-05 9.9997e-01 8.2509e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0438e-06 1.0000e+00 3.6311e-07 7.6582e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0290e-05 9.9999e-01 1.2125e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 2.0428e-05 9.9998e-01 6.0868e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 2.1254e-04 9.9979e-01 1.2452e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 4.6430e-04 9.9954e-01 1.9769e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 4.0520e-02 9.5948e-01 1.7386e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 3.3376e-01 6.6624e-01 5.8424e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.4165e-01 7.5835e-01 1.7112e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 7.3283e-02 9.2672e-01 4.0563e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 7.5401e-02 9.2460e-01 3.7525e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.8531e-02 9.6147e-01 7.0154e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3688
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
4.2577e+02 2.6625e-44 1.6101e-34 1.4181e-25 1.6411e-17 1.1163e-10 2.2588e-05 6.4961e-02 7.0972e-01 2.2529e-01 4.3657e-07
8.5779e+02 5.2515e-32 4.0547e-24 4.6626e-17 7.1688e-11 6.6635e-06 1.9346e-02 8.3577e-01 1.4412e-01 7.5584e-04 2.8125e-11
8.7843e+02 6.1658e-32 4.7169e-24 5.3552e-17 8.0911e-11 7.3357e-06 2.0505e-02 8.4247e-01 1.3635e-01 6.6304e-04 2.1976e-11
9.1772e+02 6.0096e-32 4.6036e-24 5.2366e-17 7.9334e-11 7.2215e-06 2.0311e-02 8.4139e-01 1.3761e-01 6.7759e-04 2.2896e-11
9.7304e+02 5.6830e-32 4.3691e-24 4.9937e-17 7.6131e-11 6.9905e-06 1.9917e-02 8.3918e-01 1.4019e-01 7.0790e-04 2.4852e-11
1.0350e+03 5.4182e-32 4.1765e-24 4.7913e-17 7.3423e-11 6.7918e-06 1.9572e-02 8.3714e-01 1.4254e-01 7.3636e-04 2.6770e-11
1.1000e+03 4.2904e-32 3.3535e-24 3.9208e-17 6.1644e-11 5.9117e-06 1.7990e-02 8.2694e-01 1.5418e-01 8.8723e-04 3.8034e-11
1.1690e+03 2.3044e-32 1.8685e-24 2.2972e-17 3.8655e-11 4.0757e-06 1.4320e-02 7.9576e-01 1.8847e-01 1.4416e-03 9.5422e-11
1.2425e+03 6.0625e-33 5.2617e-25 7.1414e-18 1.3810e-11 1.7707e-06 8.4438e-03 7.0625e-01 2.8130e-01 3.9997e-03 6.8740e-10
1.3205e+03 6.9473e-34 6.5446e-26 1.0175e-18 2.4181e-12 4.1404e-07 3.1764e-03 5.0936e-01 4.6927e-01 1.8198e-02 1.4908e-08
