#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8 mn9
3.3773e+04 1.0982e-02 9.8902e-01 3.2531e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.3245e-03 9.9868e-01 1.9807e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 8.4150e-06 9.9999e-01 5.7430e-09 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.2460e-05 9.9998e-01 5.9492e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.4349e-05 9.9999e-01 1.2793e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.1787e-02 9.8821e-01 2.1390e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.1734e-01 8.8266e-01 4.9809e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.4180e-01 8.5820e-01 1.8246e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.9324e-01 8.0676e-01 4.4188e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 9.0422e-02 9.0958e-01 2.6720e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.7701e-07 9.9998e-01 1.5664e-05 8.6852e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 7.0649e-11 1.7835e-01 8.2165e-01 2.6067e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 7.4396e-02 9.2560e-01 1.1947e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.5120e-01 8.4880e-01 1.0541e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 3.2541e-01 6.7459e-01 4.4893e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 6.7162e-01 3.2838e-01 3.4234e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 6.3494e-01 3.6506e-01 3.7334e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 7.4813e-01 2.5187e-01 4.3709e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 6.6598e-01 3.3402e-01 1.0293e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 6.6581e-01 3.3419e-01 6.7964e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.3969e-01 8.6031e-01 6.7715e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 7.5334e-01 2.4666e-01 7.6687e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 7.9183e-01 2.0817e-01 2.5670e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.1654e-02 9.8835e-01 1.0320e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.1697e-01 7.8303e-01 3.6021e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 5.8974e-01 4.1026e-01 1.9932e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 6.2703e-01 3.7297e-01 8.9971e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 4.5061e-01 5.4939e-01 6.4294e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.2781e-03 9.9872e-01 3.5232e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 3.7907e-04 9.9962e-01 4.4524e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.5251e-03 9.9747e-01 7.2704e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 4.7071e-01 5.2929e-01 4.0296e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 4.0755e-01 5.9245e-01 8.6661e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.7263e-01 7.2737e-01 1.8613e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 6.5495
#NVEL: 115
#vel_mid[km/s] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8 mn9
4.2577e+02 2.3130e-24 4.1164e-14 6.1864e-06 3.4719e-01 6.5280e-01 8.5085e-06 1.0559e-16 6.0935e-33 0.0000e+00 0.0000e+00
8.5779e+02 1.0672e-18 2.8147e-10 7.2151e-04 9.4122e-01 5.8059e-02 3.6536e-08 3.3250e-20 2.1862e-37 0.0000e+00 0.0000e+00
8.7843e+02 3.4125e-19 1.0553e-10 3.6322e-04 8.6317e-01 1.3647e-01 3.2242e-07 1.6647e-18 9.5969e-35 0.0000e+00 0.0000e+00
9.1772e+02 3.8915e-20 1.5442e-11 8.5710e-05 5.5865e-01 4.4125e-01 1.0150e-05 1.0496e-15 2.5952e-30 0.0000e+00 0.0000e+00
9.7304e+02 4.0877e-21 1.9830e-12 1.6216e-05 2.4517e-01 7.5469e-01 1.2006e-04 1.5960e-13 9.7663e-27 0.0000e+00 0.0000e+00
1.0350e+03 1.0117e-21 5.5363e-13 5.6220e-06 1.3441e-01 8.6519e-01 3.9138e-04 2.0617e-12 7.1022e-25 0.0000e+00 0.0000e+00
1.1000e+03 3.7810e-22 2.2611e-13 2.6676e-06 8.6741e-02 9.1243e-01 8.2483e-04 1.0790e-11 1.1615e-23 0.0000e+00 0.0000e+00
1.1690e+03 1.4363e-22 9.4081e-14 1.2862e-06 5.6145e-02 9.4221e-01 1.6410e-03 5.0699e-11 1.5989e-22 0.0000e+00 0.0000e+00
1.2425e+03 4.0319e-23 2.9684e-14 4.9027e-07 3.1313e-02 9.6474e-01 3.9493e-03 3.7444e-10 4.8054e-21 7.0065e-44 0.0000e+00
1.3205e+03 8.0759e-24 6.7989e-15 1.4085e-07 1.4502e-02 9.7346e-01 1.2035e-02 4.9008e-09 3.9216e-19 1.1267e-40 0.0000e+00
1.4033e+03 1.1037e-24 1.1011e-15 3.0108e-08 5.5139e-03 9.4979e-01 4.4695e-02 1.0597e-07 7.7409e-17 8.1508e-37 0.0000e+00
1.4915e+03 1.1923e-25 1.4422e-16 5.3323e-09 1.7934e-03 8.3680e-01 1.6140e-01 2.4501e-06 1.8368e-14 8.5302e-33 0.0000e+00
1.5852e+03 1.3174e-26 1.8944e-17 9.1592e-10 5.2556e-04 5.9525e-01 4.0420e-01 3.2220e-05 1.9351e-12 2.6592e-29 0.0000e+00
1.6847e+03 1.1573e-27 1.9580e-18 1.2202e-10 1.1557e-04 3.0543e-01 6.9418e-01 2.7282e-04 1.2155e-10 4.3890e-26 0.0000e+00
1.7904e+03 7.8622e-29 1.5953e-19 1.3005e-11 2.0097e-05 1.2076e-01 8.7764e-01 1.5898e-03 4.7955e-09 3.8643e-23 5.5197e-42
1.9028e+03 4.2207e-30 1.0681e-20 1.1825e-12 3.0203e-06 4.1389e-02 9.5089e-01 7.7191e-03 1.5041e-07 2.4416e-20 1.0557e-37
2.0223e+03 2.4221e-31 7.6163e-22 1.1397e-13 4.6633e-07 1.3953e-02 9.5398e-01 3.2061e-02 3.6489e-06 1.0127e-17 1.0981e-33
2.1493e+03 1.3506e-32 5.2658e-23 1.0673e-14 6.8649e-08 4.4030e-03 8.7673e-01 1.1879e-01 7.6336e-05 3.4392e-15 8.8108e-30
2.2843e+03 9.2073e-34 4.2883e-24 1.1318e-15 1.0650e-08 1.3286e-03 6.7990e-01 3.1782e-01 9.5307e-04 5.1985e-13 2.2585e-26
2.4277e+03 8.3502e-35 4.5114e-25 1.4880e-16 1.8944e-09 4.0255e-04 4.3934e-01 5.5455e-01 5.7075e-03 2.2888e-11 9.5574e-24
2.5802e+03 1.2948e-35 7.8866e-26 3.0926e-17 4.9026e-10 1.5158e-04 2.8028e-01 7.0271e-01 1.6860e-02 2.6299e-10 5.1095e-22
2.7422e+03 5.7360e-36 3.7603e-26 1.6146e-17 2.8398e-10 1.0230e-04 2.3118e-01 7.4459e-01 2.4125e-02 5.9645e-10 1.9424e-21
2.9144e+03 1.0905e-35 7.2119e-26 3.0302e-17 5.0922e-10 1.6067e-04 2.9210e-01 6.9262e-01 1.5116e-02 1.8929e-10 2.8265e-22
3.0973e+03 1.2567e-34 7.7444e-25 2.7666e-16 3.6171e-09 6.7363e-04 5.5202e-01 4.4482e-01 2.4791e-03 3.1893e-12 3.5543e-25
3.2918e+03 5.5121e-33 2.9856e-23 8.0916e-15 6.5493e-08 4.6323e-03 8.9321e-01 1.0211e-01 4.8014e-05 1.0122e-15 1.0354e-30
3.4986e+03 5.0423e-31 2.1100e-21 3.7958e-13 1.5163e-06 3.0445e-02 9.5959e-01 9.9615e-03 2.3064e-07 3.5386e-20 1.3324e-37
3.7182e+03 1.7116e-28 4.5319e-19 4.3756e-11 6.2507e-05 2.3975e-01 7.5979e-01 3.9891e-04 2.2693e-10 9.0968e-26 0.0000e+00
3.9517e+03 1.5976e-25 2.3738e-16 9.9097e-09 2.9698e-03 9.1291e-01 8.4121e-02 4.3160e-07 7.5841e-16 2.6637e-35 0.0000e+00
4.1999e+03 4.9809e-23 5.7268e-14 1.2350e-06 6.4439e-02 9.3457e-01 9.8637e-04 1.2588e-11 1.0934e-23 0.0000e+00 0.0000e+00
4.4636e+03 3.3511e-21 3.0609e-12 3.6722e-05 4.4584e-01 5.5411e-01 1.6630e-05 1.8326e-15 3.8995e-30 0.0000e+00 0.0000e+00
4.7438e+03 6.6368e-20 4.4586e-11 2.8454e-04 8.7851e-01 1.2121e-01 1.6014e-07 2.8575e-19 3.4271e-36 0.0000e+00 0.0000e+00
5.0416e+03 4.6319e-19 2.4920e-10 9.6219e-04 9.7653e-01 2.2511e-02 2.3232e-09 1.4223e-22 2.4604e-41 0.0000e+00 0.0000e+00
5.3582e+03 2.1958e-18 9.8674e-10 2.4956e-03 9.9241e-01 5.0958e-03 6.1909e-11 2.2372e-25 1.4013e-45 0.0000e+00 0.0000e+00
5.6947e+03 7.4675e-18 2.9381e-09 5.3149e-03 9.9317e-01 1.5155e-03 3.2547e-12 1.1847e-27 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 2.3056e-17 8.0255e-09 1.0637e-02 9.8887e-01 4.9344e-04 2.1508e-13 9.4771e-30 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 6.9582e-17 2.1820e-08 2.1359e-02 9.7849e-01 1.5561e-04 1.3152e-14 6.5588e-32 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 2.5072e-16 7.0209e-08 4.8226e-02 9.5174e-01 3.8696e-05 4.6040e-16 1.6927e-34 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 1.4867e-15 3.4632e-07 1.4206e-01 8.5793e-01 5.2577e-06 4.1819e-18 4.2559e-38 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.4881e-14 2.6407e-06 4.9868e-01 5.0131e-01 1.7674e-07 2.3722e-21 1.0790e-43 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.4132e-13 1.5998e-05 9.3390e-01 6.6086e-02 3.6056e-10 1.2864e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.2268e-12 7.4970e-05 9.9727e-01 2.6526e-03 8.9770e-14 2.3993e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.0044e-11 3.2774e-04 9.9957e-01 9.9301e-05 2.1239e-17 4.3865e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 6.9448e-11 1.2804e-03 9.9872e-01 4.4495e-06 7.9586e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 4.2126e-10 4.5403e-03 9.9546e-01 2.4282e-07 4.9780e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 2.1379e-09 1.4313e-02 9.8569e-01 1.6177e-08 5.1538e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.2803e-08 4.9598e-02 9.5040e-01 8.1975e-10 2.8228e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.0552e-07 1.9843e-01 8.0157e-01 2.1626e-11 3.8146e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 7.5359e-07 5.9851e-01 4.0149e-01 2.1184e-13 9.5938e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.0696e-06 9.1795e-01 8.2045e-02 5.3407e-16 3.0829e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 7.3450e-06 9.8442e-01 1.5573e-02 2.1468e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.4757e-05 9.9664e-01 3.3429e-03 1.3588e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 2.7671e-05 9.9912e-01 8.5172e-04 1.6240e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 5.0012e-05 9.9971e-01 2.3624e-04 2.6035e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 8.2621e-05 9.9984e-01 7.4039e-05 5.7695e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0712e-04 9.9986e-01 3.1724e-05 2.8121e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.4749e-04 9.9984e-01 1.2589e-05 1.1356e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 2.1987e-04 9.9978e-01 4.1423e-06 2.4818e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 3.3860e-04 9.9966e-01 1.1319e-06 2.6639e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 5.8539e-04 9.9941e-01 2.4698e-07 1.4353e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 9.9108e-04 9.9901e-01 5.8289e-08 1.0344e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.4280e-03 9.9857e-01 1.9136e-08 2.1088e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 2.1893e-03 9.9781e-01 5.5564e-09 2.9501e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 3.3163e-03 9.9668e-01 1.7412e-09 5.5660e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 5.0098e-03 9.9499e-01 5.6209e-10 1.1911e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 5.3932e-03 9.9461e-01 3.4037e-10 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 6.2790e-03 9.9372e-01 1.6785e-10 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 7.2511e-03 9.9275e-01 8.8860e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 6.9653e-03 9.9303e-01 6.9625e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 7.4024e-03 9.9260e-01 4.0341e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 6.4490e-03 9.9355e-01 3.2266e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 7.4581e-03 9.9254e-01 1.3739e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 8.9577e-03 9.9104e-01 4.7474e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 8.3178e-03 9.9168e-01 1.6733e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 7.1426e-03 9.9286e-01 4.7234e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 6.1667e-03 9.9383e-01 1.7842e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 6.8199e-03 9.9318e-01 4.9183e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 5.9183e-03 9.9408e-01 3.1795e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 3.4062e-03 9.9659e-01 5.0824e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 4.2994e-03 9.9570e-01 1.3076e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 7.9090e-03 9.9209e-01 1.5817e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.5475e-02 9.8452e-01 2.1147e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 6.9783e-02 9.3022e-01 3.9340e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 9.8110e-03 9.9019e-01 2.3823e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 2.1205e-05 9.9998e-01 1.3322e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.5552e-04 9.9984e-01 5.6007e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 8.1263e-05 9.9992e-01 1.3591e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 4.8281e-02 9.5172e-01 7.5440e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.8665e-03 9.9813e-01 7.3075e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 5.8880e-04 9.9941e-01 5.3826e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 8.3785e-03 9.9162e-01 1.1145e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.7016e-02 9.8298e-01 1.4530e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.8333e-06 1.0000e+00 7.9042e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.1833e-07 9.9998e-01 2.2790e-05 1.7289e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.5906e-01 8.4094e-01 1.3095e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.4741e-01 8.5259e-01 1.0648e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 5.8568e-02 9.4143e-01 8.6237e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.6741e-01 8.3259e-01 3.0050e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.4900e-02 9.8510e-01 9.3475e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 6.8898e-01 3.1102e-01 1.0493e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 5.7830e-01 4.2170e-01 3.1612e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.7444e-01 7.2556e-01 9.8661e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 3.6791e-01 6.3209e-01 1.8894e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 4.6783e-03 9.9532e-01 1.5864e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 4.6807e-01 5.3193e-01 2.4728e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.2187e-01 8.7813e-01 2.9494e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 5.7056e-01 4.2944e-01 3.3205e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 5.5864e-01 4.4136e-01 2.7793e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 5.2304e-01 4.7696e-01 3.2181e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 4.7001e-01 5.2999e-01 4.7379e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.3298e-02 9.8670e-01 1.8405e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 4.4118e-03 9.9559e-01 2.0597e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
