#NTIMES:    67
#NSTAGES:     5
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           ca0           ca1           ca2           ca3           ca4
    4.806468E+04   1.0000E-099   5.1849E-001   4.8151E-001   3.0461E-033   3.4980E-052
    4.937985E+04   1.0000E-099   4.9839E-001   5.0161E-001   3.7621E-033   3.6648E-052
    5.073002E+04   1.0000E-099   4.6441E-001   5.3559E-001   4.5915E-033   3.9426E-052
    5.211198E+04   1.0000E-099   4.2251E-001   5.7749E-001   5.4701E-033   4.2871E-052
    5.352349E+04   1.0000E-099   3.7675E-001   6.2325E-001   6.3055E-033   4.6747E-052
    5.496004E+04   1.0000E-099   3.2950E-001   6.7050E-001   7.0267E-033   5.0997E-052
    5.642085E+04   1.0000E-099   2.9282E-001   7.0718E-001   7.4760E-033   5.4815E-052
    5.789881E+04   1.0000E-099   2.7713E-001   7.2287E-001   7.5369E-033   5.7489E-052
    5.939226E+04   1.0000E-099   2.8163E-001   7.1837E-001   7.2179E-033   5.9164E-052
    6.088737E+04   1.0000E-099   3.0318E-001   6.9682E-001   6.5792E-033   6.0156E-052
    6.237825E+04   1.0000E-099   3.3171E-001   6.6829E-001   5.8078E-033   6.1430E-052
    6.383998E+04   1.0000E-099   3.5935E-001   6.4065E-001   5.0553E-033   6.3804E-052
    6.526223E+04   1.0000E-099   3.8261E-001   6.1739E-001   4.3904E-033   6.7823E-052
    6.660986E+04   1.0000E-099   3.9915E-001   6.0085E-001   3.8476E-033   7.3765E-052
    6.786444E+04   1.0000E-099   4.1080E-001   5.8920E-001   3.3863E-033   8.1532E-052
    6.899777E+04   1.0000E-099   4.1812E-001   5.8188E-001   2.9355E-033   9.0705E-052
    6.951321E+04   1.0000E-099   4.2093E-001   5.7907E-001   2.5692E-033   9.5674E-052
    6.977237E+04   1.0000E-099   4.2238E-001   5.7762E-001   2.2604E-033   9.8279E-052
    6.990232E+04   1.0000E-099   4.2308E-001   5.7692E-001   1.9713E-033   9.9676E-052
    6.996738E+04   1.0000E-099   4.2364E-001   5.7636E-001   1.7338E-033   1.0037E-051
    6.999830E+04   1.0000E-099   4.2419E-001   5.7581E-001   1.5526E-033   1.0073E-051
    6.999993E+04   1.0000E-099   4.2424E-001   5.7576E-001   1.5320E-033   1.0077E-051
#TIME:     0.733
#NVEL: 115
#vel_mid[km/s]           ca0           ca1           ca2           ca3           ca4
    8.484664E+02   1.0000E-099   3.7209E-017   1.1848E-011   1.6417E-005   9.9998E-001
    8.528610E+02   1.0000E-099   3.7209E-017   1.1848E-011   1.6417E-005   9.9998E-001
    8.661820E+02   1.0000E-099   3.7209E-017   1.1848E-011   1.6417E-005   9.9998E-001
