#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
3.5108e+04 1.0000e+00 3.0177e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 8.1889e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 3.9326e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 8.2663e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 1.6637e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 3.7867e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 4.8721e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 4.7347e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 9.6120e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 1.2619e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 7.6930e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 1.3919e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 1.1118e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 1.2951e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 3.3849e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 2.4130e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 3.4355e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 5.0342e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 2.5951e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 2.7163e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 4.8113e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 5.9170e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 6.3705e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 6.6583e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 1.2288e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 8.2257e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 1.1712e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 1.0059e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 1.6123e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 8.0339e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 9.8145e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 1.7798e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 4.0611e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 35.4615
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
4.2577e+02 9.6092e-04 9.9904e-01 1.2831e-08 1.6864e-29 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 2.1441e-01 7.8559e-01 1.3580e-11 7.9181e-36 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 2.3195e-01 7.6805e-01 1.0999e-11 4.8059e-36 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 2.6496e-01 7.3504e-01 7.5788e-12 2.0021e-36 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 2.7087e-01 7.2913e-01 7.1055e-12 1.7211e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 2.7896e-01 7.2104e-01 6.5174e-12 1.4069e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 2.8465e-01 7.1535e-01 6.1332e-12 1.2206e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 2.9818e-01 7.0182e-01 5.3181e-12 8.7492e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 3.0952e-01 6.9048e-01 4.7683e-12 6.8329e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 3.2704e-01 6.7296e-01 4.1425e-12 5.0866e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 3.4396e-01 6.5604e-01 3.6608e-12 3.9716e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 3.6123e-01 6.3877e-01 3.1957e-12 2.9905e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 3.7189e-01 6.2811e-01 2.9241e-12 2.4711e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 3.7902e-01 6.2098e-01 2.7479e-12 2.1558e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 3.8152e-01 6.1848e-01 2.6678e-12 2.0055e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 3.8520e-01 6.1480e-01 2.5192e-12 1.7263e-37 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 3.9097e-01 6.0903e-01 2.3512e-12 1.4575e-37 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 4.1360e-01 5.8640e-01 1.8687e-12 8.5435e-38 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 4.4233e-01 5.5767e-01 1.4108e-12 4.4920e-38 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 4.9511e-01 5.0489e-01 8.4390e-13 1.4061e-38 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 5.8301e-01 4.1699e-01 3.5006e-13 1.9934e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 6.9989e-01 3.0011e-01 9.2922e-14 1.1145e-40 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 8.3614e-01 1.6386e-01 1.1027e-14 1.2205e-42 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 9.3631e-01 6.3689e-02 5.3622e-16 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 9.7851e-01 2.1486e-02 1.8061e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 9.9393e-01 6.0730e-03 4.0651e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 9.9914e-01 8.6275e-04 1.4956e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 9.9992e-01 8.0580e-05 1.5150e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 9.9998e-01 1.5369e-05 8.0444e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.0000e+00 4.2885e-06 1.5252e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.0000e+00 1.2941e-06 4.4537e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 1.0000e+00 3.2099e-07 7.7518e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.0000e+00 4.3108e-08 2.3120e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.0000e+00 3.8581e-09 2.1196e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 1.0000e+00 3.9361e-10 2.8190e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.0000e+00 4.3630e-11 4.6243e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.0000e+00 5.2863e-12 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 1.0000e+00 7.4449e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.0000e+00 1.0192e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.0000e+00 1.1691e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.0000e+00 1.1999e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.0000e+00 1.1435e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.0000e+00 1.3005e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.0000e+00 2.2380e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.0000e+00 4.8543e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.0000e+00 1.3433e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.0000e+00 4.4159e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.0000e+00 1.6509e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.0000e+00 7.7924e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.0000e+00 3.6811e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0000e+00 1.5245e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0000e+00 7.8176e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.0000e+00 5.3767e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.0000e+00 3.1767e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 2.0494e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 1.5263e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 7.2601e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 2.4901e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 5.6447e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 1.7835e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 1.1582e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 8.5560e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 8.9625e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 1.1331e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 1.1399e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 1.1360e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 1.4022e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 1.6007e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 1.7352e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 1.6545e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 8.7708e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 2.8246e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 7.5555e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 9.4292e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 9.4225e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 5.5034e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 3.4520e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 5.8362e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 1.5101e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 8.4377e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 4.0534e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 2.6703e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 7.8630e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 2.4446e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 1.9975e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 1.2187e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 3.1942e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 5.3263e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.4637e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 4.0274e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 2.5154e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 8.5166e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 6.8236e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 2.7400e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 2.2441e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 2.0755e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 8.5603e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 3.6681e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 3.5303e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 2.4159e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 1.9470e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 4.3445e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 3.2601e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 4.3244e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 4.5910e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 1.1297e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 2.5897e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 7.4834e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 5.0558e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 3.4539e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 1.6563e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 2.9476e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 2.9971e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 3.1615e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 7.6977e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 36.1995
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
4.2577e+02 1.6057e-03 9.9839e-01 4.6858e-09 1.2753e-30 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 4.0186e-01 5.9814e-01 1.8387e-12 7.3548e-38 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 3.9810e-01 6.0190e-01 1.9046e-12 7.9637e-38 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 4.1114e-01 5.8886e-01 1.6854e-12 6.0429e-38 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 4.1671e-01 5.8329e-01 1.5988e-12 5.3634e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 4.3126e-01 5.6874e-01 1.3957e-12 3.9521e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 4.3743e-01 5.6257e-01 1.3169e-12 3.4676e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 4.4104e-01 5.5896e-01 1.2710e-12 3.1975e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 4.5313e-01 5.4687e-01 1.1431e-12 2.5382e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 4.6868e-01 5.3132e-01 1.0239e-12 2.0511e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 4.8719e-01 5.1281e-01 8.9851e-13 1.5975e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 4.9981e-01 5.0019e-01 8.2329e-13 1.3561e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 5.1059e-01 4.8941e-01 7.5337e-13 1.1292e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 5.1655e-01 4.8345e-01 7.1589e-13 1.0146e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 5.2012e-01 4.7988e-01 6.8788e-13 9.2410e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 5.2390e-01 4.7610e-01 6.4868e-13 7.9499e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 5.4160e-01 4.5840e-01 5.3922e-13 5.2279e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 5.5699e-01 4.4301e-01 4.5639e-13 3.5729e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 5.8851e-01 4.1149e-01 3.2928e-13 1.7360e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 6.4391e-01 3.5609e-01 1.8045e-13 4.6625e-40 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 7.2644e-01 2.7356e-01 6.5821e-14 5.3276e-41 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 8.2381e-01 1.7619e-01 1.4099e-14 2.0473e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 9.1472e-01 8.5278e-02 1.3509e-15 1.5414e-44 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 9.7304e-01 2.6960e-02 3.9465e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 9.9275e-01 7.2535e-03 7.1130e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 9.9838e-01 1.6199e-03 8.0931e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 9.9981e-01 1.8669e-04 1.6255e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 9.9998e-01 1.6526e-05 1.4306e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 1.0000e+00 3.1586e-06 7.6296e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.0000e+00 1.0440e-06 2.3872e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.0000e+00 3.0088e-07 6.1970e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 1.0000e+00 5.5139e-08 4.5795e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.0000e+00 6.0551e-09 7.7062e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.0000e+00 7.1468e-10 1.5604e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 1.0000e+00 8.9506e-11 3.7233e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.0000e+00 1.1063e-11 8.4078e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.0000e+00 1.6365e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 1.0000e+00 2.5335e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.0000e+00 3.7253e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.0000e+00 3.9702e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.0000e+00 4.1649e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.0000e+00 3.8982e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.0000e+00 4.2047e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.0000e+00 5.8911e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.0000e+00 1.3225e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.0000e+00 3.9606e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.0000e+00 1.2876e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.0000e+00 5.2950e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.0000e+00 2.5140e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.0000e+00 1.1783e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0000e+00 4.8790e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
