#NTIMES: 145 
#NSTAGES: 3 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
17415.23 1.06e-02 9.89e-01 2.51e-15 
17888.12 1.86e-02 9.81e-01 2.52e-16 
18532.37 6.51e-02 9.35e-01 1.04e-17 
19260.76 1.11e-01 8.89e-01 6.02e-19 
20034.10 2.78e-01 7.22e-01 2.12e-20 
20838.00 4.95e-01 5.05e-01 1.37e-21 
21647.97 6.59e-01 3.41e-01 8.04e-23 
22447.94 7.53e-01 2.47e-01 8.17e-24 
23245.88 8.23e-01 1.77e-01 8.88e-25 
24052.47 8.78e-01 1.22e-01 9.68e-26 
24867.72 9.22e-01 7.75e-02 1.04e-26 
25698.86 9.55e-01 4.55e-02 1.16e-27 
26587.16 9.76e-01 2.38e-02 1.01e-27 
27637.54 9.89e-01 1.07e-02 1.72e-27 
28986.97 9.96e-01 4.23e-03 3.09e-27 
#TIME: 9.01 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.71e-13 3.53e-05 1.00e+00 
999.11 1.14e-13 2.65e-05 1.00e+00 
1267.34 8.53e-14 2.09e-05 1.00e+00 
1514.05 7.22e-14 1.80e-05 1.00e+00 
1808.80 5.22e-14 1.43e-05 1.00e+00 
1919.29 4.39e-14 1.27e-05 1.00e+00 
2160.92 3.28e-14 1.04e-05 1.00e+00 
2292.92 2.67e-14 9.11e-06 1.00e+00 
2432.98 2.14e-14 7.94e-06 1.00e+00 
2581.60 1.90e-14 7.43e-06 1.00e+00 
2739.29 1.69e-14 6.94e-06 1.00e+00 
2906.62 1.49e-14 6.46e-06 1.00e+00 
3084.17 1.31e-14 6.15e-06 1.00e+00 
3272.56 1.08e-14 5.63e-06 1.00e+00 
3472.46 7.46e-15 4.34e-06 1.00e+00 
3684.57 6.68e-15 4.30e-06 1.00e+00 
3909.64 5.65e-15 4.10e-06 1.00e+00 
4148.46 5.76e-15 4.37e-06 1.00e+00 
4401.86 7.47e-15 5.24e-06 1.00e+00 
4670.75 8.97e-15 6.08e-06 1.00e+00 
4956.05 8.82e-15 6.47e-06 1.00e+00 
5258.79 8.47e-15 6.72e-06 1.00e+00 
5580.02 1.00e-14 8.09e-06 1.00e+00 
5920.87 1.23e-14 9.80e-06 1.00e+00 
6282.54 1.60e-14 1.25e-05 1.00e+00 
6666.30 2.31e-14 1.70e-05 1.00e+00 
7073.50 3.74e-14 2.51e-05 1.00e+00 
7505.58 6.24e-14 3.85e-05 1.00e+00 
7964.05 1.34e-13 7.09e-05 1.00e+00 
8450.53 3.97e-13 1.59e-04 1.00e+00 
8966.72 1.38e-12 4.02e-04 1.00e+00 
9514.44 9.78e-12 1.78e-03 9.98e-01 
10095.62 1.30e-10 1.20e-02 9.88e-01 
10712.30 2.41e-09 9.90e-02 9.01e-01 
11366.65 3.80e-08 6.02e-01 3.98e-01 
12061.10 1.84e-07 9.72e-01 2.77e-02 
12793.43 6.74e-07 9.99e-01 7.94e-04 
13528.61 2.69e-06 1.00e+00 6.00e-06 
14194.74 7.82e-06 1.00e+00 2.50e-07 
14757.77 1.71e-05 1.00e+00 2.45e-08 
15240.48 3.83e-05 1.00e+00 3.06e-09 
15646.99 1.07e-04 1.00e+00 3.42e-10 
15960.30 3.11e-04 1.00e+00 3.99e-11 
16187.41 6.79e-04 9.99e-01 7.78e-12 
16354.17 1.19e-03 9.99e-01 2.01e-12 
16484.18 1.67e-03 9.98e-01 7.75e-13 
16593.12 2.71e-03 9.97e-01 3.23e-13 
16691.99 1.90e-03 9.98e-01 1.86e-13 
16788.59 3.36e-03 9.97e-01 8.46e-14 
16888.37 5.59e-03 9.94e-01 4.20e-14 
16998.79 5.24e-03 9.95e-01 3.00e-14 
17146.37 6.26e-03 9.94e-01 8.30e-15 
17415.23 1.02e-02 9.90e-01 2.22e-15 
17888.12 2.33e-02 9.77e-01 1.92e-16 
18532.37 5.33e-02 9.47e-01 9.49e-18 
19260.76 1.84e-01 8.16e-01 4.06e-19 
20034.10 2.77e-01 7.23e-01 1.84e-20 
20838.00 5.00e-01 5.00e-01 1.20e-21 
21647.97 6.36e-01 3.64e-01 1.09e-22 
22447.94 7.44e-01 2.56e-01 7.64e-24 
23245.88 8.14e-01 1.86e-01 9.98e-25 
24052.47 6.90e-01 3.10e-01 6.01e-25 
24867.72 9.20e-01 7.96e-02 1.59e-26 
25698.86 9.53e-01 4.70e-02 1.18e-27 
26587.16 9.74e-01 2.64e-02 1.20e-27 
27637.54 9.88e-01 1.16e-02 1.94e-27 
28986.97 9.96e-01 4.27e-03 3.46e-27 
#TIME: 9.19 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.63e-13 3.55e-05 1.00e+00 
999.11 1.16e-13 2.73e-05 1.00e+00 
1267.34 8.83e-14 2.23e-05 1.00e+00 
1514.05 7.34e-14 1.89e-05 1.00e+00 
1808.80 5.44e-14 1.54e-05 1.00e+00 
1919.29 4.54e-14 1.34e-05 1.00e+00 
2160.92 3.45e-14 1.12e-05 1.00e+00 
2292.92 2.81e-14 9.92e-06 1.00e+00 
2432.98 2.24e-14 8.55e-06 1.00e+00 
2581.60 1.98e-14 7.99e-06 1.00e+00 
2739.29 1.75e-14 7.38e-06 1.00e+00 
2906.62 1.57e-14 7.01e-06 1.00e+00 
3084.17 1.39e-14 6.65e-06 1.00e+00 
3272.56 1.02e-14 5.42e-06 1.00e+00 
3472.46 7.92e-15 4.72e-06 1.00e+00 
3684.57 7.13e-15 4.62e-06 1.00e+00 
3909.64 6.05e-15 4.48e-06 1.00e+00 
4148.46 6.26e-15 4.78e-06 1.00e+00 
4401.86 8.04e-15 5.71e-06 1.00e+00 
4670.75 9.84e-15 6.76e-06 1.00e+00 
4956.05 9.85e-15 7.20e-06 1.00e+00 
5258.79 9.44e-15 7.56e-06 1.00e+00 
5580.02 1.13e-14 9.07e-06 1.00e+00 
5920.87 1.40e-14 1.12e-05 1.00e+00 
6282.54 1.82e-14 1.42e-05 1.00e+00 
6666.30 2.67e-14 1.95e-05 1.00e+00 
7073.50 4.38e-14 2.91e-05 1.00e+00 
7505.58 7.41e-14 4.50e-05 1.00e+00 
7964.05 1.63e-13 8.37e-05 1.00e+00 
8450.53 4.83e-13 1.88e-04 1.00e+00 
8966.72 1.72e-12 4.81e-04 1.00e+00 
9514.44 1.26e-11 2.18e-03 9.98e-01 
10095.62 1.74e-10 1.52e-02 9.85e-01 
10712.30 3.23e-09 1.24e-01 8.76e-01 
11366.65 4.51e-08 6.66e-01 3.34e-01 
12061.10 1.99e-07 9.80e-01 2.03e-02 
12793.43 7.35e-07 1.00e+00 4.43e-04 
13528.61 2.88e-06 1.00e+00 1.75e-05 
14194.74 8.41e-06 1.00e+00 1.90e-07 
14757.77 1.75e-05 1.00e+00 1.81e-08 
15240.48 4.39e-05 1.00e+00 2.38e-09 
15646.99 1.09e-04 1.00e+00 2.88e-10 
15960.30 3.24e-04 1.00e+00 3.48e-11 
16187.41 7.05e-04 9.99e-01 6.29e-12 
16354.17 1.58e-03 9.98e-01 1.43e-12 
16484.18 1.52e-03 9.98e-01 7.53e-13 
16593.12 2.14e-03 9.98e-01 3.23e-13 
16691.99 2.22e-03 9.98e-01 1.88e-13 
16788.59 2.78e-03 9.97e-01 8.99e-14 
16888.37 3.95e-03 9.96e-01 4.86e-14 
16998.79 3.60e-03 9.96e-01 2.56e-14 
17146.37 6.10e-03 9.94e-01 8.34e-15 
17415.23 1.11e-02 9.89e-01 2.02e-15 
17888.12 2.28e-02 9.77e-01 1.81e-16 
18532.37 7.15e-02 9.29e-01 8.23e-18 
19260.76 9.63e-02 9.04e-01 4.87e-19 
20034.10 2.85e-01 7.15e-01 2.04e-20 
20838.00 4.39e-01 5.61e-01 1.56e-21 
21647.97 6.42e-01 3.58e-01 8.53e-23 
22447.94 5.54e-01 4.46e-01 1.38e-23 
23245.88 5.59e-01 4.41e-01 4.78e-24 
24052.47 8.69e-01 1.31e-01 1.06e-25 
24867.72 9.13e-01 8.70e-02 1.30e-26 
25698.86 9.49e-01 5.12e-02 1.72e-27 
26587.16 9.73e-01 2.75e-02 1.27e-27 
27637.54 9.88e-01 1.22e-02 2.09e-27 
28986.97 9.95e-01 4.51e-03 3.91e-27 
#TIME: 9.38 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.66e-13 3.72e-05 1.00e+00 
999.11 1.13e-13 2.78e-05 1.00e+00 
1267.34 9.06e-14 2.35e-05 1.00e+00 
1514.05 7.64e-14 2.02e-05 1.00e+00 
1808.80 5.72e-14 1.67e-05 1.00e+00 
1919.29 4.73e-14 1.45e-05 1.00e+00 
2160.92 3.64e-14 1.21e-05 1.00e+00 
2292.92 2.98e-14 1.07e-05 1.00e+00 
2432.98 2.37e-14 9.34e-06 1.00e+00 
2581.60 2.10e-14 8.73e-06 1.00e+00 
2739.29 1.84e-14 8.01e-06 1.00e+00 
2906.62 1.69e-14 7.71e-06 1.00e+00 
3084.17 1.49e-14 7.31e-06 1.00e+00 
3272.56 9.87e-15 5.40e-06 1.00e+00 
3472.46 8.51e-15 5.13e-06 1.00e+00 
3684.57 7.60e-15 5.04e-06 1.00e+00 
3909.64 6.60e-15 4.94e-06 1.00e+00 
4148.46 6.77e-15 5.24e-06 1.00e+00 
4401.86 8.87e-15 6.39e-06 1.00e+00 
4670.75 1.09e-14 7.50e-06 1.00e+00 
4956.05 1.10e-14 8.10e-06 1.00e+00 
5258.79 1.08e-14 8.63e-06 1.00e+00 
5580.02 1.27e-14 1.02e-05 1.00e+00 
5920.87 1.60e-14 1.27e-05 1.00e+00 
6282.54 2.09e-14 1.63e-05 1.00e+00 
6666.30 3.09e-14 2.24e-05 1.00e+00 
7073.50 5.09e-14 3.33e-05 1.00e+00 
7505.58 8.79e-14 5.23e-05 1.00e+00 
7964.05 1.93e-13 9.69e-05 1.00e+00 
8450.53 6.02e-13 2.26e-04 1.00e+00 
8966.72 2.30e-12 6.16e-04 9.99e-01 
9514.44 1.69e-11 2.77e-03 9.97e-01 
10095.62 2.33e-10 1.92e-02 9.81e-01 
10712.30 4.20e-09 1.51e-01 8.49e-01 
11366.65 5.28e-08 7.26e-01 2.74e-01 
12061.10 2.16e-07 9.85e-01 1.55e-02 
12793.43 8.08e-07 9.99e-01 7.65e-04 
13528.61 3.13e-06 1.00e+00 3.20e-06 
14194.74 8.84e-06 1.00e+00 1.51e-07 
14757.77 1.91e-05 1.00e+00 1.49e-08 
15240.48 4.33e-05 1.00e+00 1.88e-09 
15646.99 1.18e-04 1.00e+00 2.26e-10 
15960.30 3.30e-04 1.00e+00 2.82e-11 
16187.41 7.87e-04 9.99e-01 4.47e-12 
16354.17 1.32e-03 9.99e-01 1.40e-12 
16484.18 1.80e-03 9.98e-01 5.60e-13 
16593.12 2.25e-03 9.98e-01 2.85e-13 
16691.99 2.89e-03 9.97e-01 1.35e-13 
16788.59 3.46e-03 9.97e-01 7.99e-14 
16888.37 3.82e-03 9.96e-01 4.30e-14 
16998.79 5.01e-03 9.95e-01 2.00e-14 
17146.37 6.24e-03 9.94e-01 8.81e-15 
17415.23 9.82e-03 9.90e-01 1.90e-15 
17888.12 2.00e-02 9.80e-01 1.99e-16 
18532.37 4.51e-02 9.55e-01 1.02e-17 
19260.76 1.05e-01 8.95e-01 6.38e-19 
20034.10 3.18e-01 6.82e-01 1.89e-20 
20838.00 4.84e-01 5.16e-01 1.22e-21 
21647.97 5.82e-01 4.18e-01 1.20e-22 
22447.94 7.01e-01 2.99e-01 1.16e-23 
23245.88 8.07e-01 1.93e-01 1.25e-24 
24052.47 8.65e-01 1.35e-01 1.15e-25 
24867.72 9.11e-01 8.91e-02 1.04e-26 
25698.86 9.47e-01 5.30e-02 1.89e-27 
26587.16 9.72e-01 2.81e-02 1.42e-27 
27637.54 9.88e-01 1.20e-02 2.12e-27 
28986.97 9.95e-01 4.91e-03 4.80e-27 
#TIME: 9.58 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.61e-13 3.76e-05 1.00e+00 
999.11 1.16e-13 2.93e-05 1.00e+00 
1267.34 9.30e-14 2.49e-05 1.00e+00 
1514.05 7.92e-14 2.14e-05 1.00e+00 
1808.80 6.00e-14 1.78e-05 1.00e+00 
1919.29 4.93e-14 1.55e-05 1.00e+00 
2160.92 3.85e-14 1.31e-05 1.00e+00 
2292.92 3.14e-14 1.15e-05 1.00e+00 
2432.98 2.55e-14 1.02e-05 1.00e+00 
2581.60 2.27e-14 9.62e-06 1.00e+00 
2739.29 2.00e-14 8.87e-06 1.00e+00 
2906.62 1.84e-14 8.51e-06 1.00e+00 
3084.17 1.61e-14 8.02e-06 1.00e+00 
3272.56 1.01e-14 5.66e-06 1.00e+00 
3472.46 9.08e-15 5.58e-06 1.00e+00 
3684.57 8.25e-15 5.55e-06 1.00e+00 
3909.64 7.20e-15 5.44e-06 1.00e+00 
4148.46 7.43e-15 5.84e-06 1.00e+00 
4401.86 9.90e-15 7.14e-06 1.00e+00 
4670.75 1.21e-14 8.40e-06 1.00e+00 
4956.05 1.24e-14 9.18e-06 1.00e+00 
5258.79 1.22e-14 9.71e-06 1.00e+00 
5580.02 1.45e-14 1.17e-05 1.00e+00 
5920.87 1.82e-14 1.44e-05 1.00e+00 
6282.54 2.44e-14 1.87e-05 1.00e+00 
6666.30 3.65e-14 2.62e-05 1.00e+00 
7073.50 5.97e-14 3.86e-05 1.00e+00 
7505.58 1.04e-13 6.10e-05 1.00e+00 
7964.05 2.36e-13 1.15e-04 1.00e+00 
8450.53 7.39e-13 2.68e-04 1.00e+00 
8966.72 3.11e-12 7.97e-04 9.99e-01 
9514.44 2.28e-11 3.52e-03 9.96e-01 
10095.62 3.21e-10 2.48e-02 9.75e-01 
10712.30 5.42e-09 1.83e-01 8.17e-01 
11366.65 6.00e-08 7.70e-01 2.30e-01 
12061.10 2.35e-07 9.87e-01 1.28e-02 
12793.43 8.98e-07 1.00e+00 3.11e-04 
13528.61 3.42e-06 1.00e+00 2.38e-06 
14194.74 9.50e-06 1.00e+00 1.16e-07 
14757.77 1.97e-05 1.00e+00 1.16e-08 
15240.48 4.98e-05 1.00e+00 1.49e-09 
15646.99 1.36e-04 1.00e+00 1.80e-10 
15960.30 3.81e-04 1.00e+00 2.19e-11 
16187.41 7.40e-04 9.99e-01 4.19e-12 
16354.17 1.52e-03 9.98e-01 1.16e-12 
16484.18 2.31e-03 9.98e-01 4.07e-13 
16593.12 1.65e-03 9.98e-01 2.44e-13 
16691.99 2.97e-03 9.97e-01 1.26e-13 
16788.59 3.05e-03 9.97e-01 7.70e-14 
16888.37 3.28e-03 9.97e-01 4.68e-14 
16998.79 5.72e-03 9.94e-01 1.83e-14 
17146.37 5.08e-03 9.95e-01 8.33e-15 
17415.23 7.78e-03 9.92e-01 1.64e-15 
17888.12 1.83e-02 9.82e-01 1.78e-16 
18532.37 6.12e-02 9.39e-01 8.95e-18 
19260.76 1.13e-01 8.87e-01 5.28e-19 
20034.10 3.08e-01 6.92e-01 1.85e-20 
20838.00 3.02e-01 6.98e-01 2.49e-21 
21647.97 6.15e-01 3.85e-01 9.87e-23 
22447.94 7.27e-01 2.73e-01 1.01e-23 
23245.88 8.01e-01 1.99e-01 1.21e-24 
24052.47 8.64e-01 1.36e-01 1.10e-25 
24867.72 8.99e-01 1.01e-01 1.43e-26 
25698.86 9.42e-01 5.79e-02 2.02e-27 
26587.16 9.70e-01 2.97e-02 1.63e-27 
27637.54 9.86e-01 1.42e-02 3.11e-27 
28986.97 9.95e-01 5.31e-03 5.49e-27 
#TIME: 9.77 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.60e-13 3.88e-05 1.00e+00 
999.11 1.20e-13 3.13e-05 1.00e+00 
1267.34 9.61e-14 2.63e-05 1.00e+00 
1514.05 8.25e-14 2.30e-05 1.00e+00 
1808.80 6.22e-14 1.89e-05 1.00e+00 
1919.29 5.26e-14 1.69e-05 1.00e+00 
2160.92 4.18e-14 1.46e-05 1.00e+00 
2292.92 3.34e-14 1.26e-05 1.00e+00 
2432.98 2.74e-14 1.12e-05 1.00e+00 
2581.60 2.47e-14 1.06e-05 1.00e+00 
2739.29 2.18e-14 9.77e-06 1.00e+00 
2906.62 1.99e-14 9.33e-06 1.00e+00 
3084.17 1.74e-14 8.78e-06 1.00e+00 
3272.56 1.07e-14 6.17e-06 1.00e+00 
3472.46 9.85e-15 6.16e-06 1.00e+00 
3684.57 8.98e-15 6.08e-06 1.00e+00 
3909.64 7.90e-15 6.04e-06 1.00e+00 
4148.46 8.33e-15 6.55e-06 1.00e+00 
4401.86 1.09e-14 7.89e-06 1.00e+00 
4670.75 1.37e-14 9.56e-06 1.00e+00 
4956.05 1.40e-14 1.03e-05 1.00e+00 
5258.79 1.37e-14 1.10e-05 1.00e+00 
5580.02 1.68e-14 1.34e-05 1.00e+00 
5920.87 2.13e-14 1.68e-05 1.00e+00 
6282.54 2.83e-14 2.15e-05 1.00e+00 
6666.30 4.31e-14 3.02e-05 1.00e+00 
7073.50 7.21e-14 4.55e-05 1.00e+00 
7505.58 1.27e-13 7.23e-05 1.00e+00 
7964.05 2.88e-13 1.36e-04 1.00e+00 
8450.53 9.19e-13 3.23e-04 1.00e+00 
8966.72 4.12e-12 1.01e-03 9.99e-01 
9514.44 3.17e-11 4.62e-03 9.95e-01 
10095.62 4.38e-10 3.16e-02 9.68e-01 
10712.30 7.17e-09 2.26e-01 7.74e-01 
11366.65 6.85e-08 8.16e-01 1.84e-01 
12061.10 2.58e-07 9.92e-01 7.62e-03 
12793.43 1.00e-06 1.00e+00 2.09e-04 
13528.61 3.71e-06 1.00e+00 4.70e-06 
14194.74 9.97e-06 1.00e+00 8.66e-08 
14757.77 2.02e-05 1.00e+00 9.27e-09 
15240.48 4.85e-05 1.00e+00 1.11e-09 
15646.99 1.45e-04 1.00e+00 1.36e-10 
15960.30 3.92e-04 1.00e+00 1.82e-11 
16187.41 7.92e-04 9.99e-01 3.49e-12 
16354.17 1.72e-03 9.98e-01 9.41e-13 
16484.18 1.75e-03 9.98e-01 4.26e-13 
16593.12 2.68e-03 9.97e-01 1.69e-13 
16691.99 3.12e-03 9.97e-01 9.01e-14 
16788.59 3.35e-03 9.97e-01 5.85e-14 
16888.37 2.70e-03 9.97e-01 3.00e-14 
16998.79 5.26e-03 9.95e-01 1.30e-14 
17146.37 5.61e-03 9.94e-01 6.19e-15 
17415.23 6.99e-03 9.93e-01 1.89e-15 
17888.12 2.89e-02 9.71e-01 1.34e-16 
18532.37 5.07e-02 9.49e-01 8.74e-18 
19260.76 1.35e-01 8.65e-01 3.94e-19 
20034.10 1.53e-01 8.47e-01 4.06e-20 
20838.00 4.61e-01 5.39e-01 1.50e-21 
21647.97 6.01e-01 3.99e-01 1.24e-22 
22447.94 7.10e-01 2.90e-01 1.13e-23 
23245.88 7.87e-01 2.13e-01 1.46e-24 
24052.47 8.51e-01 1.49e-01 1.76e-25 
24867.72 9.03e-01 9.70e-02 1.96e-26 
25698.86 9.42e-01 5.76e-02 3.06e-27 
26587.16 9.69e-01 3.14e-02 1.84e-27 
27637.54 9.86e-01 1.42e-02 2.80e-27 
28986.97 9.94e-01 5.54e-03 5.85e-27 
#TIME: 9.98 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.62e-13 4.05e-05 1.00e+00 
999.11 1.24e-13 3.34e-05 1.00e+00 
1267.34 1.00e-13 2.82e-05 1.00e+00 
1514.05 8.68e-14 2.48e-05 1.00e+00 
1808.80 6.56e-14 2.06e-05 1.00e+00 
1919.29 5.68e-14 1.85e-05 1.00e+00 
2160.92 4.55e-14 1.60e-05 1.00e+00 
2292.92 3.63e-14 1.39e-05 1.00e+00 
2432.98 2.98e-14 1.24e-05 1.00e+00 
2581.60 2.64e-14 1.15e-05 1.00e+00 
2739.29 2.36e-14 1.08e-05 1.00e+00 
2906.62 2.16e-14 1.03e-05 1.00e+00 
3084.17 1.70e-14 8.78e-06 1.00e+00 
3272.56 1.17e-14 6.82e-06 1.00e+00 
3472.46 1.08e-14 6.78e-06 1.00e+00 
3684.57 9.89e-15 6.78e-06 1.00e+00 
3909.64 8.76e-15 6.72e-06 1.00e+00 
4148.46 9.27e-15 7.33e-06 1.00e+00 
4401.86 1.23e-14 8.97e-06 1.00e+00 
4670.75 1.56e-14 1.08e-05 1.00e+00 
4956.05 1.60e-14 1.18e-05 1.00e+00 
5258.79 1.58e-14 1.25e-05 1.00e+00 
5580.02 1.94e-14 1.54e-05 1.00e+00 
5920.87 2.49e-14 1.93e-05 1.00e+00 
6282.54 3.33e-14 2.51e-05 1.00e+00 
6666.30 5.01e-14 3.47e-05 1.00e+00 
7073.50 8.58e-14 5.30e-05 1.00e+00 
7505.58 1.54e-13 8.51e-05 1.00e+00 
7964.05 3.53e-13 1.62e-04 1.00e+00 
8450.53 1.16e-12 3.90e-04 1.00e+00 
8966.72 5.47e-12 1.27e-03 9.99e-01 
9514.44 4.48e-11 6.16e-03 9.94e-01 
10095.62 5.84e-10 3.95e-02 9.60e-01 
10712.30 9.45e-09 2.77e-01 7.23e-01 
11366.65 7.88e-08 8.58e-01 1.42e-01 
12061.10 2.83e-07 9.93e-01 6.72e-03 
12793.43 1.09e-06 1.00e+00 8.20e-05 
13528.61 3.99e-06 1.00e+00 1.34e-06 
14194.74 1.14e-05 1.00e+00 6.54e-08 
14757.77 2.22e-05 1.00e+00 7.18e-09 
15240.48 4.70e-05 1.00e+00 9.07e-10 
15646.99 1.60e-04 1.00e+00 1.10e-10 
15960.30 4.86e-04 1.00e+00 1.30e-11 
16187.41 8.70e-04 9.99e-01 2.63e-12 
16354.17 1.37e-03 9.99e-01 7.68e-13 
16484.18 2.10e-03 9.98e-01 2.93e-13 
16593.12 2.88e-03 9.97e-01 1.35e-13 
16691.99 2.41e-03 9.98e-01 8.05e-14 
16788.59 3.42e-03 9.97e-01 4.36e-14 
16888.37 4.58e-03 9.95e-01 2.56e-14 
16998.79 4.92e-03 9.95e-01 1.27e-14 
17146.37 7.59e-03 9.92e-01 5.05e-15 
17415.23 8.84e-03 9.91e-01 1.43e-15 
17888.12 2.18e-02 9.78e-01 1.31e-16 
18532.37 5.05e-02 9.49e-01 8.11e-18 
19260.76 1.53e-01 8.47e-01 3.72e-19 
20034.10 1.67e-01 8.33e-01 3.41e-20 
20838.00 4.10e-01 5.90e-01 1.69e-21 
21647.97 4.65e-01 5.35e-01 1.40e-22 
22447.94 3.10e-01 6.90e-01 1.59e-23 
23245.88 7.86e-01 2.14e-01 1.18e-24 
24052.47 8.43e-01 1.57e-01 2.13e-25 
24867.72 8.93e-01 1.07e-01 2.53e-26 
25698.86 9.33e-01 6.70e-02 2.91e-27 
26587.16 9.64e-01 3.62e-02 2.28e-27 
27637.54 9.85e-01 1.53e-02 3.34e-27 
28986.97 9.94e-01 6.11e-03 6.95e-27 
#TIME: 10.18 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.67e-13 4.32e-05 1.00e+00 
999.11 1.27e-13 3.49e-05 1.00e+00 
1267.34 1.04e-13 2.99e-05 1.00e+00 
1514.05 9.30e-14 2.71e-05 1.00e+00 
1808.80 7.13e-14 2.27e-05 1.00e+00 
1919.29 6.04e-14 2.00e-05 1.00e+00 
2160.92 4.83e-14 1.73e-05 1.00e+00 
2292.92 3.95e-14 1.53e-05 1.00e+00 
2432.98 3.25e-14 1.37e-05 1.00e+00 
2581.60 2.86e-14 1.27e-05 1.00e+00 
2739.29 2.59e-14 1.20e-05 1.00e+00 
2906.62 2.40e-14 1.16e-05 1.00e+00 
3084.17 1.69e-14 8.93e-06 1.00e+00 
3272.56 1.28e-14 7.55e-06 1.00e+00 
3472.46 1.19e-14 7.54e-06 1.00e+00 
3684.57 1.11e-14 7.65e-06 1.00e+00 
3909.64 9.72e-15 7.51e-06 1.00e+00 
4148.46 1.05e-14 8.33e-06 1.00e+00 
4401.86 1.40e-14 1.01e-05 1.00e+00 
4670.75 1.78e-14 1.23e-05 1.00e+00 
4956.05 1.84e-14 1.35e-05 1.00e+00 
5258.79 1.80e-14 1.43e-05 1.00e+00 
5580.02 2.27e-14 1.78e-05 1.00e+00 
5920.87 2.90e-14 2.22e-05 1.00e+00 
6282.54 3.92e-14 2.89e-05 1.00e+00 
6666.30 5.95e-14 4.05e-05 1.00e+00 
7073.50 1.03e-13 6.25e-05 1.00e+00 
7505.58 1.88e-13 1.01e-04 1.00e+00 
7964.05 4.44e-13 1.96e-04 1.00e+00 
8450.53 1.50e-12 4.83e-04 1.00e+00 
8966.72 7.52e-12 1.65e-03 9.98e-01 
9514.44 6.16e-11 7.93e-03 9.92e-01 
10095.62 8.02e-10 5.07e-02 9.49e-01 
10712.30 1.21e-08 3.30e-01 6.70e-01 
11366.65 8.81e-08 8.89e-01 1.11e-01 
12061.10 3.12e-07 9.95e-01 5.40e-03 
12793.43 1.19e-06 1.00e+00 1.83e-04 
13528.61 4.27e-06 1.00e+00 9.74e-07 
14194.74 1.13e-05 1.00e+00 4.92e-08 
14757.77 2.40e-05 1.00e+00 5.57e-09 
15240.48 5.17e-05 1.00e+00 7.26e-10 
15646.99 1.51e-04 1.00e+00 8.91e-11 
15960.30 4.64e-04 1.00e+00 1.02e-11 
16187.41 9.70e-04 9.99e-01 2.05e-12 
16354.17 1.65e-03 9.98e-01 5.29e-13 
16484.18 2.86e-03 9.97e-01 2.26e-13 
16593.12 2.68e-03 9.97e-01 1.15e-13 
16691.99 3.12e-03 9.97e-01 5.49e-14 
16788.59 2.48e-03 9.98e-01 4.14e-14 
16888.37 5.12e-03 9.95e-01 1.78e-14 
16998.79 5.36e-03 9.95e-01 9.27e-15 
17146.37 5.83e-03 9.94e-01 3.88e-15 
17415.23 1.05e-02 9.89e-01 9.52e-16 
17888.12 2.41e-02 9.76e-01 1.11e-16 
18532.37 7.41e-02 9.26e-01 5.09e-18 
19260.76 1.16e-01 8.84e-01 3.44e-19 
20034.10 2.99e-01 7.01e-01 1.77e-20 
20838.00 4.50e-01 5.50e-01 1.37e-21 
21647.97 2.32e-01 7.68e-01 5.18e-22 
22447.94 6.97e-01 3.03e-01 1.21e-23 
23245.88 7.71e-01 2.29e-01 1.55e-24 
24052.47 8.40e-01 1.60e-01 1.90e-25 
24867.72 8.91e-01 1.09e-01 2.20e-26 
25698.86 9.31e-01 6.94e-02 4.35e-27 
26587.16 9.63e-01 3.67e-02 2.32e-27 
27637.54 9.83e-01 1.70e-02 4.06e-27 
