#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
5.9510e+04 8.3033e-06 9.9999e-01 5.8475e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 7.2172e-06 9.9999e-01 5.4520e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.3465e-05 9.9999e-01 1.1275e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.6350e-05 9.9998e-01 5.5134e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 6.6889e-06 9.9999e-01 2.4045e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 6.3714e-06 9.9999e-01 1.9899e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 4.6698e-06 1.0000e+00 2.8297e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 9.4535e-06 9.9999e-01 5.5657e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 3.3337e-06 1.0000e+00 3.9297e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 2.2451e-06 1.0000e+00 8.1132e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.0919e-06 1.0000e+00 9.0059e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 2.0591e-06 1.0000e+00 9.2154e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 2.1539e-06 1.0000e+00 8.3611e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 9.0072e-07 1.0000e+00 1.9315e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 10.7375
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
4.2577e+02 1.6951e-26 4.4948e-16 2.9405e-07 4.2425e-02 9.5758e-01 2.4339e-12 2.3320e-29 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 3.8368e-20 1.4152e-11 1.5636e-04 5.5368e-01 4.4616e-01 1.5909e-13 3.5245e-31 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 1.8501e-20 7.2588e-12 9.2235e-05 4.4031e-01 5.5960e-01 5.5946e-13 4.2876e-30 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 8.6613e-21 3.6050e-12 5.2371e-05 3.3479e-01 6.6516e-01 1.8355e-12 4.7786e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 3.3630e-21 1.4983e-12 2.5387e-05 2.2890e-01 7.7107e-01 7.1046e-12 7.9096e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 1.1866e-21 5.6535e-13 1.1191e-05 1.4497e-01 8.5502e-01 2.8640e-11 1.5134e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 3.9076e-22 1.9885e-13 4.5913e-06 8.6493e-02 9.1350e-01 1.1847e-10 3.2114e-25 7.0065e-45 0.0000e+00 0.0000e+00
1.1690e+03 1.1498e-22 6.2772e-14 1.7007e-06 4.7982e-02 9.5202e-01 5.3867e-10 8.6633e-24 1.3915e-42 0.0000e+00 0.0000e+00
1.2425e+03 3.1819e-23 1.8655e-14 5.9203e-07 2.5416e-02 9.7458e-01 2.6007e-09 2.7309e-22 4.0147e-40 0.0000e+00 0.0000e+00
1.3205e+03 8.8738e-24 5.5289e-15 2.0225e-07 1.3201e-02 9.8680e-01 1.3026e-08 9.4987e-21 1.3801e-37 0.0000e+00 0.0000e+00
1.4033e+03 2.4200e-24 1.6209e-15 6.8404e-08 6.8092e-03 9.9319e-01 6.4563e-08 3.2482e-19 4.6251e-35 0.0000e+00 0.0000e+00
1.4915e+03 6.0151e-25 4.4635e-16 2.2158e-08 3.4361e-03 9.9656e-01 3.2322e-07 1.1338e-17 1.5954e-32 0.0000e+00 0.0000e+00
1.5852e+03 1.4071e-25 1.1913e-16 7.0780e-09 1.7282e-03 9.9827e-01 1.5675e-06 3.6758e-16 4.8429e-30 0.0000e+00 0.0000e+00
1.6847e+03 3.1787e-26 3.1217e-17 2.2343e-09 8.6461e-04 9.9913e-01 7.5747e-06 1.1805e-14 1.4438e-27 2.8026e-45 0.0000e+00
1.7904e+03 6.8563e-27 7.9441e-18 6.9031e-10 4.2768e-04 9.9954e-01 3.7095e-05 3.8976e-13 4.4940e-25 1.2372e-41 0.0000e+00
1.9028e+03 1.4397e-27 1.9939e-18 2.1124e-10 2.1046e-04 9.9961e-01 1.8247e-04 1.2977e-11 1.4162e-22 5.6553e-38 0.0000e+00
2.0223e+03 3.6550e-28 5.8704e-19 7.2949e-11 1.1064e-04 9.9909e-01 8.0007e-04 3.3737e-10 2.9976e-20 1.4563e-34 0.0000e+00
2.1493e+03 1.1360e-28 2.0747e-19 2.9462e-11 6.3778e-05 9.9709e-01 2.8432e-03 5.5314e-09 2.9807e-18 1.2398e-31 0.0000e+00
2.2843e+03 4.4588e-29 9.0593e-20 1.4331e-11 4.1092e-05 9.9223e-01 7.7260e-03 5.0338e-08 1.1276e-16 2.5570e-29 0.0000e+00
2.4277e+03 2.2456e-29 4.9799e-20 8.5975e-12 3.0124e-05 9.8482e-01 1.5147e-02 2.2310e-07 1.3037e-15 9.2266e-28 7.9874e-44
2.5802e+03 1.5540e-29 3.6472e-20 6.6626e-12 2.5883e-05 9.7955e-01 2.0424e-02 4.3146e-07 3.8392e-15 4.4587e-27 6.7543e-43
2.7422e+03 1.5789e-29 3.7810e-20 7.0484e-12 2.7059e-05 9.8235e-01 1.7625e-02 3.0820e-07 2.1785e-15 1.9089e-27 2.1019e-43
2.9144e+03 2.6924e-29 6.2733e-20 1.1380e-11 3.6858e-05 9.9178e-01 8.1855e-03 5.5526e-08 1.2706e-16 2.8743e-29 0.0000e+00
3.0973e+03 8.4713e-29 1.8401e-19 3.0999e-11 6.9463e-05 9.9825e-01 1.6799e-03 1.6452e-09 3.7724e-19 5.4032e-33 0.0000e+00
3.2918e+03 4.1023e-28 8.3268e-19 1.2857e-10 1.7060e-04 9.9966e-01 1.6875e-04 1.0002e-11 8.1541e-23 2.1169e-38 0.0000e+00
3.4986e+03 3.1743e-27 5.4802e-18 6.9079e-10 4.7783e-04 9.9951e-01 1.4385e-05 4.3302e-14 1.0415e-26 3.9236e-44 0.0000e+00
3.7182e+03 6.2568e-26 7.4884e-17 6.1121e-09 1.7278e-03 9.9827e-01 9.0194e-07 9.9552e-17 5.0058e-31 0.0000e+00 0.0000e+00
3.9517e+03 9.6196e-24 7.5322e-15 3.2044e-07 1.8662e-02 9.8134e-01 3.7389e-09 5.6885e-22 1.2303e-39 0.0000e+00 0.0000e+00
4.1999e+03 6.3382e-22 5.0899e-13 1.4544e-05 1.9069e-01 8.0930e-01 5.5410e-12 3.7802e-28 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 4.9367e-21 4.2419e-12 9.4780e-05 5.1544e-01 4.8446e-01 7.3723e-14 4.8285e-32 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 2.8400e-20 2.2408e-11 3.4947e-04 8.0619e-01 1.9346e-01 1.1863e-15 1.5952e-35 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 1.9825e-19 1.3339e-10 1.2492e-03 9.5758e-01 4.1166e-02 4.8527e-18 5.5511e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.5615e-18 8.8878e-10 4.6002e-03 9.8961e-01 5.7911e-03 6.9227e-21 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.8262e-17 8.7783e-09 2.1996e-02 9.7754e-01 4.6753e-04 1.6720e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 2.4725e-16 1.0164e-07 1.1504e-01 8.8493e-01 2.5342e-05 1.2572e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 2.7789e-15 9.4091e-07 4.5292e-01 5.4708e-01 8.0652e-07 4.0116e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.6216e-14 4.2353e-06 8.4024e-01 1.5976e-01 1.2527e-08 7.2597e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 5.9475e-14 1.1690e-05 9.6949e-01 3.0498e-02 1.3858e-10 1.1631e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 2.1377e-13 3.0533e-05 9.9544e-01 4.5342e-03 9.6033e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 8.5362e-13 8.5890e-05 9.9940e-01 5.1667e-04 3.3772e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 4.8954e-12 3.0944e-04 9.9966e-01 3.4259e-05 2.9105e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 4.1572e-11 1.3928e-03 9.9861e-01 1.5497e-06 9.7746e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 3.9893e-10 6.7777e-03 9.9322e-01 5.6647e-08 1.8659e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 2.9646e-09 2.8530e-02 9.7147e-01 2.2906e-09 4.3854e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 2.2686e-08 1.1853e-01 8.8147e-01 7.5240e-11 6.7740e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.6049e-07 4.1231e-01 5.8769e-01 1.4589e-12 4.4953e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 5.3624e-07 7.4808e-01 2.5192e-01 2.7479e-14 5.5222e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.1717e-06 9.2020e-01 7.9802e-02 4.5644e-16 8.4078e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 2.1826e-06 9.7392e-01 2.6080e-02 1.3239e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 4.2849e-06 9.9167e-01 8.3221e-03 4.7096e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 7.1594e-06 9.9656e-01 3.4310e-03 3.6274e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0915e-05 9.9844e-01 1.5473e-03 3.3778e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.5174e-05 9.9921e-01 7.7921e-04 4.0897e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 2.0033e-05 9.9958e-01 3.9821e-04 4.7283e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 2.0135e-05 9.9969e-01 2.9356e-04 1.3815e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 2.1314e-05 9.9977e-01 2.0437e-04 3.5571e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 2.4668e-05 9.9986e-01 1.1711e-04 4.9861e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 2.8412e-05 9.9991e-01 6.1071e-05 4.7058e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 3.0613e-05 9.9993e-01 3.6771e-05 6.9434e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 3.7513e-05 9.9994e-01 1.7691e-05 5.3559e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 4.2719e-05 9.9995e-01 9.8412e-06 6.4085e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 4.5791e-05 9.9995e-01 6.2197e-06 1.1375e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 4.9383e-05 9.9995e-01 4.0987e-06 2.4242e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 5.7616e-05 9.9994e-01 2.3906e-06 3.6960e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 5.9395e-05 9.9994e-01 1.6522e-06 8.7034e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 5.5919e-05 9.9994e-01 1.3182e-06 3.0493e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 5.8238e-05 9.9994e-01 9.0960e-07 7.2843e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 5.5389e-05 9.9994e-01 7.4866e-07 2.9593e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.3448e-05 9.9995e-01 5.5487e-07 8.0702e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 4.8344e-05 9.9995e-01 4.2557e-07 2.2111e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 5.1190e-05 9.9995e-01 2.3411e-07 2.1624e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 6.1289e-05 9.9994e-01 9.0359e-08 6.4125e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 6.1869e-05 9.9994e-01 3.0463e-08 7.6422e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 5.7550e-05 9.9994e-01 8.6213e-09 3.7454e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.9428e-05 9.9998e-01 2.4108e-08 2.5954e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 9.2319e-06 9.9999e-01 4.3834e-08 6.3172e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 6.5034e-06 9.9999e-01 4.7511e-08 4.2182e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.2686e-05 9.9999e-01 6.1022e-09 3.8396e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 5.4489e-06 9.9999e-01 1.5715e-08 3.1403e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.3855e-05 9.9999e-01 1.2158e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 5.2758e-05 9.9995e-01 5.5900e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 4.1512e-05 9.9996e-01 6.2970e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 3.3192e-05 9.9997e-01 6.3427e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 5.1064e-05 9.9995e-01 1.6598e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 4.2284e-05 9.9996e-01 1.4993e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.6583e-05 9.9997e-01 2.4355e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 3.9068e-05 9.9996e-01 7.5177e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 9.2442e-06 9.9999e-01 8.6460e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.7562e-05 9.9998e-01 1.6623e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 5.7692e-06 9.9999e-01 9.9592e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 5.3614e-06 9.9999e-01 7.8322e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 3.2012e-06 1.0000e+00 1.4572e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 3.2955e-06 1.0000e+00 9.4116e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 5.4558e-06 9.9999e-01 2.4145e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 3.1180e-06 1.0000e+00 4.9106e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 2.7645e-06 1.0000e+00 4.2608e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 3.8181e-06 1.0000e+00 1.5625e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 5.2359e-06 9.9999e-01 5.8232e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 6.0134e-06 9.9999e-01 3.0711e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 8.6229e-06 9.9999e-01 1.0499e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 8.5538e-06 9.9999e-01 7.4342e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 7.3264e-06 9.9999e-01 7.0608e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 5.4019e-06 9.9999e-01 9.0907e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 5.1467e-06 9.9999e-01 7.1321e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 7.9732e-07 1.0000e+00 1.9484e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.7188e-06 1.0000e+00 3.2336e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 4.8865e-06 1.0000e+00 3.1656e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 2.9796e-06 1.0000e+00 6.4371e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 8.0073e-06 9.9999e-01 7.3064e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0565e-05 9.9999e-01 3.7950e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.1002e-05 9.9999e-01 3.3369e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.1899e-05 9.9999e-01 2.7571e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.1345e-05 9.9999e-01 3.0099e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 8.2975e-06 9.9999e-01 5.5685e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.4883e-06 1.0000e+00 1.3009e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 10.9610
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
4.2577e+02 1.3873e-26 3.8954e-16 2.6902e-07 4.0735e-02 9.5927e-01 2.4897e-12 2.4167e-29 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 3.0888e-20 1.2118e-11 1.4249e-04 5.3765e-01 4.6221e-01 1.7660e-13 4.1993e-31 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 1.5251e-20 6.3472e-12 8.5341e-05 4.2890e-01 5.7101e-01 5.8713e-13 4.5970e-30 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 7.2030e-21 3.1761e-12 4.8705e-05 3.2616e-01 6.7379e-01 1.8809e-12 4.9039e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 2.9033e-21 1.3659e-12 2.4273e-05 2.2595e-01 7.7402e-01 6.8595e-12 7.1972e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 1.0459e-21 5.2538e-13 1.0873e-05 1.4432e-01 8.5567e-01 2.6842e-11 1.2945e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 3.4566e-22 1.8536e-13 4.4734e-06 8.6238e-02 9.1376e-01 1.1045e-10 2.7167e-25 4.2039e-45 0.0000e+00 0.0000e+00
1.1690e+03 1.0509e-22 6.0326e-14 1.7017e-06 4.8605e-02 9.5139e-01 4.8235e-10 6.7110e-24 8.9823e-43 0.0000e+00 0.0000e+00
1.2425e+03 3.0120e-23 1.8513e-14 6.0920e-07 2.6184e-02 9.7382e-01 2.2383e-09 1.9387e-22 2.2473e-40 0.0000e+00 0.0000e+00
1.3205e+03 8.4561e-24 5.5133e-15 2.0896e-07 1.3632e-02 9.8637e-01 1.1175e-08 6.6948e-21 7.6351e-38 0.0000e+00 0.0000e+00
1.4033e+03 2.3813e-24 1.6620e-15 7.2380e-08 7.1320e-03 9.9287e-01 5.3704e-08 2.1386e-19 2.2882e-35 0.0000e+00 0.0000e+00
1.4915e+03 6.0035e-25 4.6292e-16 2.3674e-08 3.6194e-03 9.9638e-01 2.6582e-07 7.2803e-18 7.5764e-33 0.0000e+00 0.0000e+00
1.5852e+03 1.3990e-25 1.2296e-16 7.5324e-09 1.8159e-03 9.9818e-01 1.2973e-06 2.3934e-16 2.3531e-30 0.0000e+00 0.0000e+00
1.6847e+03 3.2802e-26 3.3278e-17 2.4454e-09 9.2393e-04 9.9907e-01 6.0344e-06 7.0683e-15 6.1129e-28 1.4013e-45 0.0000e+00
1.7904e+03 7.3610e-27 8.7677e-18 7.7910e-10 4.6566e-04 9.9951e-01 2.8287e-05 2.1190e-13 1.6232e-25 2.7129e-42 0.0000e+00
