#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
1.4509e+04 1.0000e+00 5.2233e-08 1.1157e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 2.2944e-08 9.4642e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 1.2616e-08 1.5219e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 7.3254e-09 2.6867e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 5.3799e-09 8.8006e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 2.4607e-09 8.1880e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 1.8761e-09 3.0914e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 1.4203e-09 1.0777e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 1.0905e-09 3.6354e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 4.8851e-10 2.7369e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 1.3991e-10 5.5091e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 2.4899e-11 2.0742e-41 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 2.7660e-11 9.2878e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 2.4611e-11 2.8657e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 2.4099e-11 1.3579e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 4.1489e-11 3.9405e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 1.1327e-11 6.3058e-44 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 2.8210e-12 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 1.1463e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 1.1259e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 1.7636e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 9.1451e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 3.7222e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 3.0234e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 4.2777e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 2.7132e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 2.7822e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.1535e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 2.7436e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 5.5957e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 6.3081e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 2.6977e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 5.9059e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 3.1924e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 4.8810e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 1.5485e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 1.2427e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 1.1891e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 3.1378e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 5.3724e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 2.1474e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 1.4810e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 1.0563e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 1.3377e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 2.7103e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 5.1317e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 7.2628e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 7.3996e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 5.3568e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 5.4140e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 1.5660e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 3.1826e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 3.2187e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 7.2669e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 13.1935
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 6.8967e-20 2.1397e-10 1.6980e-03 9.8107e-01 1.7230e-02 3.5093e-09
8.5779e+02 5.8808e-15 3.1074e-07 5.5272e-02 9.4403e-01 6.9398e-04 8.0421e-12
8.7843e+02 2.5267e-15 1.5493e-07 3.6775e-02 9.6194e-01 1.2860e-03 3.1554e-11
9.1772e+02 1.1889e-15 8.2867e-08 2.5411e-02 9.7237e-01 2.2193e-03 1.0660e-10
9.7304e+02 5.5153e-16 4.3609e-08 1.7346e-02 9.7879e-01 3.8598e-03 3.6870e-10
1.0350e+03 2.4352e-16 2.1888e-08 1.1477e-02 9.8156e-01 6.9639e-03 1.3940e-09
1.1000e+03 1.0298e-16 1.0525e-08 7.3783e-03 9.7967e-01 1.2954e-02 5.6870e-09
1.1690e+03 4.0698e-17 4.7456e-09 4.5437e-03 9.7030e-01 2.5157e-02 2.5844e-08
1.2425e+03 1.4755e-17 1.9603e-09 2.6297e-03 9.4584e-01 5.1528e-02 1.3556e-07
1.3205e+03 5.5227e-18 8.1149e-10 1.4974e-03 8.9652e-01 1.0198e-01 6.8635e-07
1.4033e+03 1.8766e-18 3.0460e-10 7.8457e-04 8.0193e-01 1.9728e-01 3.5502e-06
1.4915e+03 5.4165e-19 9.8623e-11 3.6211e-04 6.4712e-01 3.5250e-01 1.7371e-05
1.5852e+03 1.2504e-19 2.6094e-11 1.3980e-04 4.4771e-01 5.5207e-01 7.6012e-05
1.6847e+03 2.8843e-20 6.8411e-12 5.1656e-05 2.8030e-01 7.1940e-01 2.4819e-04
1.7904e+03 6.4875e-21 1.7514e-12 1.8338e-05 1.6382e-01 8.3549e-01 6.7876e-04
1.9028e+03 1.4300e-21 4.4326e-13 6.3895e-06 9.2331e-02 9.0601e-01 1.6563e-03
2.0223e+03 3.7029e-22 1.2880e-13 2.4460e-06 5.3930e-02 9.4254e-01 3.5292e-03
2.1493e+03 1.1213e-22 4.3211e-14 1.0426e-06 3.3236e-02 9.6006e-01 6.7047e-03
2.2843e+03 4.5249e-23 1.8802e-14 5.4228e-07 2.2849e-02 9.6631e-01 1.0836e-02
2.4277e+03 2.6541e-23 1.1614e-14 3.7255e-07 1.8437e-02 9.6742e-01 1.4144e-02
2.5802e+03 2.6596e-23 1.1845e-14 3.8207e-07 1.8785e-02 9.6748e-01 1.3732e-02
2.7422e+03 5.3803e-23 2.3375e-14 6.6438e-07 2.6029e-02 9.6498e-01 8.9943e-03
2.9144e+03 2.4271e-22 9.7776e-14 2.0918e-06 5.0632e-02 9.4567e-01 3.6933e-03
3.0973e+03 2.1610e-21 7.7745e-13 1.0832e-05 1.2860e-01 8.7045e-01 9.3731e-04
3.2918e+03 1.9507e-20 6.5767e-12 5.8459e-05 3.1772e-01 6.8206e-01 1.6729e-04
3.4986e+03 1.9091e-19 5.5644e-11 2.8460e-04 6.2946e-01 3.7024e-01 1.7426e-05
3.7182e+03 7.9251e-18 1.3784e-09 2.2662e-03 9.4238e-01 5.5355e-02 1.4750e-07
3.9517e+03 8.2009e-16 6.7513e-08 2.3435e-02 9.7427e-01 2.2958e-03 1.0882e-10
4.1999e+03 1.6561e-14 9.9373e-07 1.2252e-01 8.7733e-01 1.4339e-04 2.1128e-13
4.4636e+03 1.1886e-13 5.3788e-06 3.1884e-01 6.8114e-01 1.8037e-05 2.5231e-15
4.7438e+03 8.8547e-13 2.5194e-05 6.3069e-01 3.6928e-01 1.5313e-06 2.0613e-17
5.0416e+03 8.6022e-12 1.2309e-04 9.1187e-01 8.8011e-02 2.7951e-08 1.4863e-20
5.3582e+03 9.8901e-11 6.0685e-04 9.8939e-01 9.9996e-03 1.2402e-10 1.1072e-24
5.6947e+03 1.7058e-09 3.8242e-03 9.9554e-01 6.3817e-04 1.4463e-13 8.2285e-30
6.0522e+03 3.3086e-08 2.5509e-02 9.7446e-01 3.5554e-05 1.2557e-16 3.7676e-35
6.4323e+03 5.5566e-07 1.4670e-01 8.5330e-01 1.9314e-06 1.2207e-19 2.3416e-40
6.8362e+03 5.5518e-06 5.1850e-01 4.8150e-01 7.2282e-08 8.8644e-23 1.4013e-45
7.2654e+03 2.7171e-05 8.7556e-01 1.2441e-01 1.1672e-09 2.5274e-26 0.0000e+00
7.7216e+03 9.8139e-05 9.8246e-01 1.7446e-02 7.5204e-12 1.8018e-30 0.0000e+00
8.2065e+03 3.9525e-04 9.9809e-01 1.5156e-03 1.7059e-14 1.9470e-35 0.0000e+00
8.7177e+03 2.0447e-03 9.9787e-01 8.1336e-05 1.2090e-17 2.4020e-41 0.0000e+00
9.2147e+03 1.4958e-02 9.8504e-01 2.3379e-06 1.8931e-21 0.0000e+00 0.0000e+00
9.6291e+03 1.0958e-01 8.9042e-01 4.7841e-08 1.3767e-25 0.0000e+00 0.0000e+00
9.9539e+03 4.8670e-01 5.1330e-01 6.6342e-10 7.3011e-30 0.0000e+00 0.0000e+00
1.0246e+04 8.7758e-01 1.2242e-01 4.0171e-12 1.8558e-34 0.0000e+00 0.0000e+00
1.0542e+04 9.7541e-01 2.4588e-02 3.3951e-14 1.3476e-38 0.0000e+00 0.0000e+00
1.0840e+04 9.9525e-01 4.7521e-03 3.0966e-16 1.2752e-42 0.0000e+00 0.0000e+00
1.1119e+04 9.9882e-01 1.1835e-03 6.1216e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 9.9962e-01 3.8081e-04 2.7024e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 9.9987e-01 1.2779e-04 1.5224e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 9.9995e-01 5.1459e-05 1.3738e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 9.9998e-01 2.1536e-05 1.2902e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 9.9999e-01 1.1840e-05 2.4301e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 9.9999e-01 5.3304e-06 2.4731e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 4.0115e-06 9.0515e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 2.6391e-06 2.3678e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 1.7495e-06 6.2432e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 1.1110e-06 1.3488e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 5.6599e-07 1.5992e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 2.2482e-07 9.7736e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 1.1766e-07 1.2748e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 6.4719e-08 1.9195e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 2.7773e-08 1.5270e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 1.4864e-08 2.2800e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 8.6318e-09 4.0268e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 4.4595e-09 5.0291e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 3.2410e-09 1.6659e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 2.0190e-09 3.6140e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 1.5071e-09 1.2124e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 9.5592e-10 2.4193e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 4.7405e-10 2.4088e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 1.8319e-10 1.1050e-38 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 4.9827e-11 1.3356e-40 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 2.6195e-11 7.6399e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 2.8652e-11 4.1843e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 3.2349e-11 2.9722e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 1.5676e-11 2.4102e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 6.0714e-12 9.8091e-45 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 1.2120e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 1.7323e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 1.4838e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 8.9447e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 4.3042e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 1.6455e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 2.2520e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 3.1358e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 3.2698e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 3.3969e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.2323e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 1.5872e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 4.9459e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 2.7776e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 7.6144e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 3.7262e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 2.7693e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 1.5726e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 3.1454e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 2.8935e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 1.4990e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 8.1263e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 2.7199e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 6.8133e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 8.8781e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 5.6996e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 5.4314e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 3.7954e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 3.5929e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 1.3781e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 1.6131e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 1.4408e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 9.5213e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 1.3359e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 1.0966e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 1.1651e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 3.1081e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 13.4681
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 5.5910e-20 1.8490e-10 1.5729e-03 9.7974e-01 1.8685e-02 4.1590e-09
8.5779e+02 5.0191e-15 2.8081e-07 5.2704e-02 9.4657e-01 7.2856e-04 8.8063e-12
8.7843e+02 2.2173e-15 1.4323e-07 3.5524e-02 9.6315e-01 1.3214e-03 3.2981e-11
9.1772e+02 1.0550e-15 7.7314e-08 2.4675e-02 9.7306e-01 2.2610e-03 1.0937e-10
9.7304e+02 4.9106e-16 4.0805e-08 1.6871e-02 9.7921e-01 3.9211e-03 3.7603e-10
1.0350e+03 2.1980e-16 2.0719e-08 1.1239e-02 9.8176e-01 7.0033e-03 1.3900e-09
1.1000e+03 9.7030e-17 1.0339e-08 7.3889e-03 9.7999e-01 1.2625e-02 5.2819e-09
1.1690e+03 3.8737e-17 4.7052e-09 4.5772e-03 9.7108e-01 2.4343e-02 2.3600e-08
1.2425e+03 1.4861e-17 2.0433e-09 2.7338e-03 9.4925e-01 4.8013e-02 1.1325e-07
1.3205e+03 5.7909e-18 8.7718e-10 1.5953e-03 9.0522e-01 9.3187e-02 5.4451e-07
1.4033e+03 2.0405e-18 3.4053e-10 8.5717e-04 8.1978e-01 1.7936e-01 2.7426e-06
1.4915e+03 6.2441e-19 1.1642e-10 4.1296e-04 6.7854e-01 3.2104e-01 1.3055e-05
1.5852e+03 1.5800e-19 3.3566e-11 1.7098e-04 4.9114e-01 5.0864e-01 5.5431e-05
1.6847e+03 3.9938e-20 9.5942e-12 6.7921e-05 3.2335e-01 6.7640e-01 1.7796e-04
1.7904e+03 9.7347e-21 2.6505e-12 2.5724e-05 1.9785e-01 8.0164e-01 4.8116e-04
1.9028e+03 2.3172e-21 7.2130e-13 9.5283e-06 1.1627e-01 8.8257e-01 1.1532e-03
2.0223e+03 6.5544e-22 2.2767e-13 3.9058e-06 7.0930e-02 9.2669e-01 2.3764e-03
2.1493e+03 2.2002e-22 8.4108e-14 1.8014e-06 4.5881e-02 9.4981e-01 4.3091e-03
2.2843e+03 9.7668e-23 4.0011e-14 1.0080e-06 3.2975e-02 9.6037e-01 6.6548e-03
2.4277e+03 6.1312e-23 2.6333e-14 7.2930e-07 2.7455e-02 9.6414e-01 8.4035e-03
2.5802e+03 6.5129e-23 2.8338e-14 7.8004e-07 2.8652e-02 9.6344e-01 7.9048e-03
2.7422e+03 1.3599e-22 5.7512e-14 1.3821e-06 4.0020e-02 9.5492e-01 5.0558e-03
2.9144e+03 5.9871e-22 2.3475e-13 4.2418e-06 7.6211e-02 9.2172e-01 2.0606e-03
3.0973e+03 5.0013e-21 1.7540e-12 2.0692e-05 1.8398e-01 8.1549e-01 5.0946e-04
3.2918e+03 4.1188e-20 1.3544e-11 1.0191e-04 4.1563e-01 5.8419e-01 8.2966e-05
3.4986e+03 3.8277e-19 1.0783e-10 4.5653e-04 7.3202e-01 2.6752e-01 6.8101e-06
3.7182e+03 1.5781e-17 2.5713e-09 3.3663e-03 9.6391e-01 3.2728e-02 4.3113e-08
3.9517e+03 1.5574e-15 1.1862e-07 3.3114e-02 9.6554e-01 1.3460e-03 3.2462e-11
4.1999e+03 2.5419e-14 1.4441e-06 1.5279e-01 8.4711e-01 9.4053e-05 8.3920e-14
4.4636e+03 1.7301e-13 7.3793e-06 3.7581e-01 6.2417e-01 1.1296e-05 9.6521e-16
4.7438e+03 1.1815e-12 3.1704e-05 6.8536e-01 3.1461e-01 9.0183e-07 7.5242e-18
5.0416e+03 1.1237e-11 1.4939e-04 9.3195e-01 6.7905e-02 1.4095e-08 4.3274e-21
5.3582e+03 1.3016e-10 7.3535e-04 9.9190e-01 7.3608e-03 5.7132e-11 2.7861e-25
5.6947e+03 2.2443e-09 4.6347e-03 9.9490e-01 4.6489e-04 6.4947e-14 1.9784e-30
6.0522e+03 4.2274e-08 3.0211e-02 9.6976e-01 2.6664e-05 6.1080e-17 1.0492e-35
6.4323e+03 6.7948e-07 1.6764e-01 8.3236e-01 1.4551e-06 6.1777e-20 7.0977e-41
6.8362e+03 6.1682e-06 5.4941e-01 4.5059e-01 5.4885e-08 4.8480e-23 0.0000e+00
7.2654e+03 2.8887e-05 8.8845e-01 1.1152e-01 8.4893e-10 1.3221e-26 0.0000e+00
7.7216e+03 1.0255e-04 9.8435e-01 1.5543e-02 5.4840e-12 9.5541e-31 0.0000e+00
8.2065e+03 4.1783e-04 9.9826e-01 1.3183e-03 1.1768e-14 9.3272e-36 0.0000e+00
8.7177e+03 2.1526e-03 9.9778e-01 7.1240e-05 8.4901e-18 1.1894e-41 0.0000e+00
9.2147e+03 1.5903e-02 9.8410e-01 2.0046e-06 1.2617e-21 0.0000e+00 0.0000e+00
9.6291e+03 1.1654e-01 8.8346e-01 4.0059e-08 8.7209e-26 0.0000e+00 0.0000e+00
9.9539e+03 5.0599e-01 4.9401e-01 5.3301e-10 4.3751e-30 0.0000e+00 0.0000e+00
1.0246e+04 8.7883e-01 1.2117e-01 3.7260e-12 1.5221e-34 0.0000e+00 0.0000e+00
1.0542e+04 9.7536e-01 2.4640e-02 3.2684e-14 1.1899e-38 0.0000e+00 0.0000e+00
1.0840e+04 9.9520e-01 4.7984e-03 3.0436e-16 1.1715e-42 0.0000e+00 0.0000e+00
1.1119e+04 9.9883e-01 1.1734e-03 5.7168e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 9.9963e-01 3.6750e-04 2.3437e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 9.9988e-01 1.1942e-04 1.2089e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 9.9995e-01 4.9235e-05 1.1638e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 9.9997e-01 2.5531e-05 1.9690e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 9.9999e-01 1.1580e-05 2.1864e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 9.9999e-01 7.0652e-06 5.1357e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 4.5680e-06 1.2378e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 3.1378e-06 3.6471e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 1.7052e-06 5.5649e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 9.7769e-07 9.0743e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 5.2665e-07 1.2545e-27 0.0000e+00 0.0000e+00 0.0000e+00
