#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
1.9085e+04 4.8103e-06 9.9995e-01 4.7862e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 4.8260e-06 9.9998e-01 1.7078e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 2.3056e-06 9.9998e-01 1.8373e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.2445e-06 9.9998e-01 2.0752e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 6.6089e-07 9.9997e-01 2.9825e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 5.1588e-07 9.9997e-01 2.5959e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 6.1845e-07 9.9999e-01 9.5305e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 4.6704e-07 9.9999e-01 7.9118e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 5.4223e-07 1.0000e+00 3.0558e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.4286e-06 1.0000e+00 3.0508e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.1058e-06 1.0000e+00 3.5535e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 6.5174e-07 1.0000e+00 6.4866e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 5.2415e-07 1.0000e+00 6.1955e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.1136e-06 1.0000e+00 9.0403e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.5041e-06 1.0000e+00 3.2590e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.2816e-06 1.0000e+00 2.9987e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 5.1824e-07 1.0000e+00 1.2001e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 4.1596e-07 1.0000e+00 1.2566e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.9038e-07 1.0000e+00 9.7556e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.5449e-07 1.0000e+00 1.5365e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.7288e-07 1.0000e+00 2.2297e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 8.6702e-08 1.0000e+00 5.7882e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.4018e-08 9.9999e-01 1.3837e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0471e-07 1.0000e+00 1.9373e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0269e-07 1.0000e+00 1.3976e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.3231e-07 1.0000e+00 5.9714e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.2084e-07 1.0000e+00 4.9592e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.1569e-07 1.0000e+00 3.7707e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 2.2088e-07 1.0000e+00 7.5316e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 6.1133e-08 1.0000e+00 6.3635e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0077e-07 1.0000e+00 1.7242e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.3201e-07 1.0000e+00 7.2990e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0937e-07 1.0000e+00 7.5767e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 6.1052e-08 1.0000e+00 1.7085e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 6.9212e-08 1.0000e+00 9.9735e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 9.7490e-08 1.0000e+00 3.8918e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 8.6180e-08 1.0000e+00 3.8437e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 8.2324e-08 1.0000e+00 3.3568e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.2883e-07 1.0000e+00 1.2636e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.2335e-07 1.0000e+00 1.3145e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.8530e-07 1.0000e+00 5.6720e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.9887e-07 1.0000e+00 4.8858e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 2.0974e-07 1.0000e+00 4.3494e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 9.1331e-08 1.0000e+00 9.7199e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 11.1891
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
4.2577e+02 3.0108e-21 1.3354e-10 1.6570e-01 8.3414e-01 1.6360e-04 3.9181e-13 1.4473e-27 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 6.6658e-17 4.1639e-08 8.1759e-01 1.8240e-01 2.3852e-06 5.8512e-16 3.8893e-31 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 4.9635e-17 3.3065e-08 7.2366e-01 2.7633e-01 7.3254e-06 4.3535e-15 8.8475e-30 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 3.5816e-17 2.5316e-08 6.1169e-01 3.8829e-01 2.0101e-05 2.7640e-14 1.6211e-28 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 2.3272e-17 1.7548e-08 4.7155e-01 5.2839e-01 5.7871e-05 2.0377e-13 3.9220e-27 1.4013e-45 0.0000e+00 0.0000e+00
1.0350e+03 1.3210e-17 1.0661e-08 3.2022e-01 6.7961e-01 1.7321e-04 1.7637e-12 1.3007e-25 1.3032e-43 0.0000e+00 0.0000e+00
1.1000e+03 6.5438e-18 5.6626e-09 1.9029e-01 8.0919e-01 5.1815e-04 1.6838e-11 5.3955e-24 3.0379e-41 0.0000e+00 0.0000e+00
1.1690e+03 2.9437e-18 2.7347e-09 1.0252e-01 8.9599e-01 1.4932e-03 1.6214e-10 2.3934e-22 8.1099e-39 0.0000e+00 0.0000e+00
1.2425e+03 1.2175e-18 1.2144e-09 5.0549e-02 9.4512e-01 4.3338e-03 1.6907e-09 1.2617e-20 2.8770e-36 0.0000e+00 0.0000e+00
1.3205e+03 4.9313e-19 5.2154e-10 2.3653e-02 9.6380e-01 1.2545e-02 1.8396e-08 7.3779e-19 1.2226e-33 0.0000e+00 0.0000e+00
1.4033e+03 1.8825e-19 2.1354e-10 1.0580e-02 9.5357e-01 3.5852e-02 2.0178e-07 4.4533e-17 5.5156e-31 0.0000e+00 0.0000e+00
1.4915e+03 6.3993e-20 8.0129e-11 4.4217e-03 8.9679e-01 9.8784e-02 2.1592e-06 2.6405e-15 2.4574e-28 8.4078e-45 0.0000e+00
1.5852e+03 1.8584e-20 2.6437e-11 1.6572e-03 7.5645e-01 2.4188e-01 2.0158e-05 1.3232e-13 8.8836e-26 2.8889e-41 0.0000e+00
1.6847e+03 4.3532e-21 7.1333e-12 5.1066e-04 5.2139e-01 4.7795e-01 1.4912e-04 5.1131e-12 2.3970e-23 7.2380e-38 0.0000e+00
1.7904e+03 7.8599e-22 1.5022e-12 1.2340e-04 2.7893e-01 7.2012e-01 8.2048e-04 1.4184e-10 4.4521e-21 1.1841e-34 0.0000e+00
1.9028e+03 1.1568e-22 2.6090e-13 2.4714e-05 1.2238e-01 8.7405e-01 3.5473e-03 2.9852e-09 6.0178e-19 1.3375e-31 0.0000e+00
2.0223e+03 1.7925e-23 4.6508e-14 4.9249e-06 5.0589e-02 9.3684e-01 1.2569e-02 4.7124e-08 5.5295e-17 9.1791e-29 0.0000e+00
2.1493e+03 3.3433e-24 9.7754e-15 1.1315e-06 2.2026e-02 9.4177e-01 3.6199e-02 5.0628e-07 2.8129e-15 2.7507e-26 4.6243e-43
2.2843e+03 8.5391e-25 2.7412e-15 3.3890e-07 1.0944e-02 9.0849e-01 8.0567e-02 3.2078e-06 6.1439e-14 2.4605e-24 2.5412e-40
2.4277e+03 3.2605e-25 1.1273e-15 1.4727e-07 6.6757e-03 8.6078e-01 1.3254e-01 1.0488e-05 4.5185e-13 4.5439e-23 1.5289e-38
2.5802e+03 2.0877e-25 7.5716e-16 1.0301e-07 5.3952e-03 8.3416e-01 1.6042e-01 1.6659e-05 9.8566e-13 1.4169e-22 7.4961e-38
2.7422e+03 2.5425e-25 9.3912e-16 1.3115e-07 6.2914e-03 8.5537e-01 1.3832e-01 1.1440e-05 5.1289e-13 5.3461e-23 1.8472e-38
2.9144e+03 7.5056e-25 2.7087e-15 3.8019e-07 1.1969e-02 9.1728e-01 7.0748e-02 2.2782e-06 3.3026e-14 9.4338e-25 6.0425e-41
3.0973e+03 6.2204e-24 2.0871e-14 2.8555e-06 3.8559e-02 9.4456e-01 1.6877e-02 8.4981e-08 1.3492e-16 3.0515e-28 1.4013e-45
3.2918e+03 8.8894e-23 2.7750e-13 3.7044e-05 1.6004e-01 8.3786e-01 2.0638e-03 8.3490e-10 6.5776e-20 4.6951e-33 0.0000e+00
3.4986e+03 1.0828e-21 2.9426e-12 3.5072e-04 4.7315e-01 5.2632e-01 1.8182e-04 6.1579e-12 2.5806e-23 6.3189e-38 0.0000e+00
3.7182e+03 1.8328e-20 3.4928e-11 2.9325e-03 8.6195e-01 1.3512e-01 4.1219e-06 6.8649e-15 8.5194e-28 3.7835e-44 0.0000e+00
3.9517e+03 8.8816e-19 1.1147e-09 5.7415e-02 9.3929e-01 3.3000e-03 8.5680e-10 3.5540e-21 3.8730e-37 0.0000e+00 0.0000e+00
4.1999e+03 1.0322e-17 1.3266e-08 5.6285e-01 4.3713e-01 2.4018e-05 3.0180e-14 1.3309e-28 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.6411e-17 2.2771e-08 8.7481e-01 1.2519e-01 6.7460e-07 4.2832e-17 4.0014e-33 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 2.6569e-17 3.3416e-08 9.7344e-01 2.6558e-02 1.5711e-08 6.1367e-20 1.6395e-37 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 4.8387e-17 5.1420e-08 9.9653e-01 3.4718e-03 1.3488e-10 1.7243e-23 5.9555e-43 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 9.3381e-17 8.3596e-08 9.9970e-01 3.0421e-04 4.6706e-13 1.0299e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.9894e-16 1.5108e-07 9.9999e-01 1.3977e-05 3.5688e-16 4.5341e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 4.3949e-16 2.8989e-07 1.0000e+00 4.2944e-07 1.0550e-19 3.8491e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.0783e-15 5.9054e-07 1.0000e+00 1.2270e-08 2.6726e-23 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 2.8178e-15 1.2323e-06 1.0000e+00 3.7639e-10 8.0948e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 7.3650e-15 2.5448e-06 1.0000e+00 1.2840e-11 3.1488e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 2.1451e-14 5.6812e-06 9.9999e-01 3.0013e-13 5.0714e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 6.6548e-14 1.3413e-05 9.9999e-01 4.7272e-15 3.2172e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 2.9509e-13 4.0466e-05 9.9996e-01 2.4422e-17 1.5274e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.9085e-12 1.5194e-04 9.9985e-01 6.0637e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.3394e-11 6.0474e-04 9.9940e-01 9.6381e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 8.0032e-11 2.2152e-03 9.9778e-01 1.4584e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 5.2636e-10 8.4143e-03 9.9159e-01 2.1205e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 3.6011e-09 3.2229e-02 9.6777e-01 2.8050e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.9118e-08 1.0193e-01 8.9807e-01 6.5524e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 7.7111e-08 2.5432e-01 7.4568e-01 2.7425e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 2.4142e-07 4.8131e-01 5.1869e-01 2.4007e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 6.1372e-07 7.0133e-01 2.9867e-01 4.3651e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.1989e-06 8.4246e-01 1.5754e-01 1.0228e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.9142e-06 9.1559e-01 8.4413e-02 3.0128e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 2.6426e-06 9.5093e-01 4.9065e-02 1.2612e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 3.2489e-06 9.6891e-01 3.1082e-02 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 3.3336e-06 9.7704e-01 2.2959e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 3.2047e-06 9.8021e-01 1.9790e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 3.6908e-06 9.8800e-01 1.1998e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 4.1651e-06 9.9319e-01 6.8057e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 4.2123e-06 9.9522e-01 4.7738e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 4.3646e-06 9.9672e-01 3.2738e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 5.1595e-06 9.9825e-01 1.7474e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 5.1692e-06 9.9871e-01 1.2842e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 5.5629e-06 9.9913e-01 8.6664e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 6.2252e-06 9.9943e-01 5.5885e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 6.1043e-06 9.9956e-01 4.3234e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 5.6239e-06 9.9963e-01 3.6478e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 5.8822e-06 9.9974e-01 2.5393e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 5.5253e-06 9.9978e-01 2.1657e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.3021e-06 9.9983e-01 1.6482e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 4.2006e-06 9.9983e-01 1.6557e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 4.2530e-06 9.9989e-01 1.0171e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 4.6406e-06 9.9995e-01 4.8519e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 4.1997e-06 9.9997e-01 2.1097e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 2.6534e-06 9.9998e-01 1.3243e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.1751e-06 9.9998e-01 2.1954e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 6.1691e-07 9.9997e-01 3.2384e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 3.9657e-07 9.9996e-01 4.2431e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 5.3133e-07 9.9999e-01 1.2152e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 5.2729e-07 9.9999e-01 5.8970e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 6.8303e-07 1.0000e+00 1.8503e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.8257e-06 1.0000e+00 1.7844e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 2.6366e-06 1.0000e+00 6.0785e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.1035e-06 1.0000e+00 2.2115e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.5120e-06 1.0000e+00 7.4545e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 5.9551e-07 1.0000e+00 2.8893e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 3.1327e-07 1.0000e+00 6.5357e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 2.0358e-07 1.0000e+00 1.0076e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 3.9422e-07 1.0000e+00 1.9261e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 6.4494e-07 1.0000e+00 5.0621e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.6358e-07 1.0000e+00 1.0585e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.3505e-07 1.0000e+00 1.6930e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.1598e-07 1.0000e+00 1.3747e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.7013e-07 1.0000e+00 1.5044e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 5.6375e-08 1.0000e+00 8.6444e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 8.5797e-08 1.0000e+00 2.6827e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 9.1722e-08 1.0000e+00 1.6410e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 5.0354e-08 1.0000e+00 3.5955e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 7.3997e-08 1.0000e+00 1.2022e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 6.6940e-08 1.0000e+00 1.0195e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.1690e-07 1.0000e+00 2.4514e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0805e-07 1.0000e+00 2.0119e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
