#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.31352774879 1.34086478482 1.36877075709 1.39725750625 1.4263371194 1.45602193516 1.48632454897 1.51725781839 1.54883486857 1.58106909784 1.61397418335 1.6475640869 1.68185306088 1.71685565429 1.75258671891 1.78906141564 1.82629522088 1.86430393314 1.90310367972 1.94271092358 1.98314247027 2.02441547513 2.06654745052 2.10955627325 2.15346019222 2.19827783609 2.24402822123 2.29073075979 2.3384052679 2.38707197411 2.43675152798 2.48746500882 2.53923393462 2.59208027122 2.64602644162 2.70109533547 2.7573103188 2.81469524393 2.87327445961 2.9330728213 2.99411570179 3.0564290019 3.1200391615 3.18497317073 3.25125858145 3.31892351891 3.38799669372 3.458507414 3.53048559784 3.60396178597 3.67896715474 3.75553352933 3.83369339728 3.91347992225 3.99492695808 4.07806906321 4.16294151528 4.24958032614 4.33802225711 4.42830483457 4.52046636593 4.61454595581 4.71058352271 4.80861981588 4.90869643266 5.01085583611 5.11514137302 5.2215972923 5.33026876379 5.44120189738 5.55444376261 5.67004240861 5.78804688453 5.90850726031 6.03147464794 6.15700122315 6.28514024756 6.41594609124 6.54947425584 6.68578139809 6.82492535384 6.96696516263 7.11196109274 7.25997466672 7.41106868754 7.56530726521 7.72275584402 7.88348123025 8.04755162055 8.21503663089 8.38600732606 8.56053624988 8.73869745591 8.92056653893 9.10622066697 9.2957386141 9.48920079382 9.68668929318 9.88828790763 10.0940821766 10.3041594196 10.5186087737 10.7375212308 10.9609896768 11.1891089304 11.421975784 11.6596890442 11.902349574 12.1500603357 12.4029264342 12.661055162 12.9245560446 13.1935408868 13.4681238204 13.7484213523 14.0345524144 14.3266384136 14.6248032836 14.9291735374 15.2398783209 15.5570494679 15.8808215559 16.211331963 16.5487209267 16.8931316029 17.244710127 17.6036056756 17.9699705301 18.3439601411 18.7257331944 19.1154516784 19.5132809528 19.9193898187 20.3339505904 20.7571391682 21.1891351133 21.630121724 22.0802861133 22.5398192884 23.0089162317 23.4877759837 23.9766017271 24.4756008733 24.9849851505 25.5049706931 26.0357781339 26.5776326973 27.1307642952 27.6954076244 28.271802266 28.8601927875 29.4608288462 30.0739652952 30.6998622917 31.3387854071 31.9910057402 32.6568000314 33.3364507809 34.0302463683 34.7384811748 35.4614557083 36.1994767308 36.9528573888 37.7219173456 38.5069829176 39.3083872125 40.1264702705 40.9615792085 41.8140683681 42.6842994648 43.5726417426 44.4794721299 45.4051753997 46.3501443331 47.3147798855 48.299491357 49.3046965661 50.3308220268 51.3783031297 52.4475843269 53.53911932 54.6533712535 55.7908129104 56.9519269135 58.1372059297 59.3471528795 60.5822811498 61.8431148124 63.1301888459 64.4440493627 65.7852538411 67.1543713615 68.5519828478 69.9786813143 71.4350721169 72.9217732101 74.4394154093 75.9886426585 77.5701123031 79.1844953693
#
#TIME: 1.31352774879
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] v0 v1 v2 v3 v4 v5 v6 v7 v8 v9
2.2528e+04 1.7188e+03 4.9024e+05 9.9810e-01 1.8978e-03 6.8769e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.4307e+03 4.0360e+04 9.9999e-01 1.4113e-05 8.5379e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.8724e+03 1.8847e+04 9.9987e-01 1.3018e-04 3.8325e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.7873e+03 6.1198e+03 9.9955e-01 4.4569e-04 5.0715e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.7307e+03 1.5812e+03 9.9996e-01 3.8917e-05 5.1288e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.8162e+03 5.3979e+02 9.9999e-01 9.1422e-06 1.5820e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.5536e+03 1.5264e+03 9.7494e-01 2.5058e-02 3.3969e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.6877e+03 3.0623e+02 9.9997e-01 2.5751e-05 2.1457e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.4448e+03 3.8763e+02 9.9753e-01 2.4746e-03 4.7788e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.4116e+03 2.3125e+02 9.9768e-01 2.3250e-03 2.1805e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.5481e+03 1.4035e+02 9.9771e-01 2.2866e-03 1.1712e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.9424e+03 3.1499e+04 1.4813e-06 1.0000e+00 2.0049e-07 3.8653e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.8416e+03 1.5093e+02 2.1153e-01 7.8847e-01 3.1649e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.5010e+03 3.3183e+01 9.9879e-01 1.2126e-03 3.0726e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.4416e+03 5.6638e+01 4.3259e-01 5.6741e-01 8.0972e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.4189e+03 2.5841e+01 9.8745e-01 1.2555e-02 3.6545e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.5474e+03 3.9607e+00 1.0000e+00 2.2310e-06 6.6660e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.2963e+03 3.8384e+00 9.9999e-01 1.3391e-05 1.8148e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.3447e+03 2.7556e+00 9.9998e-01 2.4655e-05 8.4725e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.4660e+03 6.2481e+00 9.4433e-01 5.5669e-02 8.5589e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.4668e+03 8.8637e-01 1.0000e+00 2.2949e-06 1.3032e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.3308e+03 8.3994e-01 9.9998e-01 2.4837e-05 2.2165e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.4838e+03 1.9999e+00 8.1076e-01 1.8924e-01 1.5092e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.5072e+03 2.4079e+00 4.4784e-02 9.5522e-01 1.4585e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.4420e+03 2.6970e-01 9.9996e-01 4.4303e-05 3.7183e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.3887e+03 1.9901e-01 9.9987e-01 1.3008e-04 7.7933e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.2765e+03 9.8029e-02 1.0000e+00 2.7085e-06 1.7376e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.2069e+03 2.3830e-02 1.0000e+00 7.7280e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.1593e+03 1.2654e-02 1.0000e+00 3.6112e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.1848e+03 1.0912e-02 1.0000e+00 5.4576e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.1933e+03 1.0496e-02 1.0000e+00 1.0610e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.1558e+03 4.9052e-03 1.0000e+00 3.2518e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.1132e+03 3.2308e-03 1.0000e+00 2.2389e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.1874e+03 2.2378e-03 1.0000e+00 1.6407e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.1491e+03 1.7922e-03 1.0000e+00 1.6169e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.1442e+03 1.1507e-03 1.0000e+00 6.4662e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.1367e+03 1.3523e-03 1.0000e+00 1.1269e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.1280e+03 1.2576e-03 1.0000e+00 1.0125e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.1253e+03 9.7263e-04 1.0000e+00 5.0726e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.1253e+03 9.8965e-04 1.0000e+00 5.4846e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.1656e+03 2.6653e-03 1.0000e+00 2.6866e-06 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.99411570179
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] v0 v1 v2 v3 v4 v5 v6 v7 v8 v9
4.2577e+02 3.3577e+04 9.5226e+10 8.9342e-31 5.8516e-21 1.8338e-12 9.9631e-06 5.5313e-02 9.4468e-01 1.5044e-07 6.2668e-18 3.7945e-32 0.0000e+00
8.5779e+02 3.6493e+04 7.8746e+12 1.4183e-23 1.6486e-15 9.4618e-09 1.4842e-03 4.1387e-01 5.8464e-01 4.5550e-08 1.7678e-18 1.9056e-32 0.0000e+00
8.7843e+02 4.0608e+04 8.8169e+12 1.4156e-25 2.3295e-17 1.9408e-10 7.0077e-05 8.5724e-02 9.1420e-01 3.8813e-06 1.6714e-14 4.1065e-26 1.8273e-42
9.1772e+02 4.2384e+04 9.1130e+12 2.3287e-26 4.4080e-18 4.2689e-11 2.0737e-05 4.3374e-02 9.5659e-01 1.6992e-05 3.9380e-13 6.7291e-24 2.8451e-39
9.7304e+02 4.2819e+04 9.1624e+12 1.5083e-26 2.9579e-18 2.9760e-11 1.5510e-05 3.6822e-02 9.6314e-01 2.3891e-05 8.1952e-13 2.1996e-23 1.5698e-38
1.0350e+03 4.2861e+04 9.1700e+12 1.4397e-26 2.8337e-18 2.8624e-11 1.5029e-05 3.6173e-02 9.6379e-01 2.4793e-05 8.8761e-13 2.5027e-23 1.8913e-38
1.1000e+03 4.2949e+04 9.1760e+12 1.2987e-26 2.5786e-18 2.6294e-11 1.4039e-05 3.4810e-02 9.6515e-01 2.6826e-05 1.0517e-12 3.2919e-23 2.8076e-38
1.1690e+03 4.3227e+04 9.1897e+12 9.6841e-27 1.9719e-18 2.0661e-11 1.1568e-05 3.1210e-02 9.6874e-01 3.3521e-05 1.6990e-12 7.1462e-23 8.5817e-38
1.2425e+03 4.4149e+04 9.3595e+12 3.8210e-27 8.3674e-19 9.4966e-12 6.1555e-06 2.1806e-02 9.7812e-01 7.0034e-05 8.3438e-12 9.4008e-22 3.5397e-36
1.3205e+03 4.6270e+04 9.9500e+12 5.6786e-28 1.4286e-19 1.8989e-12 1.6415e-06 1.0224e-02 9.8944e-01 3.3071e-04 2.4165e-10 2.2111e-19 9.4668e-33
1.4033e+03 4.9170e+04 1.0829e+13 5.5965e-29 1.6665e-20 2.7105e-13 3.2722e-07 4.0398e-03 9.9378e-01 2.1781e-03 1.4555e-08 1.7194e-16 1.4308e-28
1.4915e+03 5.1994e+04 1.1766e+13 7.5437e-30 2.5978e-21 5.0852e-14 8.0721e-08 1.7952e-03 9.8714e-01 1.1066e-02 5.0451e-07 5.4951e-14 6.0049e-25
1.5852e+03 5.4509e+04 1.2446e+13 1.3755e-30 5.4087e-22 1.2592e-14 2.5051e-08 9.0374e-04 9.5872e-01 4.0367e-02 8.6994e-06 5.7098e-12 4.9838e-22
1.6847e+03 5.7222e+04 1.2917e+13 2.1922e-31 1.0032e-22 2.8515e-15 7.1755e-09 4.2200e-04 8.6473e-01 1.3472e-01 1.3422e-04 5.1638e-10 3.4695e-19
1.7904e+03 6.0209e+04 1.3100e+13 2.3876e-32 1.3109e-23 4.7335e-16 1.5459e-09 1.5250e-04 6.2351e-01 3.7453e-01 1.8005e-03 4.2539e-08 2.3079e-16
1.9028e+03 6.3304e+04 1.3023e+13 1.8419e-33 1.2268e-24 5.7140e-17 2.4290e-10 3.9443e-05 3.1282e-01 6.7289e-01 1.4254e-02 1.8598e-06 7.1719e-14
2.0223e+03 6.6840e+04 1.3273e+13 9.9047e-35 7.8917e-26 4.7223e-18 2.5826e-11 6.8179e-06 1.0454e-01 8.1750e-01 7.7897e-02 5.7777e-05 1.6391e-11
2.1493e+03 7.0621e+04 1.3678e+13 4.3721e-36 4.1130e-27 3.1364e-19 2.1805e-12 9.0527e-07 2.5932e-02 6.9475e-01 2.7823e-01 1.0887e-03 2.0830e-09
2.2843e+03 7.4664e+04 1.4102e+13 1.3912e-37 1.5396e-28 1.4956e-20 1.3220e-13 8.4215e-08 4.3915e-03 3.8153e-01 6.0249e-01 1.1583e-02 1.3736e-07
2.4277e+03 7.8236e+04 1.4268e+13 5.5897e-39 7.1585e-30 8.6128e-22 9.4432e-15 8.5489e-09 7.2964e-04 1.6379e-01 7.8131e-01 5.4172e-02 2.7821e-06
2.5802e+03 8.0923e+04 1.4191e+13 4.5074e-40 6.4920e-31 9.2296e-23 1.2003e-15 1.4055e-09 1.7169e-04 7.5582e-02 7.8872e-01 1.3551e-01 1.9562e-05
2.7422e+03 8.1910e+04 1.3684e+13 1.4028e-40 2.1803e-31 3.4048e-23 4.8735e-16 6.4641e-10 9.2722e-05 5.3500e-02 7.6042e-01 1.8594e-01 3.9925e-05
2.9144e+03 8.0885e+04 1.2734e+13 2.2092e-40 3.5378e-31 5.5864e-23 8.0684e-16 1.0475e-09 1.4155e-04 6.8500e-02 7.8399e-01 1.4735e-01 2.3210e-05
3.0973e+03 7.7033e+04 1.1254e+13 3.3858e-39 5.2171e-30 7.3823e-22 9.5106e-15 9.6874e-09 8.8756e-04 1.8411e-01 7.7077e-01 4.4234e-02 1.7708e-06
3.2918e+03 6.9853e+04 8.7961e+12 5.5451e-37 7.7989e-28 8.7526e-20 8.9607e-13 5.2585e-07 2.0567e-02 6.6730e-01 3.1078e-01 1.3517e-03 2.7387e-09
3.4986e+03 6.2418e+04 7.3588e+12 1.5309e-34 1.7110e-25 1.3134e-17 9.1860e-11 2.2987e-05 2.6817e-01 7.1413e-01 1.7668e-02 2.5263e-06 9.9469e-14
3.7182e+03 5.6980e+04 7.7577e+12 1.9019e-32 1.4253e-23 6.6046e-16 2.7027e-09 2.5284e-04 8.1207e-01 1.8741e-01 2.7131e-04 1.4856e-09 1.3876e-18
3.9517e+03 5.0843e+04 7.3394e+12 1.8696e-30 9.4161e-22 2.6498e-14 5.8554e-08 1.5979e-03 9.8942e-01 8.9834e-03 2.9585e-07 2.0645e-14 1.2562e-25
4.1999e+03 4.1450e+04 4.1507e+12 1.5122e-27 5.6735e-19 1.0821e-11 9.5138e-06 3.1260e-02 9.6871e-01 1.5980e-05 2.9668e-13 3.4929e-24 8.4737e-40
4.4636e+03 3.5678e+04 2.8595e+12 5.5816e-25 1.5650e-16 2.1476e-09 6.9305e-04 3.2915e-01 6.7015e-01 4.1349e-08 1.0234e-18 5.6563e-33 0.0000e+00
4.7438e+03 3.2794e+04 2.5855e+12 1.9077e-23 4.0566e-15 4.0653e-08 6.0034e-03 7.5119e-01 2.4280e-01 3.9559e-10 1.3482e-22 5.3372e-39 0.0000e+00
5.0416e+03 3.1492e+04 2.4659e+12 8.7264e-23 1.6257e-14 1.3885e-07 1.3723e-02 8.7503e-01 1.1125e-01 2.8826e-11 1.1236e-24 3.6574e-42 0.0000e+00
5.3582e+03 3.0974e+04 2.3379e+12 1.3670e-22 2.5014e-14 2.0712e-07 1.7971e-02 9.0103e-01 8.1002e-02 1.0260e-11 1.7088e-25 2.0739e-43 0.0000e+00
5.6947e+03 3.0571e+04 2.1885e+12 1.7956e-22 3.3125e-14 2.7329e-07 2.1768e-02 9.1506e-01 6.3174e-02 4.5305e-12 3.8230e-26 2.1019e-44 0.0000e+00
6.0522e+03 3.0072e+04 2.0628e+12 2.8002e-22 5.0939e-14 4.0774e-07 2.8360e-02 9.2718e-01 4.4463e-02 1.4980e-12 5.1488e-27 1.4013e-45 0.0000e+00
6.4323e+03 2.9254e+04 1.9041e+12 6.4006e-22 1.1160e-13 8.2996e-07 4.4774e-02 9.3181e-01 2.3420e-02 2.1152e-13 1.5260e-28 0.0000e+00 0.0000e+00
6.8362e+03 2.8143e+04 1.7249e+12 2.2289e-21 3.6065e-13 2.3602e-06 8.5962e-02 9.0539e-01 8.6417e-03 1.1065e-14 7.8974e-31 0.0000e+00 0.0000e+00
7.2654e+03 2.6929e+04 1.5806e+12 1.0028e-20 1.4581e-12 7.9653e-06 1.7771e-01 8.1984e-01 2.4420e-03 3.0709e-16 1.4109e-33 0.0000e+00 0.0000e+00
7.7216e+03 2.5530e+04 1.4341e+12 5.9530e-20 7.5654e-12 3.2337e-05 3.8318e-01 6.1637e-01 4.1598e-04 2.7482e-18 3.8879e-37 0.0000e+00 0.0000e+00
8.2065e+03 2.3672e+04 1.2217e+12 5.0929e-19 5.4875e-11 1.6261e-04 7.5005e-01 2.4976e-01 1.8095e-05 1.4058e-21 1.0426e-42 0.0000e+00 0.0000e+00
8.7177e+03 2.1061e+04 9.1922e+11 7.7338e-18 6.7186e-10 1.0511e-03 9.7654e-01 2.2411e-02 3.6017e-08 1.4019e-27 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.7969e+04 7.4541e+11 6.6854e-16 3.6160e-08 1.6008e-02 9.8371e-01 2.8471e-04 9.7616e-13 2.2045e-37 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.4861e+04 5.1269e+11 1.5274e-13 5.0162e-06 3.9897e-01 6.0103e-01 4.2058e-07 2.8558e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.2378e+04 4.1355e+11 7.7674e-12 1.1536e-04 9.8412e-01 1.5765e-02 7.7869e-12 1.9866e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.0568e+04 3.1379e+11 1.5619e-10 1.0549e-03 9.9878e-01 1.6994e-04 5.6377e-17 4.9010e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 9.2845e+03 2.5943e+11 3.5672e-09 9.7636e-03 9.9023e-01 1.7848e-06 4.1201e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 8.0711e+03 2.1487e+11 1.6245e-07 1.3491e-01 8.6509e-01 5.7944e-09 1.7747e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 7.0765e+03 1.6008e+11 3.3371e-06 7.6087e-01 2.3912e-01 3.1999e-12 4.5630e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 6.4831e+03 1.1288e+11 9.5054e-06 9.6114e-01 3.8853e-02 6.5026e-15 7.5222e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 6.0768e+03 1.0636e+11 2.2888e-05 9.9336e-01 6.6130e-03 2.9711e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 5.7144e+03 1.0963e+11 5.7347e-05 9.9889e-01 1.0509e-03 1.2713e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 5.4005e+03 1.0623e+11 1.3971e-04 9.9970e-01 1.6335e-04 4.8252e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 5.0856e+03 9.4439e+10 3.6025e-04 9.9962e-01 2.0543e-05 8.9472e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 4.7196e+03 7.4097e+10 1.2623e-03 9.9874e-01 1.1957e-06 1.4755e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 4.3177e+03 4.0806e+10 4.7976e-03 9.9520e-01 3.9661e-08 3.2147e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 3.8994e+03 1.9818e+10 1.9402e-02 9.8060e-01 9.6203e-10 2.4730e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 3.4697e+03 7.6283e+09 9.7993e-02 9.0201e-01 9.0628e-12 9.8091e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 3.0863e+03 2.0117e+09 3.2476e-01 6.7524e-01 7.0355e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 2.8260e+03 7.1956e+08 6.6181e-01 3.3819e-01 5.9635e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 2.6670e+03 3.4679e+08 8.8550e-01 1.1450e-01 4.9789e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 2.4912e+03 1.7886e+08 9.5408e-01 4.5917e-02 1.1871e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 2.4322e+03 7.7295e+07 9.8503e-01 1.4972e-02 1.3259e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.3100e+03 4.6815e+07 9.9167e-01 8.3282e-03 1.1977e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 2.2227e+03 3.3668e+07 9.9461e-01 5.3939e-03 2.1212e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 2.2177e+03 2.5752e+07 9.9609e-01 3.9135e-03 5.7497e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 2.1455e+03 1.8540e+07 9.9822e-01 1.7842e-03 3.4039e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 2.1738e+03 1.7254e+07 9.9910e-01 8.9772e-04 3.6631e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 2.0959e+03 2.0729e+07 9.9901e-01 9.9185e-04 6.1508e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 2.0073e+03 2.4477e+07 9.9858e-01 1.4155e-03 2.2551e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 2.0728e+03 2.0242e+07 9.9946e-01 5.4070e-04 8.9813e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.9790e+03 2.6154e+07 9.8934e-01 1.0660e-02 1.3548e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.9512e+03 1.3355e+07 9.9948e-01 5.2394e-04 5.0944e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.0301e+03 2.5320e+06 9.9997e-01 3.4375e-05 1.5386e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.8544e+03 1.4136e+06 9.9978e-01 2.2027e-04 2.6773e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.2467e+03 2.0339e+05 9.9997e-01 2.7439e-05 4.3356e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.8527e+03 2.6404e+05 4.4590e-02 9.5541e-01 6.8914e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.6931e+03 2.8620e+04 9.9089e-01 9.1128e-03 3.8216e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.6045e+03 8.1592e+03 9.9589e-01 4.1122e-03 7.5346e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
