#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
1.6356e+04 1.3237e-05 9.9999e-01 1.8389e-13 1.8977e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.2394e-05 9.9999e-01 1.1904e-13 5.4697e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0919e-05 9.9999e-01 9.2831e-14 2.5122e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0487e-05 9.9999e-01 4.6967e-14 3.7499e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.1409e-05 9.9999e-01 1.3204e-14 1.2191e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 9.8921e-06 9.9999e-01 7.0853e-15 1.9618e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0887e-05 9.9999e-01 1.4174e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 7.4471e-06 9.9999e-01 4.4152e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 4.4771e-06 1.0000e+00 9.8889e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.0366e-06 1.0000e+00 1.0366e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 9.9151e-07 1.0000e+00 1.4996e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 7.2017e-07 1.0000e+00 1.0379e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 8.7277e-07 1.0000e+00 1.1516e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 7.8723e-07 1.0000e+00 2.9136e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0968e-06 1.0000e+00 2.2545e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 3.7242e-06 1.0000e+00 1.8166e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.2058e-06 1.0000e+00 2.8716e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 3.7084e-06 1.0000e+00 3.1472e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 2.3447e-06 1.0000e+00 4.6865e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 9.6387e-07 1.0000e+00 2.6771e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.1756e-06 1.0000e+00 5.5076e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 4.8239e-07 1.0000e+00 3.5747e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 7.2315e-07 1.0000e+00 4.2387e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 5.7982e-07 1.0000e+00 3.5540e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 4.5092e-07 1.0000e+00 3.3017e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.0147e-07 1.0000e+00 1.7090e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.2168e-07 1.0000e+00 5.4758e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.8947e-07 1.0000e+00 3.8420e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0811e-07 1.0000e+00 9.3809e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 8.4209e-08 1.0000e+00 8.7836e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0594e-07 1.0000e+00 1.8921e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.2253e-07 1.0000e+00 5.2913e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.2867e-07 1.0000e+00 2.0083e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 8.1564e-08 1.0000e+00 3.6280e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 8.1484e-08 1.0000e+00 1.6296e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 9.5377e-08 1.0000e+00 4.5455e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.1041e-07 1.0000e+00 1.3214e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 8.4229e-08 1.0000e+00 1.4254e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.1233e-07 1.0000e+00 2.7804e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 8.8184e-08 1.0000e+00 2.8879e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 4.9811e-08 1.0000e+00 8.5968e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 8.3975e-08 1.0000e+00 9.1481e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 4.1332e-08 1.0000e+00 4.6236e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 8.3793e-08 1.0000e+00 3.1265e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 9.2219e-08 1.0000e+00 1.8518e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.9069e-07 1.0000e+00 1.6801e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 3.3046e-07 1.0000e+00 2.6130e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 4.0336e-07 1.0000e+00 1.3273e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 4.0343e-07 1.0000e+00 1.2978e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.7367e-07 1.0000e+00 2.9519e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 12.9246
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.2577e+02 3.2303e-25 6.3536e-15 2.1224e-06 1.0000e+00 2.9090e-17 1.2191e-42 0.0000e+00
8.5779e+02 5.6592e-20 1.5405e-11 9.3144e-05 9.9991e-01 4.2551e-18 5.1848e-44 0.0000e+00
8.7843e+02 3.3871e-20 9.7111e-12 6.9988e-05 9.9993e-01 1.3670e-17 7.4269e-43 0.0000e+00
9.1772e+02 2.0816e-20 6.2629e-12 5.3263e-05 9.9995e-01 4.2169e-17 9.6914e-42 0.0000e+00
9.7304e+02 1.2543e-20 3.9650e-12 4.0012e-05 9.9996e-01 1.3877e-16 1.4668e-40 0.0000e+00
1.0350e+03 7.5558e-21 2.5040e-12 2.9945e-05 9.9997e-01 4.7295e-16 2.4088e-39 0.0000e+00
1.1000e+03 4.4884e-21 1.5598e-12 2.2172e-05 9.9998e-01 1.7133e-15 4.5525e-38 0.0000e+00
1.1690e+03 2.5548e-21 9.3518e-13 1.5990e-05 9.9998e-01 7.0373e-15 1.1473e-36 0.0000e+00
1.2425e+03 1.4126e-21 5.4408e-13 1.1261e-05 9.9999e-01 3.3227e-14 3.9872e-35 0.0000e+00
1.3205e+03 8.1787e-22 3.2552e-13 8.0003e-06 9.9999e-01 1.6528e-13 1.5725e-33 0.0000e+00
1.4033e+03 4.6423e-22 1.9253e-13 5.6303e-06 9.9999e-01 8.5730e-13 6.8223e-32 0.0000e+00
1.4915e+03 2.4284e-22 1.0825e-13 3.8513e-06 1.0000e+00 4.6752e-12 3.2972e-30 0.0000e+00
1.5852e+03 1.1931e-22 5.9045e-14 2.5985e-06 1.0000e+00 2.4729e-11 1.4744e-28 0.0000e+00
1.6847e+03 6.0177e-23 3.3371e-14 1.7968e-06 1.0000e+00 1.1378e-10 4.7794e-27 0.0000e+00
1.7904e+03 3.0685e-23 1.9280e-14 1.2634e-06 1.0000e+00 4.6849e-10 1.1982e-25 0.0000e+00
1.9028e+03 1.5449e-23 1.1177e-14 8.9388e-07 1.0000e+00 1.7786e-09 2.4835e-24 0.0000e+00
2.0223e+03 8.5384e-24 6.9845e-15 6.6102e-07 1.0000e+00 5.8545e-09 3.7303e-23 8.4078e-45
2.1493e+03 5.0738e-24 4.6416e-15 5.0831e-07 1.0000e+00 1.6482e-08 3.9247e-22 4.4842e-43
2.2843e+03 3.3741e-24 3.3713e-15 4.1303e-07 1.0000e+00 3.7992e-08 2.6247e-21 1.1065e-41
2.4277e+03 2.6049e-24 2.7651e-15 3.6424e-07 1.0000e+00 6.1101e-08 7.7158e-21 6.7949e-41
2.5802e+03 2.4416e-24 2.6521e-15 3.5725e-07 1.0000e+00 6.1086e-08 7.6569e-21 6.6431e-41
2.7422e+03 2.9603e-24 3.1352e-15 4.0426e-07 1.0000e+00 3.1943e-08 1.7276e-21 5.2913e-42
2.9144e+03 4.9480e-24 4.8210e-15 5.4565e-07 1.0000e+00 7.7268e-09 6.7052e-23 2.1019e-44
3.0973e+03 1.0907e-23 9.4329e-15 8.6566e-07 1.0000e+00 9.0369e-10 4.9399e-25 0.0000e+00
3.2918e+03 2.2018e-23 1.8187e-14 1.3903e-06 1.0000e+00 7.6906e-11 1.7201e-27 0.0000e+00
3.4986e+03 5.4508e-23 4.1223e-14 2.4246e-06 1.0000e+00 5.5859e-12 4.2378e-30 0.0000e+00
3.7182e+03 4.4911e-22 2.4321e-13 7.3575e-06 9.9999e-01 7.1759e-14 2.1118e-34 0.0000e+00
3.9517e+03 8.2002e-21 3.1280e-12 3.6344e-05 9.9996e-01 1.0746e-16 7.7230e-41 0.0000e+00
4.1999e+03 3.3043e-20 1.5486e-11 1.0989e-04 9.9989e-01 2.5825e-19 0.0000e+00 0.0000e+00
4.4636e+03 8.9902e-20 4.7617e-11 2.3407e-04 9.9977e-01 4.8681e-21 0.0000e+00 0.0000e+00
4.7438e+03 4.0055e-19 1.9684e-10 5.6620e-04 9.9943e-01 1.0830e-22 0.0000e+00 0.0000e+00
5.0416e+03 3.3208e-18 1.4241e-09 1.9087e-03 9.9809e-01 6.7152e-25 0.0000e+00 0.0000e+00
5.3582e+03 4.5517e-17 1.7162e-08 8.8055e-03 9.9119e-01 9.7074e-28 0.0000e+00 0.0000e+00
5.6947e+03 9.9931e-16 3.4065e-07 5.4638e-02 9.4536e-01 2.6880e-31 0.0000e+00 0.0000e+00
6.0522e+03 2.0792e-14 6.2531e-06 2.9137e-01 7.0862e-01 4.1687e-35 0.0000e+00 0.0000e+00
6.4323e+03 2.2444e-13 5.5478e-05 7.3995e-01 2.5999e-01 4.3804e-39 0.0000e+00 0.0000e+00
6.8362e+03 1.2006e-12 2.4204e-04 9.4921e-01 5.0544e-02 2.9007e-43 0.0000e+00 0.0000e+00
7.2654e+03 5.5685e-12 8.8804e-04 9.9142e-01 7.6879e-03 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 2.9413e-11 3.5801e-03 9.9551e-01 9.1243e-04 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 2.0704e-10 1.7950e-02 9.8198e-01 7.3951e-05 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 2.1243e-09 1.1556e-01 8.8444e-01 3.2900e-06 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 2.0576e-08 5.8851e-01 4.1149e-01 4.0470e-08 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 6.2239e-08 9.4750e-01 5.2499e-02 1.0372e-10 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.1949e-07 9.9530e-01 4.6970e-03 2.0376e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 2.2914e-07 9.9961e-01 3.9022e-04 3.6140e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 3.6818e-07 9.9995e-01 5.1690e-05 2.0254e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 6.1756e-07 9.9999e-01 6.5672e-06 1.0423e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 9.8565e-07 1.0000e+00 1.1337e-06 1.1952e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.5310e-06 1.0000e+00 2.8231e-07 3.6629e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 2.5092e-06 1.0000e+00 8.5542e-08 1.9997e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 4.0435e-06 1.0000e+00 2.5169e-08 9.9429e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 5.4566e-06 9.9999e-01 1.0668e-08 1.1789e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 7.3566e-06 9.9999e-01 3.8971e-09 9.2895e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 7.8738e-06 9.9999e-01 2.4357e-09 2.6903e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 8.1214e-06 9.9999e-01 1.1689e-09 3.6700e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 7.8796e-06 9.9999e-01 7.5056e-10 1.0637e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 8.3810e-06 9.9999e-01 3.4778e-10 1.3480e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 8.6056e-06 9.9999e-01 1.4324e-10 1.2038e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 8.8570e-06 9.9999e-01 5.9870e-11 1.1210e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 9.2362e-06 9.9999e-01 2.5497e-11 1.1096e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 8.8953e-06 9.9999e-01 1.3858e-11 2.0219e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0075e-05 9.9999e-01 4.6776e-12 1.1236e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.1665e-05 9.9999e-01 1.6630e-12 7.3187e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.2621e-05 9.9999e-01 7.7725e-13 9.6067e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.2769e-05 9.9999e-01 3.8208e-13 1.3775e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.1538e-05 9.9999e-01 2.4680e-13 3.8435e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.2960e-05 9.9999e-01 9.1633e-14 2.7557e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.1923e-05 9.9999e-01 6.2519e-14 9.0566e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0469e-05 9.9999e-01 4.1643e-14 2.6905e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 8.6180e-06 9.9999e-01 2.7695e-14 7.5810e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 8.5989e-06 9.9999e-01 9.6389e-15 4.2039e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 9.4713e-06 9.9999e-01 1.9228e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 9.2615e-06 9.9999e-01 1.9776e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 3.6273e-06 1.0000e+00 1.6922e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.8813e-06 1.0000e+00 1.1813e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0775e-06 1.0000e+00 9.6477e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 6.1500e-07 1.0000e+00 1.6519e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 6.3278e-07 1.0000e+00 3.0278e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 6.4441e-07 1.0000e+00 4.9029e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.3989e-06 1.0000e+00 9.2978e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0584e-06 1.0000e+00 8.3200e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.7124e-06 1.0000e+00 8.4699e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 6.8839e-07 1.0000e+00 5.5312e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 7.1284e-07 1.0000e+00 1.7165e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.3734e-06 1.0000e+00 7.7888e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 3.7506e-07 1.0000e+00 1.6845e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 3.4332e-07 1.0000e+00 9.0075e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 6.3872e-07 1.0000e+00 5.4909e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 6.9570e-07 1.0000e+00 1.7737e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.8849e-07 1.0000e+00 4.6119e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 5.5879e-07 1.0000e+00 6.4004e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.7141e-07 1.0000e+00 1.0652e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.8603e-07 1.0000e+00 3.5798e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0737e-07 1.0000e+00 8.4344e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0653e-07 1.0000e+00 3.7491e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 7.0796e-08 1.0000e+00 5.7610e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 8.6557e-08 1.0000e+00 1.3576e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 7.4054e-08 1.0000e+00 9.6815e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.4459e-07 1.0000e+00 5.4709e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 7.8403e-08 1.0000e+00 1.6155e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.2287e-07 1.0000e+00 1.8301e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.3896e-07 1.0000e+00 5.7010e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.2825e-07 1.0000e+00 3.4120e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.1747e-07 1.0000e+00 2.1290e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 8.7077e-08 1.0000e+00 2.6431e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 5.4405e-08 1.0000e+00 5.7668e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 8.5997e-08 1.0000e+00 7.4762e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 6.3650e-08 1.0000e+00 1.0736e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.3148e-07 1.0000e+00 6.7056e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.3920e-07 1.0000e+00 4.4655e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.3454e-07 1.0000e+00 4.4800e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 8.7918e-08 1.0000e+00 1.5826e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 6.6649e-08 1.0000e+00 3.6839e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 6.5948e-08 1.0000e+00 3.7264e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.7606e-08 1.0000e+00 8.2653e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 13.1935
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.2577e+02 2.6592e-25 5.5509e-15 1.9791e-06 1.0000e+00 3.2425e-17 1.5372e-42 0.0000e+00
8.5779e+02 4.7043e-20 1.3613e-11 8.7543e-05 9.9991e-01 4.5418e-18 5.8855e-44 0.0000e+00
8.7843e+02 2.7824e-20 8.4885e-12 6.5329e-05 9.9993e-01 1.5027e-17 9.0664e-43 0.0000e+00
9.1772e+02 1.7517e-20 5.5928e-12 5.0377e-05 9.9995e-01 4.3963e-17 1.0479e-41 0.0000e+00
9.7304e+02 1.0978e-20 3.6674e-12 3.8685e-05 9.9996e-01 1.3212e-16 1.2896e-40 0.0000e+00
1.0350e+03 6.7210e-21 2.3498e-12 2.9219e-05 9.9997e-01 4.3319e-16 1.9385e-39 0.0000e+00
1.1000e+03 4.0308e-21 1.4762e-12 2.1754e-05 9.9998e-01 1.5320e-15 3.4682e-38 0.0000e+00
1.1690e+03 2.3335e-21 8.9849e-13 1.5843e-05 9.9998e-01 6.0257e-15 7.9160e-37 0.0000e+00
1.2425e+03 1.3065e-21 5.2834e-13 1.1238e-05 9.9999e-01 2.7585e-14 2.5636e-35 0.0000e+00
1.3205e+03 7.7891e-22 3.2406e-13 8.1134e-06 9.9999e-01 1.2818e-13 8.6544e-34 0.0000e+00
1.4033e+03 4.5092e-22 1.9462e-13 5.7667e-06 9.9999e-01 6.3967e-13 3.4394e-32 0.0000e+00
1.4915e+03 2.4360e-22 1.1223e-13 4.0095e-06 1.0000e+00 3.2727e-12 1.4378e-30 0.0000e+00
1.5852e+03 1.2118e-22 6.1702e-14 2.7197e-06 1.0000e+00 1.6993e-11 6.1660e-29 0.0000e+00
1.6847e+03 6.3026e-23 3.5692e-14 1.9096e-06 1.0000e+00 7.3571e-11 1.7407e-27 0.0000e+00
1.7904e+03 3.3069e-23 2.1063e-14 1.3618e-06 1.0000e+00 2.8596e-10 3.8272e-26 0.0000e+00
1.9028e+03 1.7134e-23 1.2472e-14 9.7751e-07 1.0000e+00 1.0220e-09 6.9128e-25 0.0000e+00
2.0223e+03 9.7307e-24 7.9517e-15 7.3296e-07 1.0000e+00 3.1651e-09 9.0354e-24 1.4013e-45
2.1493e+03 5.9093e-24 5.3688e-15 5.7009e-07 1.0000e+00 8.4436e-09 8.4059e-23 3.2230e-44
2.2843e+03 4.0725e-24 4.0073e-15 4.7213e-07 1.0000e+00 1.7830e-08 4.6011e-22 5.7033e-43
2.4277e+03 3.2249e-24 3.3517e-15 4.2206e-07 1.0000e+00 2.6925e-08 1.1712e-21 2.7479e-42
2.5802e+03 3.1122e-24 3.2898e-15 4.2026e-07 1.0000e+00 2.5303e-08 1.0095e-21 2.1174e-42
2.7422e+03 3.8757e-24 3.9767e-15 4.8194e-07 1.0000e+00 1.2655e-08 2.0597e-22 1.4293e-43
2.9144e+03 6.5087e-24 6.1579e-15 6.5213e-07 1.0000e+00 3.0722e-09 8.0660e-24 0.0000e+00
3.0973e+03 1.3999e-23 1.1884e-14 1.0235e-06 1.0000e+00 3.7761e-10 6.6547e-26 0.0000e+00
3.2918e+03 2.7813e-23 2.2806e-14 1.6373e-06 1.0000e+00 3.2394e-11 2.3573e-28 0.0000e+00
3.4986e+03 6.9639e-23 5.2767e-14 2.8936e-06 1.0000e+00 2.1783e-12 4.8602e-31 0.0000e+00
3.7182e+03 6.1949e-22 3.3610e-13 9.1876e-06 9.9999e-01 2.3257e-14 1.5882e-35 0.0000e+00
3.9517e+03 1.0918e-20 4.2295e-12 4.4560e-05 9.9996e-01 3.7996e-17 7.0864e-42 0.0000e+00
4.1999e+03 4.0197e-20 1.9418e-11 1.2827e-04 9.9987e-01 1.1196e-19 0.0000e+00 0.0000e+00
4.4636e+03 1.0813e-19 5.9068e-11 2.7092e-04 9.9973e-01 2.2125e-21 0.0000e+00 0.0000e+00
4.7438e+03 4.7651e-19 2.4183e-10 6.5076e-04 9.9935e-01 5.0898e-23 0.0000e+00 0.0000e+00
5.0416e+03 4.0953e-18 1.8144e-09 2.2422e-03 9.9776e-01 2.8643e-25 0.0000e+00 0.0000e+00
5.3582e+03 5.6413e-17 2.2067e-08 1.0398e-02 9.8960e-01 3.9703e-28 0.0000e+00 0.0000e+00
5.6947e+03 1.2213e-15 4.3421e-07 6.3994e-02 9.3601e-01 1.0691e-31 0.0000e+00 0.0000e+00
6.0522e+03 2.4654e-14 7.6638e-06 3.2698e-01 6.7302e-01 1.6433e-35 0.0000e+00 0.0000e+00
