#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
1.7990e+04 3.8412e-02 9.6159e-01 8.4400e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 4.1654e-02 9.5835e-01 2.7690e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 4.1862e-02 9.5814e-01 9.6757e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.9570e-02 9.7043e-01 4.2433e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.7100e-02 9.8290e-01 1.4286e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 6.0753e-03 9.9392e-01 3.2832e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.5207e-03 9.9748e-01 6.7242e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.3340e-03 9.9867e-01 1.3801e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 8.2293e-04 9.9918e-01 1.8494e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 4.8687e-04 9.9951e-01 2.2907e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.4797e-04 9.9985e-01 3.3768e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 6.5292e-05 9.9993e-01 2.0179e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.4017e-04 9.9986e-01 6.5431e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 9.2001e-05 9.9991e-01 1.0387e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 9.5126e-05 9.9990e-01 3.0841e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.1078e-05 9.9999e-01 1.3665e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 5.5159e-06 9.9999e-01 4.7739e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 3.8489e-05 9.9996e-01 3.3792e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.5372e-06 1.0000e+00 4.8825e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 3.6382e-05 9.9996e-01 6.7934e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 6.0220e-06 9.9999e-01 1.0799e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 3.3261e-07 1.0000e+00 1.3429e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.3973e-06 1.0000e+00 1.9672e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.2643e-05 9.9999e-01 7.3916e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 5.8698e-05 9.9994e-01 1.6075e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.2672e-07 1.0000e+00 2.4484e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 4.5678e-06 1.0000e+00 1.6322e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 8.3767e-07 1.0000e+00 1.4725e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 2.2317e-05 9.9998e-01 1.4711e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 6.0438e-08 1.0000e+00 1.0059e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 8.0313e-07 1.0000e+00 1.4671e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 3.9676e-08 1.0000e+00 1.2059e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.7468e-07 1.0000e+00 3.5710e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 3.6538e-06 1.0000e+00 1.1267e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 3.8947e-08 1.0000e+00 1.8342e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.6362e-10 9.9996e-01 3.8315e-05 2.8952e-21 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 4.2037e-10 1.0000e+00 6.7935e-07 9.0956e-26 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.4721e-08 1.0000e+00 5.2152e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 7.3852e-08 1.0000e+00 8.6203e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.3788e-07 1.0000e+00 7.2599e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.4569e-06 1.0000e+00 3.6595e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 8.4843e-06 9.9999e-01 8.8739e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 9.0947e-06 9.9999e-01 6.4758e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 4.9989e-06 9.9999e-01 4.9163e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 5.1002e-06 9.9999e-01 4.4920e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.4332e-06 1.0000e+00 7.7540e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3688
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.2577e+02 3.9935e-30 1.5281e-20 6.9611e-12 3.7437e-04 3.1832e-01 6.8116e-01 1.4310e-04
8.5779e+02 3.3596e-22 1.6639e-14 9.8548e-08 6.8175e-02 9.0008e-01 3.1741e-02 1.1666e-07
8.7843e+02 3.5634e-22 1.7526e-14 1.0300e-07 7.0841e-02 8.9901e-01 3.0151e-02 1.0427e-07
9.1772e+02 3.4848e-22 1.7183e-14 1.0127e-07 6.9799e-02 8.9944e-01 3.0759e-02 1.0892e-07
9.7304e+02 3.3778e-22 1.6722e-14 9.8992e-08 6.8465e-02 8.9998e-01 3.1559e-02 1.1519e-07
1.0350e+03 3.2885e-22 1.6330e-14 9.7008e-08 6.7264e-02 9.0042e-01 3.2313e-02 1.2131e-07
1.1000e+03 2.8786e-22 1.4527e-14 8.7857e-08 6.1752e-02 9.0209e-01 3.6160e-02 1.5521e-07
1.1690e+03 2.0039e-22 1.0561e-14 6.7033e-08 4.8855e-02 9.0245e-01 4.8694e-02 2.9959e-07
1.2425e+03 9.4698e-23 5.4048e-15 3.7587e-08 2.9182e-02 8.8178e-01 8.9040e-02 1.1738e-06
1.3205e+03 2.7094e-23 1.7173e-15 1.3561e-08 1.1322e-02 7.6905e-01 2.1961e-01 1.0317e-05
1.4033e+03 4.9087e-24 3.5025e-16 3.2085e-09 2.8854e-03 5.0688e-01 4.9013e-01 1.0236e-04
1.4915e+03 7.2667e-25 5.8344e-17 6.2014e-10 5.9969e-04 2.5244e-01 7.4635e-01 6.1000e-04
1.5852e+03 1.0928e-25 9.8755e-18 1.2153e-10 1.2683e-04 1.1398e-01 8.8356e-01 2.3327e-03
1.6847e+03 1.4267e-26 1.4704e-18 2.1263e-11 2.4215e-05 4.6586e-02 9.4537e-01 8.0199e-03
1.7904e+03 1.6305e-27 1.9596e-19 3.4086e-12 4.3262e-06 1.7953e-02 9.5605e-01 2.5991e-02
1.9028e+03 1.6406e-28 2.3612e-20 5.0744e-13 7.3754e-07 6.6028e-03 9.1504e-01 7.8357e-02
2.0223e+03 1.5325e-29 2.6348e-21 6.9859e-14 1.1601e-07 2.2157e-03 7.8852e-01 2.0926e-01
2.1493e+03 1.2137e-30 2.4917e-22 8.1503e-15 1.5487e-08 6.2019e-04 5.5492e-01 4.4446e-01
2.2843e+03 9.7448e-32 2.3331e-23 9.1798e-16 1.9612e-09 1.5279e-04 3.1468e-01 6.8517e-01
2.4277e+03 1.0815e-32 2.9489e-24 1.3550e-16 3.2117e-10 4.2607e-05 1.7114e-01 8.2882e-01
2.5802e+03 2.2729e-33 6.8616e-25 3.5477e-17 9.1753e-11 1.7368e-05 1.0868e-01 8.9130e-01
2.7422e+03 1.2360e-33 3.9811e-25 2.2046e-17 6.0646e-11 1.2987e-05 9.3850e-02 9.0614e-01
2.9144e+03 2.1208e-33 6.9639e-25 3.8884e-17 1.1006e-10 2.0285e-05 1.1893e-01 8.8105e-01
3.0973e+03 1.4116e-32 4.4993e-24 2.3688e-16 6.6994e-10 7.5484e-05 2.3114e-01 7.6878e-01
3.2918e+03 3.7043e-31 1.1169e-22 5.2724e-15 1.5047e-08 6.5661e-04 5.8126e-01 4.1809e-01
3.4986e+03 2.5949e-29 6.3424e-21 2.2719e-13 5.7589e-07 6.1792e-03 9.1848e-01 7.5343e-02
3.7182e+03 3.2002e-27 5.2025e-19 1.1674e-11 2.1484e-05 4.6360e-02 9.4639e-01 7.2286e-03
3.9517e+03 4.4224e-25 5.0636e-17 7.4846e-10 1.0714e-03 3.4787e-01 6.5079e-01 2.7537e-04
4.1999e+03 3.7572e-23 3.7548e-15 4.4237e-08 6.2964e-02 9.0840e-01 2.8639e-02 7.6924e-08
4.4636e+03 6.8479e-22 5.3553e-14 4.7694e-07 5.5048e-01 4.4918e-01 3.3790e-04 9.1126e-12
4.7438e+03 1.6963e-21 1.1286e-13 8.5338e-07 8.2924e-01 1.7074e-01 2.1730e-05 6.6368e-14
5.0416e+03 1.9629e-21 1.2702e-13 9.3488e-07 8.7778e-01 1.2221e-01 9.3313e-06 1.5165e-14
5.3582e+03 1.6807e-21 1.1438e-13 8.8545e-07 8.7409e-01 1.2590e-01 9.8927e-06 1.6454e-14
5.6947e+03 1.4722e-21 1.0495e-13 8.5138e-07 8.7877e-01 1.2122e-01 8.8569e-06 1.3298e-14
6.0522e+03 1.5271e-21 1.0882e-13 8.8351e-07 9.0573e-01 9.4260e-02 4.7370e-06 4.4577e-15
6.4323e+03 1.8242e-21 1.2485e-13 9.7739e-07 9.4704e-01 5.2960e-02 1.1817e-06 4.0749e-16
6.8362e+03 2.4170e-21 1.5341e-13 1.1232e-06 9.7859e-01 2.1405e-02 1.4074e-07 1.0749e-17
7.2654e+03 3.5489e-21 2.0139e-13 1.3358e-06 9.9297e-01 7.0286e-03 1.0721e-08 1.3575e-19
7.7216e+03 5.9139e-21 2.8864e-13 1.6804e-06 9.9828e-01 1.7159e-03 4.2055e-10 5.6317e-22
8.2065e+03 1.3217e-20 5.1103e-13 2.4376e-06 9.9979e-01 2.0910e-04 3.3921e-12 1.6191e-25
8.7177e+03 6.5182e-20 1.6307e-12 5.3243e-06 9.9999e-01 3.8200e-06 3.5908e-16 3.0668e-32
9.2147e+03 1.4827e-18 1.7386e-11 2.6200e-05 9.9997e-01 3.0414e-09 3.0483e-23 3.5032e-44
9.6291e+03 7.8273e-17 4.4699e-10 2.2650e-04 9.9977e-01 2.7606e-13 1.8197e-32 0.0000e+00
9.9539e+03 4.7427e-15 1.7814e-08 2.4860e-03 9.9751e-01 7.1126e-18 5.9415e-43 0.0000e+00
1.0246e+04 5.6702e-13 1.5837e-06 4.1588e-02 9.5841e-01 2.7363e-23 0.0000e+00 0.0000e+00
1.0542e+04 9.4060e-11 2.1349e-04 6.2036e-01 3.7942e-01 1.4044e-30 0.0000e+00 0.0000e+00
1.0840e+04 5.4936e-09 6.9487e-03 9.8711e-01 5.9398e-03 1.3027e-40 0.0000e+00 0.0000e+00
1.1119e+04 2.9093e-07 1.7080e-01 8.2917e-01 3.1205e-05 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.3455e-06 8.2449e-01 1.7551e-01 6.3750e-08 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 9.9650e-06 9.8943e-01 1.0557e-02 4.5306e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.8831e-05 9.9923e-01 7.5451e-04 5.4369e-14 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 3.0520e-05 9.9989e-01 7.6827e-05 1.5296e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 5.0542e-05 9.9994e-01 1.0543e-05 9.7714e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 7.9861e-05 9.9992e-01 1.7688e-06 1.0386e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 9.7789e-05 9.9990e-01 4.8131e-07 3.4252e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.2092e-04 9.9988e-01 1.4139e-07 1.4004e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.7413e-04 9.9983e-01 2.4704e-08 1.5412e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 3.1669e-04 9.9968e-01 1.6633e-09 1.4737e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 7.3144e-04 9.9927e-01 5.1838e-11 2.0274e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.6867e-03 9.9831e-01 1.5213e-12 2.3553e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 4.6925e-03 9.9531e-01 2.2248e-14 4.6572e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 9.0260e-03 9.9097e-01 1.0597e-15 1.8217e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.5437e-02 9.8456e-01 6.6520e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 2.4332e-02 9.7567e-01 4.7826e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 3.1843e-02 9.6816e-01 6.0772e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 3.7259e-02 9.6274e-01 1.2279e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 4.2314e-02 9.5769e-01 3.4872e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 4.5759e-02 9.5424e-01 1.3984e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.3331e-02 9.4667e-01 3.8979e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 5.4147e-02 9.4585e-01 1.8171e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 5.6367e-02 9.4363e-01 7.5624e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 5.9013e-02 9.4099e-01 2.3996e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 4.3936e-02 9.5606e-01 9.1328e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 2.7139e-02 9.7286e-01 2.5219e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.3416e-02 9.8658e-01 1.5898e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 5.8177e-03 9.9418e-01 2.0540e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 3.2150e-03 9.9678e-01 3.0311e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.4370e-03 9.9756e-01 1.7201e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 8.8981e-04 9.9911e-01 1.9093e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 7.3971e-04 9.9926e-01 7.7975e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 3.9467e-04 9.9961e-01 3.1363e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 4.1271e-04 9.9959e-01 1.1386e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 4.0747e-04 9.9959e-01 4.2514e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 2.9799e-05 9.9997e-01 1.3878e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.2043e-04 9.9988e-01 3.9905e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 5.5063e-05 9.9994e-01 2.2130e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 5.1043e-04 9.9949e-01 2.1725e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.8951e-05 9.9997e-01 3.1511e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.0267e-03 9.9797e-01 7.0369e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.3801e-05 9.9999e-01 6.4629e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.6963e-06 1.0000e+00 2.2007e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.6134e-05 9.9998e-01 6.7883e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.2891e-07 1.0000e+00 2.2443e-13 1.0276e-41 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 6.9194e-08 1.0000e+00 6.8900e-11 4.4026e-35 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 6.1915e-07 1.0000e+00 1.7950e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0471e-07 1.0000e+00 1.5235e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0882e-06 1.0000e+00 5.7418e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 5.8317e-13 5.0121e-02 9.4988e-01 8.2872e-08 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 2.5650e-07 1.0000e+00 1.0513e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 3.9754e-08 1.0000e+00 8.9588e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.8268e-07 1.0000e+00 1.5044e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.1605e-04 9.9988e-01 9.4949e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 9.9584e-08 1.0000e+00 9.0540e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.6476e-08 1.0000e+00 9.0935e-14 1.8357e-43 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 4.8334e-10 1.0000e+00 7.5943e-07 1.3708e-25 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.5309e-09 1.0000e+00 7.4798e-09 9.9863e-31 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 7.3764e-08 1.0000e+00 1.3651e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.5353e-05 9.9998e-01 2.3804e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 5.3971e-06 9.9999e-01 5.1197e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 5.5363e-05 9.9994e-01 9.2831e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 4.2207e-06 1.0000e+00 8.4050e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 4.1184e-07 1.0000e+00 1.4589e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.3961e-05 9.9999e-01 1.2599e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.2853e-05 9.9999e-01 1.6455e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.7453e-05 9.9998e-01 7.5792e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3973
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.2577e+02 7.9238e-30 3.0064e-20 1.3470e-11 7.2629e-04 4.2964e-01 5.6957e-01 6.5979e-05
8.5779e+02 4.2134e-22 2.0960e-14 1.2391e-07 8.6845e-02 8.9072e-01 2.2435e-02 5.4128e-08
8.7843e+02 4.2916e-22 2.1303e-14 1.2563e-07 8.7893e-02 8.9005e-01 2.2057e-02 5.2179e-08
9.1772e+02 4.2256e-22 2.1012e-14 1.2416e-07 8.6993e-02 8.9062e-01 2.2382e-02 5.3852e-08
9.7304e+02 4.0789e-22 2.0376e-14 1.2101e-07 8.5125e-02 8.9180e-01 2.3072e-02 5.7497e-08
1.0350e+03 4.0101e-22 2.0071e-14 1.1947e-07 8.4175e-02 8.9239e-01 2.3439e-02 5.9494e-08
1.1000e+03 3.4852e-22 1.7749e-14 1.0769e-07 7.7007e-02 8.9648e-01 2.6510e-02 7.7680e-08
1.1690e+03 2.4547e-22 1.3048e-14 8.3020e-08 6.1569e-02 9.0268e-01 3.5747e-02 1.4920e-07
1.2425e+03 1.1680e-22 6.7337e-15 4.6982e-08 3.7203e-02 8.9604e-01 6.6759e-02 6.0079e-07
1.3205e+03 3.3793e-23 2.1710e-15 1.7249e-08 1.4756e-02 8.1106e-01 1.7418e-01 5.7160e-06
1.4033e+03 6.3488e-24 4.6063e-16 4.2570e-09 3.9387e-03 5.7067e-01 4.2533e-01 6.3934e-05
1.4915e+03 9.7375e-25 7.9647e-17 8.5533e-10 8.5304e-04 3.0055e-01 6.9818e-01 4.2050e-04
1.5852e+03 1.4899e-25 1.3724e-17 1.7069e-10 1.8390e-04 1.3946e-01 8.5866e-01 1.6931e-03
1.6847e+03 1.9380e-26 2.0359e-18 2.9749e-11 3.4976e-05 5.7342e-02 9.3659e-01 6.0334e-03
1.7904e+03 2.2105e-27 2.7043e-19 4.7463e-12 6.2107e-06 2.2123e-02 9.5784e-01 2.0031e-02
1.9028e+03 2.2177e-28 3.2468e-20 7.0364e-13 1.0533e-06 8.1612e-03 9.2973e-01 6.2106e-02
2.0223e+03 2.0771e-29 3.6363e-21 9.7325e-14 1.6649e-07 2.7804e-03 8.2392e-01 1.7330e-01
2.1493e+03 1.6698e-30 3.4987e-22 1.1583e-14 2.2705e-08 8.0405e-04 6.0729e-01 3.9191e-01
2.2843e+03 1.3487e-31 3.3065e-23 1.3212e-15 2.9173e-09 2.0351e-04 3.5897e-01 6.4082e-01
2.4277e+03 1.4824e-32 4.1466e-24 1.9391e-16 4.7521e-10 5.7055e-05 1.9875e-01 8.0120e-01
2.5802e+03 3.0936e-33 9.5822e-25 5.0442e-17 1.3474e-10 2.3217e-05 1.2684e-01 8.7313e-01
2.7422e+03 1.6683e-33 5.5142e-25 3.1098e-17 8.8340e-11 1.7272e-05 1.0938e-01 8.9060e-01
2.9144e+03 2.8193e-33 9.5073e-25 5.4118e-17 1.5839e-10 2.6703e-05 1.3758e-01 8.6239e-01
3.0973e+03 1.8881e-32 6.1759e-24 3.3116e-16 9.6926e-10 9.9101e-05 2.6431e-01 7.3559e-01
3.2918e+03 4.9530e-31 1.5269e-22 7.3114e-15 2.1562e-08 8.3712e-04 6.3042e-01 3.6874e-01
3.4986e+03 3.4934e-29 8.6878e-21 3.1399e-13 8.1972e-07 7.6211e-03 9.3260e-01 5.9781e-02
3.7182e+03 4.2839e-27 7.0935e-19 1.6083e-11 3.0508e-05 5.6521e-02 9.3794e-01 5.5086e-03
3.9517e+03 5.7146e-25 6.6714e-17 9.9802e-10 1.4727e-03 4.0252e-01 5.9582e-01 1.8736e-04
4.1999e+03 4.6669e-23 4.6897e-15 5.5272e-08 7.9641e-02 8.9989e-01 2.0473e-02 3.6550e-08
4.4636e+03 7.7834e-22 6.0834e-14 5.4080e-07 6.2321e-01 3.7660e-01 1.9010e-04 3.1160e-12
4.7438e+03 1.8235e-21 1.2061e-13 9.0738e-07 8.7151e-01 1.2848e-01 1.0510e-05 1.8513e-14
5.0416e+03 2.1186e-21 1.3563e-13 9.8916e-07 9.1177e-01 8.8225e-02 4.1691e-06 3.7312e-15
5.3582e+03 1.8286e-21 1.2288e-13 9.4088e-07 9.0984e-01 9.0151e-02 4.3269e-06 3.9010e-15
5.6947e+03 1.6036e-21 1.1281e-13 9.0466e-07 9.1367e-01 8.6320e-02 3.8310e-06 3.0967e-15
6.0522e+03 1.6587e-21 1.1647e-13 9.3404e-07 9.3421e-01 6.5790e-02 1.9774e-06 9.8288e-16
6.4323e+03 1.9607e-21 1.3219e-13 1.0229e-06 9.6391e-01 3.6093e-02 4.7508e-07 8.5060e-17
6.8362e+03 2.5821e-21 1.6137e-13 1.1690e-06 9.8580e-01 1.4194e-02 5.3840e-08 2.0765e-18
7.2654e+03 3.7934e-21 2.1186e-13 1.3920e-06 9.9546e-01 4.5428e-03 3.8905e-09 2.4047e-20
7.7216e+03 6.3642e-21 3.0539e-13 1.7616e-06 9.9892e-01 1.0826e-03 1.4476e-10 9.1325e-23
