#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 sc7 sc8 sc9
8.7177e+03 2.1916e-17 1.8150e-09 1.8806e-03 9.9812e-01 3.7902e-10 6.2855e-25 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.7517e-15 1.0745e-07 2.9245e-02 9.7076e-01 6.6012e-14 2.1854e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 9.1777e-13 2.8186e-05 7.2841e-01 2.7156e-01 2.6673e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.1398e-11 2.1111e-04 9.8634e-01 1.3449e-02 5.7548e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 8.3256e-11 9.6227e-04 9.9833e-01 7.1112e-04 3.6532e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 5.3515e-10 3.8062e-03 9.9615e-01 4.8141e-05 6.9327e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 5.2899e-09 1.9466e-02 9.8053e-01 1.9860e-06 2.1140e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 5.3880e-08 9.6608e-02 9.0339e-01 7.2135e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.8396e-07 3.4630e-01 6.5370e-01 2.3169e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.3949e-06 6.8997e-01 3.1003e-01 6.3221e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 3.1318e-06 8.8873e-01 1.1127e-01 1.8064e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 5.9282e-06 9.6409e-01 3.5906e-02 5.4643e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.1184e-05 9.9012e-01 9.8737e-03 1.1340e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 2.0535e-05 9.9745e-01 2.5275e-03 1.8332e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 2.9647e-05 9.9910e-01 8.7185e-04 6.0431e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 5.2051e-05 9.9973e-01 2.1397e-04 7.6395e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.2831e-04 9.9985e-01 2.6491e-05 1.2646e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 4.9521e-04 9.9950e-01 1.1079e-06 6.8731e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.8606e-03 9.9814e-01 4.7282e-08 3.6743e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 7.7196e-03 9.9228e-01 1.5903e-09 9.2037e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.7783e-02 9.8222e-01 1.5431e-10 4.8361e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 3.5407e-02 9.6459e-01 1.8864e-11 4.9186e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 4.5236e-02 9.5476e-01 7.7046e-12 2.3822e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 6.5474e-02 9.3453e-01 2.3389e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.3391e-01 8.6609e-01 2.7043e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.7133e-01 8.2867e-01 1.0527e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.2291e-01 8.7709e-01 2.1152e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 2.4061e-01 7.5939e-01 2.9434e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.5477e-01 4.4523e-01 9.6086e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 4.9255e-01 5.0745e-01 1.5319e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 5.1491e-01 4.8509e-01 9.9413e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 4.0456e-02 9.5954e-01 7.6376e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 5.7466e-02 9.4253e-01 1.4909e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 3.4666e-04 9.9965e-01 1.7782e-09 3.1337e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 9.0692e-01 9.3079e-02 7.0654e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.4492e-01 8.5508e-01 4.2394e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 9.4914e-01 5.0864e-02 7.9379e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 5.5039e-01 4.4961e-01 6.8390e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 6.3795e-01 3.6205e-01 1.1885e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.8262e-01 8.1738e-01 8.0847e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 6.4863e-03 9.9351e-01 9.9914e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.4116e-03 9.9859e-01 2.7466e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 2.0583e-05 9.9998e-01 1.3598e-09 4.1843e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 9.4159e-05 9.9991e-01 3.9685e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.0419e-05 9.9998e-01 5.4777e-10 1.1210e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 6.8624e-03 9.9314e-01 9.4357e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 4.9950e-03 9.9501e-01 1.3058e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 3.9867e-02 9.6013e-01 9.3218e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 4.4578e-01 5.5422e-01 1.1245e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.3274e-06 1.0000e+00 1.5782e-08 3.1881e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.2213e-01 8.7787e-01 2.5705e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 6.9201e-08 9.9999e-01 5.9099e-06 1.5426e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.8244e-02 9.8176e-01 7.2936e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.5764e-01 8.4236e-01 4.5738e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0306e-02 9.8969e-01 1.1499e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 3.4486e-08 9.9999e-01 5.7322e-06 3.4742e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.6194e-02 9.8381e-01 2.1154e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.3107e-01 8.6893e-01 1.6661e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 9.3683e-01 6.3172e-02 8.9183e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 6.3366e-05 9.9994e-01 1.9077e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 9.7476e-01 2.5240e-02 2.2812e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 9.6852e-01 3.1484e-02 3.3106e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 9.7900e-01 2.0998e-02 6.4745e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 9.8959e-01 1.0410e-02 5.0402e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 9.9783e-01 2.1668e-03 2.9174e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 9.9822e-01 1.7836e-03 1.2059e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 9.9705e-01 2.9490e-03 4.2003e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 9.9577e-01 4.2297e-03 9.8758e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 9.9745e-01 2.5527e-03 1.6861e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 9.9609e-01 3.9088e-03 5.6232e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 9.9939e-01 6.0531e-04 1.9453e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 9.9973e-01 2.6988e-04 1.7148e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 9.9934e-01 6.6071e-04 2.4247e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 9.9458e-01 5.4215e-03 1.4064e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 9.9648e-01 3.5172e-03 1.6127e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 3.9135
#NVEL: 115
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 sc7 sc8 sc9
4.2577e+02 3.5355e-25 1.8122e-15 3.7685e-07 8.9243e-01 1.0757e-01 3.7121e-06 1.4491e-14 1.1289e-27 4.2039e-45 0.0000e+00
8.5779e+02 6.5672e-20 5.1850e-12 1.6834e-05 9.8708e-01 1.2899e-02 8.3429e-08 1.0836e-16 5.9391e-30 0.0000e+00 0.0000e+00
8.7843e+02 7.1307e-21 8.9699e-13 4.4754e-06 7.6925e-01 2.3068e-01 7.2834e-05 1.0252e-11 1.7017e-22 5.7238e-37 0.0000e+00
9.1772e+02 9.9613e-22 1.6694e-13 1.0605e-06 3.3961e-01 6.5828e-01 2.1060e-03 4.8515e-09 2.4269e-18 4.1347e-31 0.0000e+00
9.7304e+02 4.9521e-22 8.9707e-14 6.0652e-07 2.3052e-01 7.6471e-01 4.7731e-03 2.4690e-08 3.3133e-17 1.7648e-29 1.5414e-44
1.0350e+03 4.2135e-22 7.7614e-14 5.3168e-07 2.0977e-01 7.8454e-01 5.6856e-03 3.5245e-08 5.8990e-17 4.0565e-29 4.6243e-44
1.1000e+03 3.8860e-22 7.2205e-14 4.9808e-07 2.0020e-01 7.9362e-01 6.1828e-03 4.1833e-08 7.7903e-17 6.0601e-29 7.9874e-44
1.1690e+03 2.9868e-22 5.7057e-14 4.0237e-07 1.7163e-01 8.2031e-01 8.0637e-03 7.2293e-08 1.8974e-16 2.1944e-28 4.5122e-43
1.2425e+03 1.5106e-22 3.0683e-14 2.2653e-07 1.1175e-01 8.7242e-01 1.5834e-02 2.9910e-07 1.9534e-15 6.4960e-27 4.3834e-41
1.3205e+03 3.4709e-23 7.8974e-15 6.3154e-08 4.1426e-02 8.9968e-01 5.8884e-02 5.3144e-06 2.3596e-13 7.2675e-24 5.9755e-37
1.4033e+03 4.5431e-24 1.2139e-15 1.0968e-08 1.0208e-02 7.5893e-01 2.3073e-01 1.3504e-04 5.8908e-11 2.5787e-20 4.1292e-32
1.4915e+03 4.7981e-25 1.5197e-16 1.5790e-09 2.0294e-03 4.5416e-01 5.4214e-01 1.6707e-03 5.5139e-09 2.5325e-17 5.5532e-28
1.5852e+03 4.9197e-26 1.8260e-17 2.1784e-10 3.6877e-04 2.0835e-01 7.8162e-01 9.6600e-03 1.7246e-07 5.6326e-15 1.0864e-24
1.6847e+03 4.4206e-27 1.9117e-18 2.6198e-11 5.7333e-05 7.8518e-02 8.8029e-01 4.1127e-02 3.6964e-06 7.9206e-13 1.2203e-21
1.7904e+03 3.0223e-28 1.5378e-19 2.4606e-12 6.9973e-06 2.3843e-02 8.2454e-01 1.5153e-01 7.1892e-05 1.0708e-10 1.3924e-18
1.9028e+03 1.7922e-29 1.0864e-20 2.0714e-13 7.6384e-07 6.0958e-03 6.0039e-01 3.9264e-01 8.6586e-04 7.7197e-09 7.1107e-16
2.0223e+03 6.0454e-31 4.4373e-22 1.0334e-14 5.0234e-08 9.7431e-04 2.8619e-01 7.0510e-01 7.7343e-03 4.4746e-07 3.1585e-13
2.1493e+03 1.4983e-32 1.3403e-23 3.8693e-16 2.4880e-09 1.1392e-04 9.6416e-02 8.5894e-01 4.4510e-02 1.5751e-05 7.9059e-11
2.2843e+03 3.6963e-34 3.9427e-25 1.3908e-17 1.1584e-10 1.1739e-05 2.6691e-02 7.9514e-01 1.7781e-01 3.4807e-04 1.1052e-08
2.4277e+03 1.3910e-35 1.7109e-26 7.1437e-19 7.3988e-12 1.4178e-06 7.1748e-03 5.7027e-01 4.1924e-01 3.3108e-03 4.6979e-07
2.5802e+03 1.1381e-36 1.5652e-27 7.4607e-20 9.1459e-13 2.7133e-07 2.3791e-03 3.7057e-01 6.1448e-01 1.2568e-02 4.9279e-06
2.7422e+03 3.3290e-37 4.9433e-28 2.5658e-20 3.4762e-13 1.2584e-07 1.4067e-03 2.9286e-01 6.8489e-01 2.0829e-02 1.2438e-05
2.9144e+03 5.4923e-37 8.3962e-28 4.4498e-20 6.0682e-13 2.0098e-07 1.9703e-03 3.4373e-01 6.3958e-01 1.4706e-02 6.4884e-06
3.0973e+03 9.4666e-36 1.3970e-26 6.9374e-19 8.4122e-12 1.6604e-06 8.2222e-03 6.0432e-01 3.8498e-01 2.4717e-03 2.7640e-07
3.2918e+03 2.3363e-33 3.0989e-24 1.3215e-16 1.2409e-09 7.4706e-05 8.0131e-02 8.6773e-01 5.2046e-02 2.0329e-05 1.0965e-10
3.4986e+03 1.5798e-30 1.6454e-21 5.3866e-14 3.3450e-07 3.8963e-03 5.3418e-01 4.6067e-01 1.2557e-03 1.3014e-08 1.3388e-15
3.7182e+03 4.3384e-28 3.0256e-19 6.6891e-12 2.3524e-05 5.0627e-02 8.8536e-01 6.3985e-02 8.8060e-06 2.8623e-12 6.6439e-21
3.9517e+03 1.9848e-25 8.8383e-17 1.3057e-09 2.2255e-03 4.8611e-01 5.1043e-01 1.2330e-03 2.7676e-09 7.6013e-18 8.9889e-29
4.1999e+03 6.5582e-23 2.2662e-14 2.9668e-07 1.9655e-01 7.9808e-01 5.3729e-03 2.6173e-08 2.7856e-17 1.0150e-29 5.6052e-45
4.4636e+03 1.5209e-21 3.8110e-13 3.9037e-06 9.0447e-01 9.5516e-02 6.4989e-06 1.1722e-13 1.2783e-25 1.6161e-41 0.0000e+00
4.7438e+03 7.0252e-21 1.3048e-12 9.9129e-06 9.9192e-01 8.0703e-03 2.2373e-08 8.4177e-18 8.0221e-32 0.0000e+00 0.0000e+00
5.0416e+03 1.7424e-20 2.7156e-12 1.6904e-05 9.9832e-01 1.6596e-03 6.3370e-10 2.1739e-20 1.0997e-35 0.0000e+00 0.0000e+00
5.3582e+03 2.4952e-20 3.6903e-12 2.1380e-05 9.9921e-01 7.7237e-04 1.1248e-10 1.1966e-21 1.4292e-37 0.0000e+00 0.0000e+00
5.6947e+03 2.9258e-20 4.3079e-12 2.4441e-05 9.9951e-01 4.6598e-04 3.5621e-11 1.7213e-22 7.7114e-39 0.0000e+00 0.0000e+00
6.0522e+03 3.6428e-20 5.2775e-12 2.8831e-05 9.9971e-01 2.5872e-04 9.3720e-12 1.8201e-23 2.6342e-40 0.0000e+00 0.0000e+00
6.4323e+03 5.0557e-20 7.1599e-12 3.6832e-05 9.9985e-01 1.0876e-04 1.3126e-12 6.6675e-25 1.8301e-42 0.0000e+00 0.0000e+00
6.8362e+03 8.3697e-20 1.1449e-11 5.3220e-05 9.9992e-01 3.0200e-05 7.1897e-14 5.0512e-27 1.4013e-45 0.0000e+00 0.0000e+00
7.2654e+03 1.6417e-19 2.1325e-11 8.5201e-05 9.9991e-01 6.1647e-06 1.9706e-15 1.2038e-29 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 4.2681e-19 5.1421e-11 1.6241e-04 9.9984e-01 7.3709e-07 1.6186e-17 3.8261e-33 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.9924e-18 2.0871e-10 4.3453e-04 9.9957e-01 3.2971e-08 1.4616e-20 3.0639e-38 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 2.7103e-17 2.2867e-09 2.2358e-03 9.9776e-01 2.0103e-10 1.4884e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 2.3545e-15 1.4764e-07 3.6726e-02 9.6327e-01 2.8252e-14 3.2158e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.2164e-12 3.6601e-05 7.9544e-01 2.0452e-01 6.0038e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.2426e-11 2.3164e-04 9.8897e-01 1.0799e-02 2.1238e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 8.4457e-11 9.9756e-04 9.9837e-01 6.3132e-04 2.0328e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 5.1322e-10 3.7883e-03 9.9617e-01 4.6064e-05 5.1774e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 4.8037e-09 1.8626e-02 9.8137e-01 2.0555e-06 2.1574e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 4.6518e-08 8.9321e-02 9.1068e-01 8.1646e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.2468e-07 3.1680e-01 6.8320e-01 3.0317e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.2471e-06 6.6344e-01 3.3656e-01 8.4226e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 2.9156e-06 8.8103e-01 1.1896e-01 2.1296e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 5.5697e-06 9.6187e-01 3.8125e-02 6.1994e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.0177e-05 9.8877e-01 1.1219e-02 1.5645e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.7534e-05 9.9670e-01 3.2823e-03 3.7434e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 2.6842e-05 9.9897e-01 1.0049e-03 8.6869e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 4.5565e-05 9.9969e-01 2.6378e-04 1.3381e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 9.8558e-05 9.9986e-01 4.2567e-05 4.8557e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 3.5915e-04 9.9964e-01 2.0730e-06 4.3167e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.6512e-03 9.9835e-01 5.7584e-08 6.3305e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 5.3793e-03 9.9462e-01 3.4484e-09 9.5862e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.3278e-02 9.8672e-01 3.0640e-10 4.0364e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 2.9255e-02 9.7075e-01 2.9532e-11 1.9394e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 3.4701e-02 9.6530e-01 1.4685e-11 1.7516e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 5.8918e-02 9.4108e-01 2.9102e-12 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 5.7715e-02 9.4228e-01 2.3091e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.0476e-02 9.0952e-01 5.3706e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.4144e-01 8.5856e-01 1.3872e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 2.4035e-01 7.5965e-01 2.7950e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.0077e-02 9.4992e-01 1.2493e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 2.8374e-01 7.1626e-01 1.1985e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
