#NTIMES:    60
#NSTAGES:     5
#TIMES[d]:     2.000    2.001    2.002    2.003    2.005    2.010    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   37.960   41.760   45.940   50.530   55.580   61.140   67.250   73.970   81.370   89.510   98.460  108.300  118.000  128.000  138.000  148.000  158.000  168.000  180.000  190.000  200.000
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           si0           si1           si2           si3           si4
    1.980279E+03   1.0000E-099   4.3392E-024   1.8449E-015   2.3117E-007   1.0000E+000
    2.170289E+03   1.0000E-099   5.3482E-024   2.1473E-015   2.4129E-007   1.0000E+000
    2.378531E+03   1.0000E-099   7.3329E-024   2.6968E-015   2.5981E-007   1.0000E+000
    2.606754E+03   1.0000E-099   1.1865E-023   3.8102E-015   2.9412E-007   1.0000E+000
    2.858101E+03   1.0000E-099   2.4774E-023   6.4657E-015   3.6152E-007   1.0000E+000
    3.109243E+03   1.0000E-099   7.0238E-023   1.3715E-014   4.9664E-007   1.0000E+000
    3.316877E+03   1.0000E-099   2.2975E-022   3.2557E-014   7.3778E-007   1.0000E+000
    3.485311E+03   1.0000E-099   8.3365E-022   8.4020E-014   1.1729E-006   1.0000E+000
    3.622380E+03   1.0000E-099   3.2387E-021   2.3071E-013   1.9787E-006   1.0000E+000
    3.733454E+03   1.0000E-099   1.3039E-020   6.5846E-013   3.4884E-006   1.0000E+000
    3.831415E+03   1.0000E-099   6.0701E-020   2.1246E-012   6.7064E-006   9.9999E-001
    3.916769E+03   1.0000E-099   3.2435E-019   7.7262E-012   1.4004E-005   9.9999E-001
    3.987480E+03   1.0000E-099   1.8282E-018   2.9692E-011   3.0487E-005   9.9997E-001
    4.048227E+03   1.0000E-099   1.1541E-017   1.2627E-010   7.0799E-005   9.9993E-001
    4.101072E+03   1.0000E-099   8.4624E-017   6.1110E-010   1.7775E-004   9.9982E-001
    4.146681E+03   1.0000E-099   7.1564E-016   3.3428E-009   4.7968E-004   9.9952E-001
    4.185285E+03   1.0000E-099   6.5566E-015   1.9656E-008   1.3501E-003   9.9865E-001
    4.219120E+03   1.0000E-099   6.9733E-014   1.3120E-007   4.0877E-003   9.9591E-001
    4.249228E+03   1.0000E-099   9.1891E-013   1.0443E-006   1.3661E-002   9.8634E-001
    4.275678E+03   1.0000E-099   1.4294E-011   9.5283E-006   4.8895E-002   9.5110E-001
    4.299131E+03   1.0000E-099   2.4351E-010   9.3154E-005   1.7481E-001   8.2509E-001
    4.318709E+03   1.0000E-099   3.1821E-009   7.0404E-004   4.7392E-001   5.2537E-001
    4.336485E+03   1.0000E-099   3.0799E-008   3.7347E-003   8.1196E-001   1.8430E-001
    4.351981E+03   1.0000E-099   2.4010E-007   1.4912E-002   9.4595E-001   3.9139E-002
    4.364624E+03   1.0000E-099   1.7854E-006   5.4766E-002   9.3879E-001   6.4393E-003
    4.374888E+03   1.0000E-099   1.2615E-005   1.8827E-001   8.1089E-001   8.3145E-004
    4.383476E+03   1.0000E-099   6.7278E-005   4.9033E-001   5.0953E-001   7.3602E-005
    4.391667E+03   1.0000E-099   2.4640E-004   8.2061E-001   1.7914E-001   3.0513E-006
    4.399102E+03   1.0000E-099   6.6693E-004   9.5850E-001   4.0837E-002   7.6048E-008
    4.405747E+03   1.0000E-099   1.7056E-003   9.9094E-001   7.3547E-003   1.3081E-009
    4.412008E+03   1.0000E-099   4.8588E-003   9.9418E-001   9.6469E-004   1.1213E-011
    4.417791E+03   1.0000E-099   1.4782E-002   9.8512E-001   1.0226E-004   5.8759E-014
    4.423266E+03   1.0000E-099   4.5722E-002   9.5427E-001   9.5643E-006   2.3662E-016
    4.428324E+03   1.0000E-099   1.3562E-001   8.6438E-001   7.9782E-007   8.0458E-019
    4.433005E+03   1.0000E-099   3.4145E-001   6.5855E-001   5.3000E-008   2.0246E-021
