#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
2.7638e+04 6.0357e-09 6.7090e-01 3.2910e-01 6.1927e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 3.5982e-07 9.9992e-01 7.7581e-05 3.6787e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 5.5914e-07 9.9998e-01 1.4523e-05 1.5740e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 5.1702e-08 9.9800e-01 1.9952e-03 2.2999e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 3.0147e-07 9.9999e-01 1.2891e-05 3.5530e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 2.4245e-07 9.9999e-01 1.0034e-05 9.7448e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 2.6165e-07 1.0000e+00 4.2721e-06 4.7505e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 2.2247e-07 1.0000e+00 4.0808e-06 3.0524e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 2.9430e-07 1.0000e+00 1.3073e-06 7.3894e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 2.6536e-07 1.0000e+00 9.8213e-07 2.1687e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.6842e-07 1.0000e+00 1.6731e-06 7.1753e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 2.2608e-07 1.0000e+00 4.6078e-07 1.0271e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 2.2649e-07 1.0000e+00 2.7196e-07 1.4864e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 2.1022e-07 1.0000e+00 1.9601e-07 3.9460e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 2.3386e-07 1.0000e+00 9.3130e-08 3.0778e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.8552e-07 1.0000e+00 9.8610e-08 2.5810e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 2.0726e-07 1.0000e+00 4.6875e-08 2.0355e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 1.6505e-07 1.0000e+00 4.9551e-08 1.7085e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.6906e-07 1.0000e+00 2.9050e-08 2.5184e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 9.8665e-08 1.0000e+00 6.3997e-08 1.8548e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 5.5009e-08 1.0000e+00 1.5967e-07 1.9975e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.5091e-07 1.0000e+00 9.2905e-09 3.2300e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 3.3929e-08 1.0000e+00 2.0081e-07 2.0720e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 3.3833e-08 1.0000e+00 1.2828e-07 4.0003e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 3.3064e-08 1.0000e+00 8.7778e-08 9.6143e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 2.5707e-08 1.0000e+00 1.0617e-07 1.2705e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 4.5677e-08 1.0000e+00 1.8433e-08 5.4735e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 4.4081e-08 1.0000e+00 1.4084e-08 1.9324e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 4.7626e-08 1.0000e+00 8.5430e-09 3.5453e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 4.9868e-08 1.0000e+00 5.7943e-09 9.2486e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 3.2356e-08 1.0000e+00 1.2532e-08 7.5810e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 4.9646e-08 1.0000e+00 3.7747e-09 1.9618e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.1726e-07 1.0000e+00 4.1775e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.6901e-07 1.0000e+00 1.5711e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.6626e-07 1.0000e+00 1.6014e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 8.5152e-08 1.0000e+00 7.9798e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 8.5997e-08 1.0000e+00 8.3232e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 6.8781e-08 1.0000e+00 1.1343e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 4.3862e-08 1.0000e+00 9.8882e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 17.6886
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
4.4010e+02 1.0551e-24 1.2099e-13 4.5532e-05 9.4647e-01 5.3480e-02 1.5835e-09 1.2368e-24 0.0000e+00 0.0000e+00 0.0000e+00
8.8623e+02 5.0235e-19 6.7261e-10 3.2383e-03 9.9579e-01 9.7357e-04 5.9076e-13 1.2054e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.0614e+02 2.9276e-19 4.1800e-10 2.3637e-03 9.9606e-01 1.5761e-03 1.8527e-12 9.4668e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.4442e+02 2.0011e-19 2.9884e-10 1.8922e-03 9.9589e-01 2.2145e-03 4.1551e-12 4.0621e-28 0.0000e+00 0.0000e+00 0.0000e+00
9.9911e+02 1.5070e-19 2.3268e-10 1.6026e-03 9.9554e-01 2.8534e-03 7.5895e-12 1.2039e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.0608e+03 1.1413e-19 1.8210e-10 1.3619e-03 9.9498e-01 3.6555e-03 1.3679e-11 3.4822e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1257e+03 9.1399e-20 1.4953e-10 1.1940e-03 9.9434e-01 4.4691e-03 2.2082e-11 8.2675e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1944e+03 7.1877e-20 1.2074e-10 1.0347e-03 9.9340e-01 5.5612e-03 3.7206e-11 2.1218e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.2673e+03 5.5426e-20 9.5524e-11 8.8293e-04 9.9202e-01 7.0959e-03 6.6707e-11 6.1091e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.3448e+03 4.2905e-20 7.5269e-11 7.4839e-04 9.9006e-01 9.1920e-03 1.2462e-10 1.9079e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.4269e+03 3.1975e-20 5.7014e-11 6.1576e-04 9.8690e-01 1.2488e-02 2.6209e-10 7.4204e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.5140e+03 2.2418e-20 4.1539e-11 4.9718e-04 9.8232e-01 1.7188e-02 5.6471e-10 2.9751e-24 4.2039e-45 0.0000e+00 0.0000e+00
1.6065e+03 1.4331e-20 2.8390e-11 3.8782e-04 9.7519e-01 2.4423e-02 1.3041e-09 1.3317e-23 4.7644e-44 0.0000e+00 0.0000e+00
1.7047e+03 9.3535e-21 1.9554e-11 3.0209e-04 9.6490e-01 3.4794e-02 3.0632e-09 6.2188e-23 5.1988e-43 0.0000e+00 0.0000e+00
1.8088e+03 6.1098e-21 1.3402e-11 2.3347e-04 9.4999e-01 4.9776e-02 7.3404e-09 3.0358e-22 6.0928e-42 0.0000e+00 0.0000e+00
1.9193e+03 3.9255e-21 9.0862e-12 1.7908e-04 9.2920e-01 7.0621e-02 1.7365e-08 1.4493e-21 6.8907e-41 0.0000e+00 0.0000e+00
2.0365e+03 2.5646e-21 6.2395e-12 1.3809e-04 9.0219e-01 9.7675e-02 3.9093e-08 6.3706e-21 6.8952e-40 0.0000e+00 0.0000e+00
2.1609e+03 1.6417e-21 4.2397e-12 1.0584e-04 8.6769e-01 1.3221e-01 8.4302e-08 2.5904e-20 6.0975e-39 0.0000e+00 0.0000e+00
2.2929e+03 1.0346e-21 2.8952e-12 8.2065e-05 8.2956e-01 1.7036e-01 1.6118e-07 8.3696e-20 3.7183e-38 0.0000e+00 0.0000e+00
2.4330e+03 6.8580e-22 2.0720e-12 6.5711e-05 7.9214e-01 2.0779e-01 2.7046e-07 2.1359e-19 1.5716e-37 0.0000e+00 0.0000e+00
2.5816e+03 5.2510e-22 1.6711e-12 5.6987e-05 7.6649e-01 2.3345e-01 3.6830e-07 3.7357e-19 3.7094e-37 0.0000e+00 0.0000e+00
2.7393e+03 4.5998e-22 1.5130e-12 5.3600e-05 7.5603e-01 2.4392e-01 4.1210e-07 4.5425e-19 4.9636e-37 0.0000e+00 0.0000e+00
2.9067e+03 4.5518e-22 1.5461e-12 5.5500e-05 7.6654e-01 2.3341e-01 3.5766e-07 3.3892e-19 3.0413e-37 0.0000e+00 0.0000e+00
3.0842e+03 4.6795e-22 1.6808e-12 6.1115e-05 7.9176e-01 2.0818e-01 2.5190e-07 1.6705e-19 9.4665e-38 0.0000e+00 0.0000e+00
3.2726e+03 5.1591e-22 1.9884e-12 7.2379e-05 8.3046e-01 1.6947e-01 1.3799e-07 5.0755e-20 1.3539e-38 0.0000e+00 0.0000e+00
3.4725e+03 6.2446e-22 2.5716e-12 9.1373e-05 8.7433e-01 1.2558e-01 5.9922e-08 1.0062e-20 9.9233e-40 0.0000e+00 0.0000e+00
3.6846e+03 8.1855e-22 3.6074e-12 1.2226e-04 9.1647e-01 8.3407e-02 2.0047e-08 1.2382e-21 3.4489e-41 0.0000e+00 0.0000e+00
3.9097e+03 9.6648e-22 4.7027e-12 1.5643e-04 9.4399e-01 5.5855e-02 6.9278e-09 1.6052e-22 1.2850e-42 0.0000e+00 0.0000e+00
4.1484e+03 1.4481e-21 7.1384e-12 2.1441e-04 9.6512e-01 3.4663e-02 2.0886e-09 1.7249e-23 3.7835e-44 0.0000e+00 0.0000e+00
4.4019e+03 3.0516e-21 1.3691e-11 3.3106e-04 9.8100e-01 1.8668e-02 4.7132e-10 1.1746e-24 0.0000e+00 0.0000e+00 0.0000e+00
4.6708e+03 6.0357e-21 2.5778e-11 5.1330e-04 9.8997e-01 9.5135e-03 9.2193e-11 5.9930e-26 0.0000e+00 0.0000e+00 0.0000e+00
4.9561e+03 8.4653e-21 3.8600e-11 7.0837e-04 9.9391e-01 5.3837e-03 2.2321e-11 4.1978e-27 0.0000e+00 0.0000e+00 0.0000e+00
5.2588e+03 1.2300e-20 6.0096e-11 1.0060e-03 9.9611e-01 2.8863e-03 4.7462e-12 2.3084e-28 0.0000e+00 0.0000e+00 0.0000e+00
5.5800e+03 2.2058e-20 1.0814e-10 1.5394e-03 9.9704e-01 1.4239e-03 8.5006e-13 9.6664e-30 0.0000e+00 0.0000e+00 0.0000e+00
5.9209e+03 4.6579e-20 2.2259e-10 2.5606e-03 9.9682e-01 6.2162e-04 1.1480e-13 2.4493e-31 0.0000e+00 0.0000e+00 0.0000e+00
6.2825e+03 1.0259e-19 4.7495e-10 4.3570e-03 9.9538e-01 2.6164e-04 1.4254e-14 5.3257e-33 0.0000e+00 0.0000e+00 0.0000e+00
6.6663e+03 2.6378e-19 1.1405e-09 7.9373e-03 9.9196e-01 1.0021e-04 1.4342e-15 8.0414e-35 0.0000e+00 0.0000e+00 0.0000e+00
7.0735e+03 7.8667e-19 3.1263e-09 1.5778e-02 9.8419e-01 3.3150e-05 1.0246e-16 6.5164e-37 0.0000e+00 0.0000e+00 0.0000e+00
7.5056e+03 2.6042e-18 9.6787e-09 3.4406e-02 9.6559e-01 9.0163e-06 4.5888e-18 2.2068e-39 0.0000e+00 0.0000e+00 0.0000e+00
7.9641e+03 1.0980e-17 3.6804e-08 8.4882e-02 9.1512e-01 1.8627e-06 1.1240e-19 2.5630e-42 0.0000e+00 0.0000e+00 0.0000e+00
8.4505e+03 7.5362e-17 2.0751e-07 2.5628e-01 7.4372e-01 1.9357e-07 6.7143e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 6.8065e-16 1.4217e-06 7.0687e-01 2.9313e-01 3.5467e-09 1.7139e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 4.8708e-15 6.7786e-06 9.7145e-01 2.8546e-02 5.3194e-12 7.7017e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 4.7360e-14 3.4323e-05 9.9879e-01 1.1804e-03 1.5080e-15 2.2435e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 4.1783e-13 1.5956e-04 9.9979e-01 5.2931e-05 5.4026e-19 1.0089e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 2.2322e-12 5.3945e-04 9.9946e-01 4.0535e-06 7.1451e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 9.7915e-12 1.6514e-03 9.9835e-01 3.3988e-07 1.1185e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 3.9742e-11 4.7812e-03 9.9522e-01 3.1663e-08 2.2868e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 1.4493e-10 1.2672e-02 9.8733e-01 3.5826e-09 7.8494e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 4.0550e-10 2.8003e-02 9.7200e-01 5.6399e-10 6.2908e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 7.9445e-10 4.8070e-02 9.5193e-01 1.4640e-10 1.8353e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.7886e-09 8.2749e-02 9.1725e-01 4.5260e-11 9.7579e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 5.2273e-09 1.5497e-01 8.4503e-01 1.2802e-11 4.9944e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.3251e-08 3.4629e-01 6.5371e-01 1.7673e-12 5.8471e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 5.7806e-08 5.4998e-01 4.5002e-01 2.6472e-13 8.7826e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 1.0163e-07 7.0828e-01 2.9172e-01 4.4395e-14 1.8022e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.2803e-07 7.8558e-01 2.1442e-01 1.3077e-14 1.2079e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.2605e-07 8.0621e-01 1.9379e-01 7.7237e-15 3.3351e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.3125e-07 8.3255e-01 1.6745e-01 4.1348e-15 7.8473e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.4194e-07 8.6207e-01 1.3793e-01 1.9533e-15 1.5414e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.4631e-07 8.7803e-01 1.2197e-01 1.1936e-15 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.5687e-07 8.9926e-01 1.0074e-01 5.8998e-16 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.6828e-07 9.1941e-01 8.0588e-02 2.6086e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.7935e-07 9.4016e-01 5.9844e-02 8.6181e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.8527e-07 9.5955e-01 4.0449e-02 1.9108e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 2.0759e-07 9.7607e-01 2.3935e-02 3.0151e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 2.5859e-07 9.8933e-01 1.0666e-02 2.0147e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.7983e-07 9.8451e-01 1.5492e-02 4.4218e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.4451e-07 9.9467e-01 5.3258e-03 1.3274e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 4.4519e-07 9.9905e-01 9.4700e-04 5.8287e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 7.9330e-07 9.9986e-01 1.3421e-04 1.0897e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 7.9029e-07 9.9992e-01 8.0479e-05 1.6188e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 8.3989e-07 9.9996e-01 4.1358e-05 1.5185e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 3.1677e-08 9.3461e-01 6.5388e-02 5.9326e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 2.4028e-08 9.1745e-01 8.2549e-02 9.5278e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.0619e-06 9.9999e-01 6.8297e-06 2.8727e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 6.1375e-07 9.9998e-01 2.3636e-05 1.1184e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 4.1925e-07 9.9995e-01 4.7374e-05 7.6742e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 2.1004e-07 9.9984e-01 1.6047e-04 2.1726e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 5.3718e-07 9.9999e-01 6.6488e-06 8.1918e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 2.7472e-07 9.9998e-01 1.4930e-05 5.2221e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 2.7743e-07 9.9999e-01 6.5280e-06 2.5043e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 2.5031e-07 1.0000e+00 4.3697e-06 4.7912e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 3.1301e-07 1.0000e+00 1.6033e-06 1.7371e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 2.3982e-07 1.0000e+00 1.9790e-06 2.4100e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 2.2654e-07 1.0000e+00 1.3236e-06 4.9837e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 3.0987e-07 1.0000e+00 3.5057e-07 6.3771e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 2.4187e-07 1.0000e+00 3.5988e-07 4.6391e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 2.1890e-07 1.0000e+00 2.7067e-07 1.3799e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.8992e-07 1.0000e+00 2.2887e-07 5.8820e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.8133e-07 1.0000e+00 1.5569e-07 1.3253e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.6201e-07 1.0000e+00 1.2458e-07 4.8513e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.5546e-07 1.0000e+00 8.4534e-08 1.0938e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 1.8061e-07 1.0000e+00 3.6835e-08 6.7016e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.1283e-07 1.0000e+00 6.8855e-08 3.0294e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.9215e-07 1.0000e+00 1.2306e-08 1.3459e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.9958e-07 1.0000e+00 7.0302e-09 1.8511e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 5.8280e-08 1.0000e+00 7.9664e-08 1.7255e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.4372e-07 1.0000e+00 6.0632e-09 6.2638e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.2676e-07 1.0000e+00 5.2251e-09 2.9567e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.0802e-07 1.0000e+00 4.9668e-09 1.8918e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 8.6960e-08 1.0000e+00 5.4937e-09 1.9058e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 5.2776e-08 1.0000e+00 1.2062e-08 1.4770e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 4.5200e-08 1.0000e+00 1.2188e-08 1.1883e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 4.1895e-08 1.0000e+00 1.0581e-08 6.2498e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 3.2824e-08 1.0000e+00 1.4145e-08 1.2065e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
