#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
3272.56 3.17e-29 2.35e-21 5.27e-15 5.63e-09 1.80e-04 1.02e-01 8.98e-01 
3472.46 2.54e-29 2.11e-21 5.17e-15 5.95e-09 1.96e-04 1.10e-01 8.90e-01 
3684.57 1.92e-29 1.82e-21 4.91e-15 6.16e-09 2.13e-04 1.20e-01 8.80e-01 
3909.64 1.19e-29 1.31e-21 4.02e-15 5.70e-09 2.15e-04 1.28e-01 8.72e-01 
4148.46 1.33e-29 1.58e-21 5.13e-15 7.43e-09 2.73e-04 1.51e-01 8.49e-01 
4401.86 3.08e-29 3.47e-21 1.06e-14 1.39e-08 4.35e-04 1.93e-01 8.07e-01 
4670.75 6.56e-29 7.28e-21 2.14e-14 2.56e-08 6.86e-04 2.42e-01 7.57e-01 
4956.05 7.13e-29 8.82e-21 2.79e-14 3.41e-08 8.75e-04 2.77e-01 7.22e-01 
5258.79 6.46e-29 8.78e-21 3.03e-14 3.91e-08 1.00e-03 3.00e-01 6.99e-01 
5580.02 9.74e-29 1.40e-20 4.95e-14 6.17e-08 1.42e-03 3.54e-01 6.45e-01 
5920.87 1.42e-28 2.21e-20 8.10e-14 9.76e-08 2.02e-03 4.17e-01 5.81e-01 
6282.54 2.27e-28 3.64e-20 1.36e-13 1.58e-07 2.92e-03 4.92e-01 5.05e-01 
6666.30 4.58e-28 7.63e-20 2.83e-13 3.02e-07 4.64e-03 5.88e-01 4.07e-01 
7073.50 9.63e-28 1.60e-19 5.79e-13 5.68e-07 7.33e-03 6.88e-01 3.05e-01 
7505.58 2.07e-27 3.72e-19 1.35e-12 1.19e-06 1.22e-02 7.92e-01 1.96e-01 
7964.05 8.17e-27 1.53e-18 5.33e-12 3.78e-06 2.53e-02 8.84e-01 9.10e-02 
8450.53 6.58e-26 1.21e-17 3.75e-11 1.88e-05 6.70e-02 9.06e-01 2.71e-02 
8966.72 5.14e-25 9.36e-17 2.53e-10 8.59e-05 1.60e-01 8.33e-01 6.64e-03 
9514.44 7.34e-24 1.28e-15 2.76e-09 5.41e-04 4.18e-01 5.81e-01 7.35e-04 
10095.62 2.51e-22 4.07e-14 6.03e-08 4.83e-03 8.50e-01 1.45e-01 1.13e-05 
10712.30 1.29e-20 1.80e-12 1.65e-06 4.06e-02 9.49e-01 1.01e-02 2.49e-08 
11366.65 1.24e-18 1.55e-10 7.44e-05 3.88e-01 6.12e-01 1.39e-04 9.10e-13 
12061.10 6.04e-17 7.36e-09 1.58e-03 9.62e-01 3.61e-02 2.15e-08 1.04e-19 
12793.43 2.61e-15 2.96e-07 2.37e-02 9.76e-01 4.29e-04 3.41e-13 4.98e-28 
13528.61 2.10e-13 1.93e-05 3.98e-01 6.02e-01 1.11e-06 4.05e-19 2.50e-32 
14194.74 2.24e-12 1.78e-04 9.44e-01 5.57e-02 2.92e-10 1.11e-26 3.07e-33 
14757.77 1.05e-11 6.60e-04 9.96e-01 3.72e-03 1.79e-13 1.11e-32 3.11e-32 
15240.48 5.27e-11 2.26e-03 9.97e-01 3.14e-04 2.08e-16 2.93e-37 1.35e-32 
15646.99 2.78e-10 7.22e-03 9.93e-01 2.49e-05 3.06e-19 4.19e-37 6.48e-35 
15960.30 1.97e-09 2.54e-02 9.75e-01 2.36e-06 5.41e-22 5.16e-37 6.71e-36 
16187.41 8.84e-09 7.42e-02 9.26e-01 3.88e-07 4.32e-24 7.66e-37 6.97e-36 
16354.17 2.70e-08 1.71e-01 8.29e-01 3.42e-08 1.81e-26 1.15e-36 5.02e-37 
16484.18 4.72e-08 2.46e-01 7.54e-01 9.41e-09 9.74e-28 1.70e-36 7.46e-37 
16593.12 5.79e-08 2.96e-01 7.04e-01 2.57e-09 2.81e-29 2.41e-36 1.06e-36 
16691.99 7.78e-08 3.99e-01 6.01e-01 1.62e-09 8.55e-30 3.17e-36 1.39e-36 
16788.59 1.09e-07 5.29e-01 4.71e-01 2.25e-10 9.30e-32 4.00e-36 1.76e-36 
16888.37 1.10e-07 5.51e-01 4.49e-01 1.55e-10 3.77e-32 5.05e-36 2.23e-36 
16998.79 1.59e-07 6.96e-01 3.04e-01 2.04e-11 3.62e-34 6.57e-36 2.91e-36 
17146.37 2.19e-07 7.43e-01 2.57e-01 1.42e-11 1.08e-34 8.94e-36 3.97e-36 
17415.23 2.94e-07 9.09e-01 9.12e-02 1.44e-13 2.36e-35 1.37e-35 6.12e-36 
17888.12 4.30e-07 9.75e-01 2.49e-02 2.05e-15 4.61e-35 2.70e-35 1.21e-35 
18532.37 6.66e-07 9.94e-01 5.59e-03 5.42e-17 7.74e-35 4.58e-35 2.08e-35 
19260.76 7.78e-07 9.99e-01 9.30e-04 3.97e-19 1.17e-34 6.98e-35 3.19e-35 
20034.10 7.90e-07 1.00e+00 2.90e-04 1.97e-22 1.74e-34 1.05e-34 4.82e-35 
20838.00 1.09e-06 1.00e+00 7.36e-05 2.42e-24 2.54e-34 1.53e-34 7.10e-35 
21647.97 1.26e-06 1.00e+00 1.20e-05 3.13e-27 3.52e-34 2.13e-34 9.93e-35 
22447.94 1.44e-06 1.00e+00 1.09e-05 1.32e-27 5.18e-34 3.14e-34 1.47e-34 
23245.88 1.54e-06 1.00e+00 1.80e-06 1.61e-30 7.92e-34 4.82e-34 2.27e-34 
24052.47 1.82e-06 1.00e+00 5.71e-06 4.75e-29 1.22e-33 7.46e-34 3.54e-34 
24867.72 2.09e-06 1.00e+00 2.67e-07 2.36e-32 1.89e-33 1.15e-33 5.51e-34 
25698.86 2.21e-06 1.00e+00 9.80e-08 5.05e-33 2.92e-33 1.79e-33 8.54e-34 
26587.16 2.48e-06 1.00e+00 4.74e-08 7.52e-33 4.35e-33 2.66e-33 1.28e-33 
27637.54 2.74e-06 1.00e+00 9.35e-09 1.01e-32 5.85e-33 3.59e-33 1.74e-33 
28986.97 2.61e-06 1.00e+00 2.71e-09 1.24e-32 7.16e-33 4.40e-33 2.14e-33 
#TIME: 4.49 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 2.45e-18 3.96e-11 7.72e-06 4.70e-02 8.92e-01 6.05e-02 4.69e-06 
999.11 9.39e-20 1.91e-12 6.47e-07 1.01e-02 7.48e-01 2.42e-01 1.58e-04 
1267.34 2.62e-21 6.61e-14 3.24e-08 1.19e-03 3.46e-01 6.49e-01 4.63e-03 
1514.05 1.63e-22 4.51e-15 2.77e-09 1.79e-04 1.29e-01 8.37e-01 3.33e-02 
1808.80 1.27e-23 4.08e-16 3.16e-10 3.39e-05 5.05e-02 8.32e-01 1.17e-01 
1919.29 1.07e-24 3.56e-17 3.13e-11 5.39e-06 1.66e-02 6.93e-01 2.90e-01 
2160.92 8.50e-26 3.37e-18 3.68e-12 1.04e-06 5.93e-03 4.94e-01 5.00e-01 
2292.92 2.49e-27 1.05e-19 1.32e-13 7.09e-08 1.05e-03 2.52e-01 7.47e-01 
2432.98 8.45e-28 3.91e-20 5.59e-14 3.56e-08 6.46e-04 1.99e-01 8.01e-01 
2581.60 3.70e-28 1.92e-20 3.06e-14 2.18e-08 4.53e-04 1.64e-01 8.36e-01 
2739.29 1.80e-28 1.02e-20 1.77e-14 1.41e-08 3.31e-04 1.38e-01 8.62e-01 
2906.62 1.09e-28 6.78e-21 1.27e-14 1.09e-08 2.78e-04 1.25e-01 8.75e-01 
3084.17 7.28e-29 5.00e-21 1.02e-14 9.57e-09 2.59e-04 1.22e-01 8.78e-01 
3272.56 4.13e-29 3.16e-21 7.19e-15 7.58e-09 2.28e-04 1.16e-01 8.84e-01 
3472.46 3.35e-29 2.81e-21 6.98e-15 7.95e-09 2.48e-04 1.25e-01 8.74e-01 
3684.57 2.59e-29 2.47e-21 6.75e-15 8.38e-09 2.73e-04 1.38e-01 8.62e-01 
3909.64 1.57e-29 1.77e-21 5.56e-15 7.83e-09 2.79e-04 1.47e-01 8.52e-01 
4148.46 1.77e-29 2.16e-21 7.12e-15 1.02e-08 3.54e-04 1.73e-01 8.26e-01 
4401.86 3.98e-29 4.58e-21 1.42e-14 1.85e-08 5.48e-04 2.18e-01 7.82e-01 
4670.75 8.42e-29 9.75e-21 2.94e-14 3.48e-08 8.74e-04 2.74e-01 7.25e-01 
4956.05 9.07e-29 1.14e-20 3.70e-14 4.49e-08 1.09e-03 3.09e-01 6.90e-01 
5258.79 8.18e-29 1.15e-20 4.05e-14 5.15e-08 1.24e-03 3.33e-01 6.66e-01 
5580.02 1.24e-28 1.86e-20 6.75e-14 8.29e-08 1.79e-03 3.93e-01 6.05e-01 
5920.87 1.87e-28 2.94e-20 1.09e-13 1.30e-07 2.53e-03 4.61e-01 5.36e-01 
6282.54 2.91e-28 4.83e-20 1.84e-13 2.10e-07 3.61e-03 5.35e-01 4.61e-01 
6666.30 5.46e-28 9.11e-20 3.42e-13 3.69e-07 5.50e-03 6.27e-01 3.68e-01 
7073.50 1.21e-27 2.07e-19 7.59e-13 7.32e-07 8.81e-03 7.27e-01 2.64e-01 
7505.58 2.70e-27 5.09e-19 1.88e-12 1.60e-06 1.49e-02 8.25e-01 1.60e-01 
7964.05 1.13e-26 2.23e-18 7.90e-12 5.34e-06 3.17e-02 8.98e-01 7.03e-02 
8450.53 8.94e-26 1.73e-17 5.42e-11 2.57e-05 8.14e-02 8.98e-01 2.03e-02 
8966.72 7.17e-25 1.35e-16 3.64e-10 1.17e-04 1.92e-01 8.03e-01 4.69e-03 
9514.44 1.00e-23 1.85e-15 3.97e-09 7.18e-04 4.74e-01 5.25e-01 4.80e-04 
10095.62 3.55e-22 5.79e-14 8.47e-08 6.15e-03 8.84e-01 1.10e-01 5.33e-06 
10712.30 1.88e-20 2.68e-12 2.41e-06 5.19e-02 9.41e-01 6.82e-03 6.16e-09 
11366.65 1.64e-18 2.12e-10 9.83e-05 4.50e-01 5.50e-01 7.40e-05 2.81e-13 
12061.10 7.12e-17 9.00e-09 1.87e-03 9.71e-01 2.71e-02 4.72e-08 1.25e-19 
12793.43 3.30e-15 3.82e-07 2.87e-02 9.71e-01 3.70e-04 2.10e-13 1.53e-28 
13528.61 2.43e-13 2.30e-05 4.48e-01 5.52e-01 4.71e-07 8.62e-20 1.25e-32 
14194.74 2.28e-12 1.87e-04 9.51e-01 4.87e-02 1.90e-10 5.22e-27 3.64e-32 
14757.77 1.02e-11 6.66e-04 9.96e-01 3.37e-03 1.69e-13 7.31e-33 6.71e-32 
15240.48 5.03e-11 2.29e-03 9.97e-01 2.48e-04 1.31e-16 3.11e-37 5.92e-33 
15646.99 3.34e-10 8.51e-03 9.91e-01 2.93e-05 4.84e-19 4.45e-37 2.62e-34 
15960.30 2.14e-09 2.84e-02 9.72e-01 1.58e-06 2.03e-22 5.48e-37 1.44e-36 
16187.41 1.15e-08 9.43e-02 9.06e-01 2.12e-07 1.04e-24 8.15e-37 1.11e-36 
16354.17 2.79e-08 1.70e-01 8.30e-01 2.44e-08 7.92e-27 1.22e-36 5.34e-37 
16484.18 4.14e-08 2.40e-01 7.60e-01 8.65e-09 5.71e-28 1.81e-36 7.93e-37 
16593.12 5.43e-08 3.06e-01 6.94e-01 2.01e-09 1.90e-29 2.56e-36 1.13e-36 
16691.99 7.98e-08 4.20e-01 5.80e-01 7.44e-10 1.54e-30 3.37e-36 1.48e-36 
16788.59 9.66e-08 4.60e-01 5.40e-01 4.75e-10 3.92e-31 4.26e-36 1.88e-36 
16888.37 1.28e-07 6.21e-01 3.79e-01 7.86e-11 1.12e-32 5.36e-36 2.37e-36 
16998.79 1.59e-07 6.87e-01 3.13e-01 2.70e-11 6.23e-34 6.98e-36 3.09e-36 
17146.37 2.01e-07 7.94e-01 2.06e-01 1.17e-11 1.07e-34 9.50e-36 4.22e-36 
17415.23 2.91e-07 9.05e-01 9.53e-02 1.72e-13 2.51e-35 1.46e-35 6.51e-36 
17888.12 4.21e-07 9.69e-01 3.13e-02 7.64e-15 4.91e-35 2.87e-35 1.29e-35 
18532.37 6.53e-07 9.95e-01 5.22e-03 6.23e-17 8.24e-35 4.87e-35 2.21e-35 
19260.76 6.86e-07 9.99e-01 8.52e-04 7.89e-21 1.25e-34 7.43e-35 3.40e-35 
20034.10 7.26e-07 1.00e+00 2.53e-04 9.33e-23 1.85e-34 1.11e-34 5.13e-35 
20838.00 8.12e-07 1.00e+00 8.29e-05 1.28e-24 2.70e-34 1.63e-34 7.55e-35 
21647.97 1.37e-06 1.00e+00 3.11e-05 2.75e-26 3.74e-34 2.26e-34 1.06e-34 
22447.94 1.28e-06 1.00e+00 9.05e-06 1.10e-27 5.50e-34 3.34e-34 1.57e-34 
23245.88 1.49e-06 1.00e+00 2.04e-06 3.95e-29 8.42e-34 5.12e-34 2.42e-34 
24052.47 1.90e-06 1.00e+00 4.41e-07 2.25e-33 1.30e-33 7.94e-34 3.77e-34 
24867.72 2.12e-06 1.00e+00 2.78e-07 1.94e-32 2.01e-33 1.23e-33 5.86e-34 
25698.86 2.20e-06 1.00e+00 9.46e-08 5.36e-33 3.10e-33 1.90e-33 9.08e-34 
26587.16 2.46e-06 1.00e+00 2.95e-08 8.00e-33 4.63e-33 2.83e-33 1.36e-33 
27637.54 2.63e-06 1.00e+00 2.17e-08 1.08e-32 6.22e-33 3.82e-33 1.85e-33 
28986.97 2.16e-06 1.00e+00 6.14e-09 1.32e-32 7.61e-33 4.68e-33 2.28e-33 
#TIME: 4.58 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 1.15e-18 1.72e-11 4.02e-06 3.49e-02 8.86e-01 7.88e-02 8.67e-06 
999.11 5.79e-20 1.34e-12 4.97e-07 8.35e-03 7.03e-01 2.88e-01 2.57e-04 
1267.34 1.83e-21 4.94e-14 2.58e-08 1.01e-03 3.17e-01 6.76e-01 5.80e-03 
1514.05 1.27e-22 3.84e-15 2.49e-09 1.65e-04 1.23e-01 8.41e-01 3.61e-02 
1808.80 1.12e-23 3.85e-16 3.10e-10 3.37e-05 5.04e-02 8.33e-01 1.16e-01 
1919.29 8.75e-25 3.18e-17 2.95e-11 5.01e-06 1.56e-02 6.83e-01 3.01e-01 
2160.92 9.51e-26 4.07e-18 4.57e-12 1.19e-06 6.34e-03 5.12e-01 4.81e-01 
2292.92 2.56e-27 1.13e-19 1.47e-13 7.92e-08 1.15e-03 2.67e-01 7.32e-01 
2432.98 8.69e-28 4.40e-20 6.58e-14 4.12e-08 7.20e-04 2.11e-01 7.89e-01 
2581.60 4.14e-28 2.27e-20 3.72e-14 2.63e-08 5.27e-04 1.79e-01 8.21e-01 
2739.29 2.21e-28 1.31e-20 2.33e-14 1.81e-08 4.03e-04 1.54e-01 8.45e-01 
2906.62 1.40e-28 8.86e-21 1.69e-14 1.43e-08 3.44e-04 1.42e-01 8.58e-01 
3084.17 9.22e-29 6.45e-21 1.34e-14 1.25e-08 3.23e-04 1.38e-01 8.61e-01 
3272.56 5.34e-29 4.23e-21 9.84e-15 1.02e-08 2.90e-04 1.33e-01 8.66e-01 
3472.46 4.09e-29 3.58e-21 9.09e-15 1.03e-08 3.05e-04 1.41e-01 8.59e-01 
3684.57 3.33e-29 3.27e-21 9.13e-15 1.12e-08 3.44e-04 1.57e-01 8.43e-01 
3909.64 2.09e-29 2.43e-21 7.77e-15 1.08e-08 3.59e-04 1.70e-01 8.30e-01 
4148.46 2.32e-29 2.88e-21 9.69e-15 1.38e-08 4.49e-04 1.98e-01 8.02e-01 
4401.86 5.00e-29 6.07e-21 1.94e-14 2.48e-08 6.90e-04 2.46e-01 7.54e-01 
4670.75 1.07e-28 1.27e-20 3.94e-14 4.61e-08 1.09e-03 3.07e-01 6.92e-01 
4956.05 1.14e-28 1.48e-20 4.90e-14 5.88e-08 1.34e-03 3.42e-01 6.56e-01 
5258.79 1.04e-28 1.53e-20 5.54e-14 6.92e-08 1.56e-03 3.71e-01 6.27e-01 
5580.02 1.58e-28 2.46e-20 9.15e-14 1.11e-07 2.24e-03 4.37e-01 5.61e-01 
5920.87 2.38e-28 3.86e-20 1.47e-13 1.72e-07 3.11e-03 5.03e-01 4.94e-01 
6282.54 3.74e-28 6.52e-20 2.54e-13 2.83e-07 4.51e-03 5.82e-01 4.13e-01 
6666.30 6.57e-28 1.15e-19 4.41e-13 4.64e-07 6.49e-03 6.63e-01 3.30e-01 
7073.50 1.51e-27 2.72e-19 1.02e-12 9.52e-07 1.06e-02 7.63e-01 2.27e-01 
7505.58 3.51e-27 6.76e-19 2.53e-12 2.10e-06 1.81e-02 8.51e-01 1.31e-01 
7964.05 1.65e-26 3.39e-18 1.21e-11 7.79e-06 4.01e-02 9.07e-01 5.26e-02 
8450.53 1.20e-25 2.34e-17 7.41e-11 3.39e-05 9.69e-02 8.88e-01 1.53e-02 
8966.72 9.81e-25 1.89e-16 5.13e-10 1.55e-04 2.26e-01 7.71e-01 3.37e-03 
9514.44 1.44e-23 2.70e-15 5.77e-09 9.64e-04 5.40e-01 4.58e-01 2.82e-04 
10095.62 4.67e-22 7.91e-14 1.14e-07 7.57e-03 9.06e-01 8.67e-02 3.01e-06 
10712.30 2.61e-20 3.84e-12 3.37e-06 6.46e-02 9.30e-01 4.97e-03 2.39e-09 
11366.65 2.13e-18 2.86e-10 1.28e-04 5.14e-01 4.86e-01 5.15e-05 1.11e-13 
12061.10 9.86e-17 1.29e-08 2.56e-03 9.80e-01 1.72e-02 2.91e-09 3.64e-21 
12793.43 4.02e-15 4.78e-07 3.43e-02 9.65e-01 2.29e-04 7.10e-14 2.27e-29 
13528.61 2.72e-13 2.67e-05 4.93e-01 5.07e-01 4.33e-07 5.47e-20 3.95e-32 
14194.74 2.37e-12 2.02e-04 9.60e-01 4.03e-02 1.19e-10 1.02e-26 1.61e-31 
14757.77 1.08e-11 7.33e-04 9.97e-01 2.57e-03 5.31e-14 1.14e-33 1.67e-32 
15240.48 5.20e-11 2.34e-03 9.97e-01 2.60e-04 1.57e-16 3.31e-37 8.48e-33 
15646.99 3.19e-10 8.45e-03 9.92e-01 2.07e-05 2.01e-19 4.73e-37 3.94e-35 
15960.30 2.22e-09 2.85e-02 9.72e-01 1.55e-06 1.77e-22 5.82e-37 1.26e-35 
16187.41 9.54e-09 7.94e-02 9.21e-01 1.54e-07 6.97e-25 8.66e-37 3.77e-37 
16354.17 2.68e-08 1.71e-01 8.29e-01 3.44e-08 1.14e-26 1.30e-36 5.68e-37 
16484.18 4.28e-08 2.38e-01 7.62e-01 8.23e-09 5.86e-28 1.92e-36 8.44e-37 
16593.12 5.80e-08 3.48e-01 6.52e-01 1.01e-08 7.80e-29 2.73e-36 1.20e-36 
16691.99 6.99e-08 3.92e-01 6.08e-01 9.49e-10 2.41e-30 3.58e-36 1.58e-36 
16788.59 9.72e-08 4.98e-01 5.02e-01 2.58e-10 1.58e-31 4.52e-36 1.99e-36 
16888.37 1.10e-07 5.39e-01 4.61e-01 2.62e-10 1.06e-31 5.70e-36 2.52e-36 
16998.79 1.51e-07 6.73e-01 3.27e-01 4.34e-11 2.43e-33 7.42e-36 3.29e-36 
17146.37 1.99e-07 8.01e-01 1.99e-01 4.70e-12 1.75e-35 1.01e-35 4.48e-36 
17415.23 2.66e-07 9.04e-01 9.65e-02 2.33e-13 2.67e-35 1.55e-35 6.92e-36 
17888.12 3.79e-07 9.69e-01 3.07e-02 2.62e-15 5.22e-35 3.05e-35 1.37e-35 
18532.37 6.07e-07 9.94e-01 6.25e-03 1.13e-17 8.77e-35 5.19e-35 2.35e-35 
19260.76 7.10e-07 9.98e-01 1.97e-03 1.52e-19 1.33e-34 7.90e-35 3.61e-35 
20034.10 7.79e-07 1.00e+00 2.53e-04 2.02e-22 1.97e-34 1.18e-34 5.45e-35 
20838.00 7.71e-07 1.00e+00 6.10e-05 5.36e-25 2.87e-34 1.73e-34 8.03e-35 
21647.97 1.05e-06 1.00e+00 1.02e-05 2.59e-26 3.98e-34 2.41e-34 1.12e-34 
22447.94 1.23e-06 1.00e+00 8.55e-06 7.31e-28 5.86e-34 3.55e-34 1.67e-34 
23245.88 1.40e-06 1.00e+00 2.74e-06 2.23e-29 8.97e-34 5.45e-34 2.57e-34 
24052.47 1.45e-06 1.00e+00 2.13e-06 4.42e-30 1.39e-33 8.45e-34 4.00e-34 
24867.72 1.76e-06 1.00e+00 5.68e-07 3.71e-33 2.15e-33 1.31e-33 6.23e-34 
25698.86 2.62e-06 1.00e+00 9.54e-07 1.07e-30 3.31e-33 2.02e-33 9.66e-34 
26587.16 2.30e-06 1.00e+00 4.12e-08 8.51e-33 4.92e-33 3.01e-33 1.45e-33 
27637.54 2.49e-06 1.00e+00 1.29e-08 1.14e-32 6.62e-33 4.06e-33 1.96e-33 
28986.97 2.39e-06 1.00e+00 3.99e-09 1.40e-32 8.09e-33 4.98e-33 2.42e-33 
#TIME: 4.68 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 6.09e-19 1.14e-11 2.90e-06 2.56e-02 7.84e-01 1.90e-01 1.69e-04 
999.11 4.27e-20 1.01e-12 4.02e-07 7.52e-03 6.95e-01 2.97e-01 2.79e-04 
1267.34 1.35e-21 3.88e-14 2.17e-08 9.11e-04 3.06e-01 6.87e-01 6.26e-03 
1514.05 1.13e-22 3.52e-15 2.37e-09 1.67e-04 1.27e-01 8.40e-01 3.28e-02 
1808.80 1.03e-23 3.68e-16 3.09e-10 3.51e-05 5.27e-02 8.39e-01 1.08e-01 
1919.29 8.55e-25 3.13e-17 2.98e-11 5.45e-06 1.72e-02 7.08e-01 2.75e-01 
2160.92 1.11e-25 4.64e-18 5.28e-12 1.45e-06 7.58e-03 5.50e-01 4.42e-01 
2292.92 2.67e-27 1.22e-19 1.64e-13 9.06e-08 1.31e-03 2.89e-01 7.10e-01 
2432.98 9.56e-28 4.78e-20 7.21e-14 4.70e-08 8.27e-04 2.31e-01 7.68e-01 
2581.60 4.59e-28 2.54e-20 4.23e-14 3.06e-08 6.06e-04 1.95e-01 8.04e-01 
2739.29 2.60e-28 1.57e-20 2.83e-14 2.23e-08 4.83e-04 1.72e-01 8.27e-01 
2906.62 1.70e-28 1.10e-20 2.14e-14 1.81e-08 4.19e-04 1.59e-01 8.40e-01 
3084.17 1.11e-28 7.93e-21 1.68e-14 1.56e-08 3.88e-04 1.54e-01 8.45e-01 
3272.56 6.77e-29 5.55e-21 1.32e-14 1.36e-08 3.67e-04 1.53e-01 8.47e-01 
3472.46 5.26e-29 4.79e-21 1.24e-14 1.39e-08 3.89e-04 1.62e-01 8.38e-01 
3684.57 4.08e-29 4.13e-21 1.18e-14 1.44e-08 4.24e-04 1.76e-01 8.23e-01 
3909.64 2.76e-29 3.30e-21 1.07e-14 1.47e-08 4.61e-04 1.95e-01 8.05e-01 
4148.46 2.88e-29 3.75e-21 1.29e-14 1.82e-08 5.60e-04 2.22e-01 7.77e-01 
4401.86 6.63e-29 8.45e-21 2.75e-14 3.46e-08 8.99e-04 2.82e-01 7.17e-01 
4670.75 1.31e-28 1.61e-20 5.08e-14 5.90e-08 1.33e-03 3.39e-01 6.59e-01 
4956.05 1.44e-28 1.97e-20 6.65e-14 7.83e-08 1.68e-03 3.81e-01 6.18e-01 
5258.79 1.35e-28 2.07e-20 7.65e-14 9.40e-08 1.98e-03 4.15e-01 5.83e-01 
5580.02 2.01e-28 3.19e-20 1.21e-13 1.44e-07 2.75e-03 4.78e-01 5.19e-01 
5920.87 3.03e-28 5.14e-20 1.99e-13 2.28e-07 3.86e-03 5.48e-01 4.48e-01 
6282.54 4.39e-28 7.64e-20 3.01e-13 3.41e-07 5.28e-03 6.20e-01 3.74e-01 
6666.30 8.00e-28 1.44e-19 5.64e-13 5.86e-07 7.70e-03 7.02e-01 2.90e-01 
7073.50 1.91e-27 3.57e-19 1.36e-12 1.24e-06 1.28e-02 7.98e-01 1.89e-01 
7505.58 5.10e-27 1.02e-18 3.88e-12 3.04e-06 2.26e-02 8.72e-01 1.05e-01 
7964.05 2.30e-26 4.79e-18 1.74e-11 1.07e-05 4.93e-02 9.11e-01 4.01e-02 
8450.53 1.59e-25 3.25e-17 1.04e-10 4.49e-05 1.14e-01 8.74e-01 1.19e-02 
8966.72 1.31e-24 2.63e-16 7.12e-10 2.02e-04 2.61e-01 7.36e-01 2.39e-03 
9514.44 1.98e-23 3.88e-15 8.20e-09 1.26e-03 6.01e-01 3.97e-01 1.71e-04 
10095.62 6.41e-22 1.12e-13 1.60e-07 9.53e-03 9.25e-01 6.52e-02 1.33e-06 
10712.30 3.71e-20 5.60e-12 4.80e-06 8.13e-02 9.15e-01 3.35e-03 9.76e-10 
11366.65 2.96e-18 4.09e-10 1.76e-04 5.88e-01 4.12e-01 2.53e-05 3.03e-14 
12061.10 1.22e-16 1.64e-08 3.14e-03 9.85e-01 1.20e-02 1.37e-09 8.92e-22 
12793.43 4.90e-15 5.98e-07 4.08e-02 9.59e-01 1.51e-04 2.86e-14 5.02e-30 
13528.61 3.21e-13 3.22e-05 5.49e-01 4.51e-01 2.80e-07 3.98e-20 4.84e-32 
14194.74 2.51e-12 2.17e-04 9.66e-01 3.39e-02 6.44e-11 6.24e-28 5.44e-33 
14757.77 1.12e-11 7.73e-04 9.97e-01 2.14e-03 3.45e-14 5.04e-34 5.12e-32 
15240.48 4.82e-11 2.34e-03 9.97e-01 3.15e-04 2.20e-16 3.52e-37 1.36e-32 
15646.99 3.09e-10 8.21e-03 9.92e-01 1.63e-05 6.24e-20 5.03e-37 5.92e-35 
15960.30 2.25e-09 2.97e-02 9.70e-01 3.02e-06 9.36e-22 6.19e-37 1.29e-34 
16187.41 9.20e-09 8.12e-02 9.19e-01 1.38e-07 4.37e-25 9.21e-37 4.01e-37 
16354.17 2.42e-08 1.65e-01 8.35e-01 1.95e-08 4.87e-27 1.38e-36 6.03e-37 
16484.18 4.54e-08 2.71e-01 7.29e-01 1.32e-08 5.63e-28 2.04e-36 8.97e-37 
16593.12 6.16e-08 3.41e-01 6.59e-01 3.62e-09 5.13e-29 2.90e-36 1.27e-36 
16691.99 8.58e-08 4.44e-01 5.56e-01 1.36e-08 6.82e-29 3.81e-36 1.68e-36 
16788.59 1.03e-07 5.41e-01 4.59e-01 4.29e-10 3.44e-31 4.80e-36 2.12e-36 
16888.37 1.25e-07 6.24e-01 3.76e-01 4.72e-11 2.30e-33 6.06e-36 2.68e-36 
16998.79 1.56e-07 7.20e-01 2.80e-01 1.71e-11 2.76e-34 7.89e-36 3.50e-36 
