#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
1.5240e+04 9.7378e-10 1.0000e+00 1.3614e-12 1.8346e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 1.3881e-09 1.0000e+00 1.7037e-13 1.0968e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.3572e-09 1.0000e+00 1.7704e-14 4.4800e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 3.2042e-09 1.0000e+00 2.2494e-15 2.6625e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 3.6695e-09 1.0000e+00 5.6530e-16 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 3.7414e-09 1.0000e+00 1.7845e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 3.4749e-09 1.0000e+00 7.3324e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 3.3082e-09 1.0000e+00 3.6834e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 3.2116e-09 1.0000e+00 1.8909e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 3.0769e-09 1.0000e+00 1.2406e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 2.9363e-09 1.0000e+00 8.5396e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 2.9236e-09 1.0000e+00 3.3604e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.7546e-09 1.0000e+00 1.1841e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.5694e-09 1.0000e+00 1.5613e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 2.5605e-09 1.0000e+00 1.7358e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 2.6086e-09 1.0000e+00 1.2982e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.6808e-09 1.0000e+00 5.7047e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.6024e-09 1.0000e+00 4.8788e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 2.7894e-09 1.0000e+00 2.8079e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 2.8580e-09 1.0000e+00 1.5573e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 2.8102e-09 1.0000e+00 1.0008e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 2.2142e-09 1.0000e+00 7.3086e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 2.4723e-09 1.0000e+00 2.2202e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 2.5466e-09 1.0000e+00 1.5543e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 2.5608e-09 1.0000e+00 1.1237e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 2.4484e-09 1.0000e+00 1.2264e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 2.6096e-09 1.0000e+00 3.0057e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 2.4418e-09 1.0000e+00 1.6868e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.6621e-09 1.0000e+00 5.9983e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.1064e-09 1.0000e+00 1.4136e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.2030e-09 1.0000e+00 2.6620e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.1663e-09 1.0000e+00 5.8986e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 9.8042e-10 1.0000e+00 2.0116e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.1003e-09 1.0000e+00 4.1759e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 9.8400e-10 1.0000e+00 4.3440e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.1238e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 7.9486e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 6.2900e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 9.0440e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 6.2173e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 6.3123e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 4.3797e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 5.1198e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 3.7262e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 3.2148e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.1271e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 2.1307e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.7222e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.6176e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.3593e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.2200e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0693e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 9.4517e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 8.0629e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 7.3934e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 6.8178e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 6.2906e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 5.8952e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 5.7323e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 5.6816e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 5.6128e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 5.7633e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 5.2706e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.2301e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 8.3633
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
4.4010e+02 3.9358e-11 4.5051e-01 5.4949e-01 5.6480e-08 2.9653e-23 0.0000e+00 0.0000e+00
8.8623e+02 6.9687e-09 9.3101e-01 6.8989e-02 1.0375e-09 2.1256e-25 0.0000e+00 0.0000e+00
9.0614e+02 6.3900e-09 8.8793e-01 1.1207e-01 3.7331e-09 2.2713e-24 0.0000e+00 0.0000e+00
9.4442e+02 5.5968e-09 8.1279e-01 1.8721e-01 1.5309e-08 3.1851e-23 0.0000e+00 0.0000e+00
9.9911e+02 4.5432e-09 6.9234e-01 3.0766e-01 6.7117e-08 5.3505e-22 2.8026e-45 0.0000e+00
1.0608e+03 3.3728e-09 5.3906e-01 4.6094e-01 2.6721e-07 8.1204e-21 2.4523e-43 0.0000e+00
1.1257e+03 2.2548e-09 3.7679e-01 6.2321e-01 9.6929e-07 1.1394e-19 2.2300e-41 0.0000e+00
1.1944e+03 1.3547e-09 2.3587e-01 7.6413e-01 3.2562e-06 1.5266e-18 2.0235e-39 0.0000e+00
1.2673e+03 7.0143e-10 1.2648e-01 8.7351e-01 1.1650e-05 2.6270e-17 3.0642e-37 0.0000e+00
1.3448e+03 3.1211e-10 5.7259e-02 9.4269e-01 4.7126e-05 6.6135e-16 9.7630e-35 0.0000e+00
1.4269e+03 1.1692e-10 2.1433e-02 9.7833e-01 2.3329e-04 2.8691e-14 8.6609e-32 0.0000e+00
1.5140e+03 3.8315e-11 7.1897e-03 9.9154e-01 1.2701e-03 1.6006e-12 1.2104e-28 0.0000e+00
1.6065e+03 1.1775e-11 2.3839e-03 9.9101e-01 6.6081e-03 8.0103e-11 1.3547e-25 0.0000e+00
1.7047e+03 4.1281e-12 9.0256e-04 9.7233e-01 2.6768e-02 2.2624e-09 5.4542e-23 7.4269e-44
1.8088e+03 1.4404e-12 3.4019e-04 9.0432e-01 9.5344e-02 5.0645e-08 1.5016e-20 4.6558e-40
1.9193e+03 4.0865e-13 1.0541e-04 7.0662e-01 2.9327e-01 1.0137e-06 3.8466e-18 2.8224e-36
2.0365e+03 6.8569e-14 1.9216e-05 3.5122e-01 6.4874e-01 1.7365e-05 1.0693e-15 2.5026e-32
2.1609e+03 6.7816e-15 2.0332e-06 1.0394e-01 8.9586e-01 1.9986e-04 2.2098e-13 1.8802e-28
2.2929e+03 6.6564e-16 2.1765e-07 2.8255e-02 9.7031e-01 1.4386e-03 2.0681e-11 4.2523e-25
2.4330e+03 9.9941e-17 3.6253e-08 9.8144e-03 9.8394e-01 6.2473e-03 6.3318e-10 1.4573e-22
2.5816e+03 2.3066e-17 9.1446e-09 4.3323e-03 9.7708e-01 1.8586e-02 8.1750e-09 1.1524e-20
2.7393e+03 6.9644e-18 2.9705e-09 2.2064e-03 9.5402e-01 4.3776e-02 6.2435e-08 3.7589e-19
2.9067e+03 3.0837e-18 1.4108e-09 1.4093e-03 9.2466e-01 7.3926e-02 2.1935e-07 3.2410e-18
3.0842e+03 2.1330e-18 1.0656e-09 1.2051e-03 9.1269e-01 8.6106e-02 3.1015e-07 5.7118e-18
3.2726e+03 2.5161e-18 1.3850e-09 1.4533e-03 9.3158e-01 6.6969e-02 1.6063e-07 1.7375e-18
3.4725e+03 4.7200e-18 2.8451e-09 2.3192e-03 9.6143e-01 3.6247e-02 3.4827e-08 1.1740e-19
3.6846e+03 1.1688e-17 7.8270e-09 4.4096e-03 9.8073e-01 1.4858e-02 3.9489e-09 2.6019e-21
3.9097e+03 2.6895e-17 2.0977e-08 8.2866e-03 9.8584e-01 5.8693e-03 4.1073e-10 4.9137e-23
4.1484e+03 6.1136e-17 5.1468e-08 1.4479e-02 9.8293e-01 2.5951e-03 5.7953e-11 1.6313e-24
4.4019e+03 1.6046e-16 1.3034e-07 2.5124e-02 9.7368e-01 1.1928e-03 9.4199e-12 7.2949e-26
4.6708e+03 3.0641e-16 2.5100e-07 3.7241e-02 9.6209e-01 6.6726e-04 2.4067e-12 6.9827e-27
4.9561e+03 3.3970e-16 3.1443e-07 4.3679e-02 9.5582e-01 5.0120e-04 1.1768e-12 1.9360e-27
5.2588e+03 3.1287e-16 3.3321e-07 4.6541e-02 9.5303e-01 4.3105e-04 7.8397e-13 9.0501e-28
5.5800e+03 3.2907e-16 3.8318e-07 5.1503e-02 9.4814e-01 3.5693e-04 4.8795e-13 3.8553e-28
5.9209e+03 4.0796e-16 5.1543e-07 6.2409e-02 9.3733e-01 2.5731e-04 2.2109e-13 9.5778e-29
6.2825e+03 6.2642e-16 8.5879e-07 8.5623e-02 9.1422e-01 1.5106e-04 6.2653e-14 1.0698e-29
6.6663e+03 1.3737e-15 1.9787e-06 1.3995e-01 8.5999e-01 6.4546e-05 8.8753e-15 3.7656e-31
7.0735e+03 4.4012e-15 6.5726e-06 2.7288e-01 7.2710e-01 1.6803e-05 4.5020e-16 2.4507e-33
7.5056e+03 1.5675e-14 2.4847e-05 5.2306e-01 4.7692e-01 2.4196e-06 7.8347e-18 2.9958e-36
7.9641e+03 4.9763e-14 8.1870e-05 7.8774e-01 2.1218e-01 1.9444e-07 5.8437e-20 1.1354e-39
8.4505e+03 1.4473e-13 2.3551e-04 9.3458e-01 6.5189e-02 9.1624e-09 2.0684e-22 1.5835e-43
8.9668e+03 4.5954e-13 7.4015e-04 9.8626e-01 1.3000e-02 1.8093e-10 1.6658e-25 0.0000e+00
9.5145e+03 2.7004e-12 4.2652e-03 9.9482e-01 9.1814e-04 3.2007e-13 1.7757e-30 0.0000e+00
1.0096e+04 3.9574e-11 5.9035e-02 9.4095e-01 1.4689e-05 1.8138e-17 3.9762e-38 0.0000e+00
1.0712e+04 3.9660e-10 5.8402e-01 4.1598e-01 5.5907e-08 9.4362e-23 0.0000e+00 0.0000e+00
1.1367e+04 6.7696e-10 9.7921e-01 2.0794e-02 1.2923e-11 1.2610e-29 0.0000e+00 0.0000e+00
1.2062e+04 6.8444e-10 9.9986e-01 1.3856e-04 3.7731e-17 7.9488e-40 0.0000e+00 0.0000e+00
1.2794e+04 6.7626e-10 1.0000e+00 4.9328e-07 2.2588e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 7.8315e-10 1.0000e+00 3.4313e-09 7.8662e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 8.1946e-10 1.0000e+00 9.9956e-11 9.7636e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 8.0728e-10 1.0000e+00 7.8738e-12 1.4689e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 9.4118e-10 1.0000e+00 1.0210e-12 8.6237e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 1.3443e-09 1.0000e+00 1.2685e-13 5.0637e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.2521e-09 1.0000e+00 1.5463e-14 3.0871e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 3.0347e-09 1.0000e+00 2.1509e-15 2.3822e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 3.5377e-09 1.0000e+00 4.5745e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 3.5902e-09 1.0000e+00 1.5133e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 3.3064e-09 1.0000e+00 6.7416e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 3.1765e-09 1.0000e+00 3.1174e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 3.0744e-09 1.0000e+00 1.6479e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 2.9634e-09 1.0000e+00 1.0232e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 2.8436e-09 1.0000e+00 6.7055e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 2.7538e-09 1.0000e+00 3.4013e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.5995e-09 1.0000e+00 1.1792e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.3968e-09 1.0000e+00 1.7284e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 2.4074e-09 1.0000e+00 1.7942e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 2.4446e-09 1.0000e+00 1.3877e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.3263e-09 1.0000e+00 1.2444e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.4409e-09 1.0000e+00 5.2153e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 2.6377e-09 1.0000e+00 2.7891e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 2.5371e-09 1.0000e+00 2.8280e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 2.3729e-09 1.0000e+00 3.0219e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 2.7851e-09 1.0000e+00 4.0803e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 2.4400e-09 1.0000e+00 1.4308e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 2.2243e-09 1.0000e+00 3.9055e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 2.2097e-09 1.0000e+00 3.6257e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 2.3637e-09 1.0000e+00 9.8889e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 2.3525e-09 1.0000e+00 6.2809e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 2.0918e-09 1.0000e+00 6.1971e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.6023e-09 1.0000e+00 4.9563e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.1794e-09 1.0000e+00 3.6379e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 7.6608e-10 1.0000e+00 2.1018e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 7.1231e-10 1.0000e+00 5.3440e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 9.0127e-10 1.0000e+00 2.6674e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 9.5094e-10 1.0000e+00 1.0131e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.0361e-09 1.0000e+00 1.4013e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 7.0713e-10 1.0000e+00 1.8217e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 9.6349e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 8.4039e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 5.3481e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 5.9024e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 5.5596e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 5.5471e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 3.2005e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 2.5021e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 2.4737e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.5255e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.2672e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.6783e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.4489e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.2659e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0986e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 9.5911e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 8.9497e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 7.9873e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 7.1804e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 6.3701e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 5.8390e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 5.6121e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 5.5136e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 5.4615e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 5.3988e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 5.5560e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 5.0779e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.0878e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 8.5496
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
4.4010e+02 3.7534e-11 4.5606e-01 5.4394e-01 5.2333e-08 2.4493e-23 0.0000e+00 0.0000e+00
8.8623e+02 6.5741e-09 9.3227e-01 6.7726e-02 9.5714e-10 1.7577e-25 0.0000e+00 0.0000e+00
9.0614e+02 6.0367e-09 8.9019e-01 1.0981e-01 3.4215e-09 1.8543e-24 0.0000e+00 0.0000e+00
9.4442e+02 5.3168e-09 8.1849e-01 1.8151e-01 1.3578e-08 2.4405e-23 0.0000e+00 0.0000e+00
9.9911e+02 4.3454e-09 7.0163e-01 2.9837e-01 5.9002e-08 4.0132e-22 1.4013e-45 0.0000e+00
1.0608e+03 3.2760e-09 5.5413e-01 4.4587e-01 2.2848e-07 5.7234e-21 1.2892e-43 0.0000e+00
1.1257e+03 2.2282e-09 3.9385e-01 6.0615e-01 8.1943e-07 7.7581e-20 1.0981e-41 0.0000e+00
1.1944e+03 1.3583e-09 2.5019e-01 7.4981e-01 2.7524e-06 1.0263e-18 9.6692e-40 0.0000e+00
1.2673e+03 7.0267e-10 1.3423e-01 8.6576e-01 1.0084e-05 1.8423e-17 1.5668e-37 0.0000e+00
1.3448e+03 3.1851e-10 6.1953e-02 9.3801e-01 3.9981e-05 4.3951e-16 4.5146e-35 0.0000e+00
1.4269e+03 1.1975e-10 2.3300e-02 9.7650e-01 1.9793e-04 1.8978e-14 3.9605e-32 0.0000e+00
1.5140e+03 3.8572e-11 7.6768e-03 9.9121e-01 1.1124e-03 1.1401e-12 6.3262e-29 0.0000e+00
1.6065e+03 1.1997e-11 2.5691e-03 9.9170e-01 5.7295e-03 5.5669e-11 6.7827e-26 0.0000e+00
1.7047e+03 4.2264e-12 9.7588e-04 9.7575e-01 2.3275e-02 1.5776e-09 2.7453e-23 2.5223e-44
1.8088e+03 1.4910e-12 3.7162e-04 9.1603e-01 8.3599e-02 3.5568e-08 7.6060e-21 1.5467e-40
1.9193e+03 4.3997e-13 1.1970e-04 7.3799e-01 2.6189e-01 7.1279e-07 1.9072e-18 8.9220e-37
2.0365e+03 7.9913e-14 2.3653e-05 3.9254e-01 6.0743e-01 1.2436e-05 5.1883e-16 7.3626e-33
2.1609e+03 8.5775e-15 2.7248e-06 1.2446e-01 8.7539e-01 1.4377e-04 1.0217e-13 4.9309e-29
2.2929e+03 8.7232e-16 3.0137e-07 3.4722e-02 9.6424e-01 1.0401e-03 9.4742e-12 1.0861e-25
2.4330e+03 1.3464e-16 5.1341e-08 1.2240e-02 9.8327e-01 4.4921e-03 2.8488e-10 3.6039e-23
2.5816e+03 3.2114e-17 1.3338e-08 5.5074e-03 9.8131e-01 1.3184e-02 3.5437e-09 2.6683e-21
