#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
1.5647e+04 4.7376e-13 2.3636e-06 6.2375e-02 9.3762e-01 4.6027e-25 0.0000e+00 0.0000e+00
1.5960e+04 8.5138e-11 2.3415e-04 6.6120e-01 3.3857e-01 2.8341e-31 0.0000e+00 0.0000e+00
1.6187e+04 3.0832e-09 4.6084e-03 9.8496e-01 1.0430e-02 1.6668e-39 0.0000e+00 0.0000e+00
1.6354e+04 8.4268e-08 6.9622e-02 9.3023e-01 1.4959e-04 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.5175e-06 6.3227e-01 3.6773e-01 5.0570e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 4.2792e-06 9.7113e-01 2.8865e-02 3.9658e-10 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 7.4012e-06 9.9795e-01 2.0397e-03 4.1634e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 9.0101e-06 9.9951e-01 4.8546e-04 9.6120e-15 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.0178e-05 9.9981e-01 1.7665e-04 6.6670e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.1039e-05 9.9990e-01 8.4188e-05 9.3577e-17 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.2103e-05 9.9995e-01 3.8180e-05 1.1544e-17 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.6129e-05 9.9998e-01 7.5202e-06 1.6782e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.7120e-05 9.9997e-01 6.1566e-07 2.6084e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 5.4104e-05 9.9995e-01 3.6182e-08 1.8450e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.0070e-04 9.9990e-01 2.5168e-09 1.9587e-28 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.6256e-04 9.9984e-01 2.5135e-10 5.0318e-31 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.6298e-04 9.9974e-01 2.5989e-11 1.4214e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 3.9600e-04 9.9960e-01 3.7600e-12 9.5588e-36 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 5.6074e-04 9.9944e-01 5.7779e-13 7.2392e-38 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 7.3080e-04 9.9927e-01 1.1193e-13 9.7296e-40 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 9.2972e-04 9.9907e-01 2.5189e-14 1.9370e-41 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.1357e-03 9.9886e-01 6.8655e-15 6.3339e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.4438e-03 9.9856e-01 1.5507e-15 1.2612e-44 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.5580e-03 9.9844e-01 5.0931e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.7234e-03 9.9828e-01 1.0680e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.8212e-03 9.9818e-01 1.4249e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 8.8761e-04 9.9911e-01 9.8149e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 2.3997e-04 9.9976e-01 1.8708e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 3.5640e-05 9.9996e-01 2.3266e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.4823e-05 9.9999e-01 4.2781e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 9.6944e-06 9.9999e-01 5.0743e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 7.2049e-06 9.9999e-01 6.3686e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 4.9976e-06 9.9999e-01 1.0817e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.4930e-05 9.9999e-01 1.1661e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 7.8623e-06 9.9999e-01 3.6421e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 4.3447e-05 9.9996e-01 5.6351e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 2.4619e-06 1.0000e+00 2.9455e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 2.3197e-05 9.9998e-01 8.6139e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.1465e-05 9.9999e-01 3.8500e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 2.0211e-05 9.9998e-01 2.7519e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 2.2722e-05 9.9998e-01 8.4537e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 4.6161e-06 1.0000e+00 6.7555e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.4467e-05 9.9999e-01 7.9491e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 3.6880e-04 9.9963e-01 3.0972e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.9555e-05 9.9998e-01 6.2211e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 5.0199e-05 9.9995e-01 1.1535e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.2047e-07 1.0000e+00 4.5541e-13 6.8288e-41 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.0688e-05 9.9999e-01 5.0762e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 8.7634e-07 1.0000e+00 7.3328e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 7.4063e-07 1.0000e+00 6.4778e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 4.1361e-07 1.0000e+00 2.2535e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 7.7684e-08 1.0000e+00 3.9564e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.0450e-07 1.0000e+00 1.4617e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 6.1200e-08 1.0000e+00 4.0738e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 3.7230e-06 1.0000e+00 3.2756e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 2.8089e-06 1.0000e+00 5.8948e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.6396e-05 9.9998e-01 1.2798e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 5.8061e-05 9.9994e-01 1.3308e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.2146e-04 9.9988e-01 7.5450e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.4918e-04 9.9985e-01 3.1153e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.5221e-04 9.9985e-01 3.2156e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.3414e-04 9.9987e-01 3.6687e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 6.6629e-05 9.9993e-01 7.3488e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.0313
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.4010e+02 1.9293e-29 4.4436e-20 1.2316e-11 3.9277e-04 3.0682e-01 6.9261e-01 1.7637e-04
8.8623e+02 2.2551e-21 6.2730e-14 2.1088e-07 8.0746e-02 8.8947e-01 2.9784e-02 1.1837e-07
9.0614e+02 2.2854e-21 6.3486e-14 2.1307e-07 8.1499e-02 8.8910e-01 2.9405e-02 1.1511e-07
9.4442e+02 2.3180e-21 6.4279e-14 2.1531e-07 8.2239e-02 8.8872e-01 2.9042e-02 1.1205e-07
9.9911e+02 2.3047e-21 6.3959e-14 2.1441e-07 8.1944e-02 8.8887e-01 2.9185e-02 1.1325e-07
1.0608e+03 2.2861e-21 6.3521e-14 2.1323e-07 8.1583e-02 8.8906e-01 2.9359e-02 1.1470e-07
1.1257e+03 2.2792e-21 6.3310e-14 2.1248e-07 8.1257e-02 8.8921e-01 2.9530e-02 1.1620e-07
1.1944e+03 2.1714e-21 6.0605e-14 2.0456e-07 7.8510e-02 8.9052e-01 3.0966e-02 1.2889e-07
1.2673e+03 1.8330e-21 5.2042e-14 1.7922e-07 6.9672e-02 8.9393e-01 3.6401e-02 1.8372e-07
1.3448e+03 8.5190e-22 2.6199e-14 9.9039e-08 4.0917e-02 8.8830e-01 7.0781e-02 8.0916e-07
1.4269e+03 1.6979e-22 6.0926e-15 2.7663e-08 1.2782e-02 7.6501e-01 2.2219e-01 1.2270e-05
1.5140e+03 2.2547e-23 9.6188e-16 5.3700e-09 2.8068e-03 4.7668e-01 5.2037e-01 1.4354e-04
1.6065e+03 3.2324e-24 1.6167e-16 1.0884e-09 6.3957e-04 2.4613e-01 7.5251e-01 7.2077e-04
1.7047e+03 5.1524e-25 2.9403e-17 2.3198e-10 1.4950e-04 1.1727e-01 8.8008e-01 2.4995e-03
1.8088e+03 6.8380e-26 4.4801e-18 4.1809e-11 2.9608e-05 4.9012e-02 9.4260e-01 8.3617e-03
1.9193e+03 7.4069e-27 5.7049e-19 6.4632e-12 5.1359e-06 1.8600e-02 9.5379e-01 2.7600e-02
2.0365e+03 6.7400e-28 6.2113e-20 8.7137e-13 7.8937e-07 6.4246e-03 9.0527e-01 8.8306e-02
2.1609e+03 5.0743e-29 5.7067e-21 1.0117e-13 1.0675e-07 1.9534e-03 7.5304e-01 2.4500e-01
2.2929e+03 2.9247e-30 4.0982e-22 9.3672e-15 1.1811e-08 4.7709e-04 4.8937e-01 5.1015e-01
2.4330e+03 1.4030e-31 2.4257e-23 7.0766e-16 1.0622e-09 9.1262e-05 2.3914e-01 7.6077e-01
2.5816e+03 8.4590e-33 1.7445e-24 6.2592e-17 1.0926e-10 1.7966e-05 1.0637e-01 8.9361e-01
2.7393e+03 9.1528e-34 2.1737e-25 9.1938e-18 1.8235e-11 4.8978e-06 5.3908e-02 9.4609e-01
2.9067e+03 1.9369e-34 5.1713e-26 2.4947e-18 5.5353e-12 2.0610e-06 3.4104e-02 9.6589e-01
3.0842e+03 8.1498e-35 2.4209e-26 1.3044e-18 3.2172e-12 1.4086e-06 2.8018e-02 9.7198e-01
3.2726e+03 7.2568e-35 2.3524e-26 1.3738e-18 3.7037e-12 1.6043e-06 3.0367e-02 9.6963e-01
3.4725e+03 1.2203e-34 4.2157e-26 2.5844e-18 7.4691e-12 2.7666e-06 4.1155e-02 9.5884e-01
3.6846e+03 3.7224e-34 1.3593e-25 8.5987e-18 2.6658e-11 7.2730e-06 6.9799e-02 9.3019e-01
3.9097e+03 1.5620e-33 6.1693e-25 4.0899e-17 1.4096e-10 2.5468e-05 1.3643e-01 8.6355e-01
4.1484e+03 6.3902e-33 2.5786e-24 1.7020e-16 6.1602e-10 7.5047e-05 2.3576e-01 7.6416e-01
4.4019e+03 1.4856e-32 5.7526e-24 3.6060e-16 1.2677e-09 1.2480e-04 2.9935e-01 7.0052e-01
4.6708e+03 1.0396e-32 4.1631e-24 2.7064e-16 9.8064e-10 1.0467e-04 2.7646e-01 7.2344e-01
4.9561e+03 3.5574e-33 1.6263e-24 1.2133e-16 4.9881e-10 6.6324e-05 2.2461e-01 7.7532e-01
5.2588e+03 1.3893e-33 7.2358e-25 6.1696e-17 2.8794e-10 4.5892e-05 1.8946e-01 8.1050e-01
5.5800e+03 8.7783e-34 4.9144e-25 4.5071e-17 2.2595e-10 3.9120e-05 1.7606e-01 8.2390e-01
5.9209e+03 8.6914e-34 5.1225e-25 4.9221e-17 2.6119e-10 4.4008e-05 1.8779e-01 8.1217e-01
6.2825e+03 1.1384e-33 7.0189e-25 6.9935e-17 3.9230e-10 5.9749e-05 2.1963e-01 7.8031e-01
6.6663e+03 1.8609e-33 1.1701e-24 1.1770e-16 6.8170e-10 8.9366e-05 2.6750e-01 7.3241e-01
7.0735e+03 3.8419e-33 2.4459e-24 2.4572e-16 1.4657e-09 1.5453e-04 3.4522e-01 6.5462e-01
7.5056e+03 1.0038e-32 6.6026e-24 6.7163e-16 4.2502e-09 3.2663e-04 4.7533e-01 5.2435e-01
7.9641e+03 3.2612e-32 2.1731e-23 2.1881e-15 1.4480e-08 7.4604e-04 6.3776e-01 3.6150e-01
8.4505e+03 1.3486e-31 8.7017e-23 8.2781e-15 5.4925e-08 1.7407e-03 7.9201e-01 2.0625e-01
8.9668e+03 8.6253e-31 5.2737e-22 4.6012e-14 3.0326e-07 4.8583e-03 9.1475e-01 8.0389e-02
9.5145e+03 1.1970e-29 6.6633e-21 5.0630e-13 3.2436e-06 1.8887e-02 9.6407e-01 1.7039e-02
1.0096e+04 5.0540e-28 2.3708e-19 1.4364e-11 8.4176e-05 1.1346e-01 8.8489e-01 1.5677e-03
1.0712e+04 6.0524e-26 2.1818e-17 9.5106e-10 4.7152e-03 6.8796e-01 3.0731e-01 1.6409e-05
1.1367e+04 9.2757e-24 2.1301e-15 5.5928e-08 1.8936e-01 8.0681e-01 3.8297e-03 7.8798e-10
1.2062e+04 3.6198e-22 4.3574e-14 6.1005e-07 9.7903e-01 2.0972e-02 1.0876e-07 5.2651e-18
1.2794e+04 4.1016e-21 2.4735e-13 1.9110e-06 9.9996e-01 3.6243e-05 5.0143e-14 9.8912e-29
1.3528e+04 4.9591e-20 1.6519e-12 7.2420e-06 9.9999e-01 4.5929e-08 1.1708e-20 5.8211e-40
1.4194e+04 8.9106e-19 1.7675e-11 3.7322e-05 9.9996e-01 2.2116e-11 3.0178e-28 0.0000e+00
1.4758e+04 2.8209e-17 3.8832e-10 2.9569e-04 9.9970e-01 1.6339e-15 1.0601e-37 0.0000e+00
1.5240e+04 3.2304e-15 2.7734e-08 4.3084e-03 9.9569e-01 2.1905e-20 0.0000e+00 0.0000e+00
1.5647e+04 6.9323e-13 3.5974e-06 8.1619e-02 9.1838e-01 1.0382e-25 0.0000e+00 0.0000e+00
1.5960e+04 1.2257e-10 3.3779e-04 7.4633e-01 2.5333e-01 3.2567e-32 0.0000e+00 0.0000e+00
1.6187e+04 4.2938e-09 6.3302e-03 9.8739e-01 6.2762e-03 1.0230e-40 0.0000e+00 0.0000e+00
1.6354e+04 1.1119e-07 9.0337e-02 9.0957e-01 9.2608e-05 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.8265e-06 7.2102e-01 2.7898e-01 2.0077e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 4.9595e-06 9.8575e-01 1.4243e-02 6.2826e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 8.4831e-06 9.9918e-01 8.0751e-04 3.6821e-14 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.0359e-05 9.9980e-01 1.8608e-04 7.7830e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.1738e-05 9.9992e-01 7.3117e-05 6.6596e-17 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.3151e-05 9.9995e-01 3.2998e-05 8.2357e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.4837e-05 9.9997e-01 1.4630e-05 9.7406e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.0311e-05 9.9998e-01 2.9869e-06 1.5900e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 3.3897e-05 9.9997e-01 2.6546e-07 3.0713e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 6.7564e-05 9.9993e-01 1.5566e-08 2.1544e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.3221e-04 9.9987e-01 9.2536e-10 1.5415e-29 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.1894e-04 9.9978e-01 8.4780e-11 3.1827e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 3.6098e-04 9.9964e-01 7.9593e-12 6.9913e-35 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 5.7291e-04 9.9943e-01 9.0996e-13 2.5605e-37 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 8.1145e-04 9.9919e-01 1.3323e-13 1.6979e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.0736e-03 9.9893e-01 2.4186e-14 1.9297e-41 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.3731e-03 9.9863e-01 5.4267e-15 3.8255e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.6364e-03 9.9836e-01 1.6502e-15 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.9073e-03 9.9809e-01 5.1086e-16 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 2.0235e-03 9.9798e-01 1.7874e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.9090e-03 9.9809e-01 6.5110e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.5477e-03 9.9845e-01 2.1810e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 9.4472e-04 9.9906e-01 6.9285e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 3.2744e-04 9.9967e-01 5.9187e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 9.6348e-05 9.9990e-01 8.3736e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 4.2939e-05 9.9996e-01 1.1876e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 4.3215e-05 9.9996e-01 3.3669e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 3.7433e-05 9.9996e-01 2.5118e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 2.3814e-05 9.9998e-01 5.3270e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 3.9718e-05 9.9996e-01 4.1893e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 5.1757e-06 9.9999e-01 1.2419e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.4264e-06 1.0000e+00 7.8080e-15 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 7.7015e-06 9.9999e-01 5.9124e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.3738e-05 9.9999e-01 4.1488e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.3821e-04 9.9986e-01 7.3750e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.1788e-04 9.9988e-01 5.7466e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 2.4165e-04 9.9976e-01 1.7830e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 3.2121e-05 9.9997e-01 1.0420e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.6628e-05 9.9998e-01 4.3574e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 3.6395e-11 2.3846e-01 7.6154e-01 2.0025e-08 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.4716e-04 9.9985e-01 4.5182e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 6.4690e-07 1.0000e+00 1.5065e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.7059e-07 1.0000e+00 3.4264e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 2.1112e-04 9.9979e-01 1.0390e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 6.6271e-07 1.0000e+00 1.5502e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.2970e-04 9.9987e-01 1.6816e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.2972e-05 9.9999e-01 3.1515e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 3.0259e-07 1.0000e+00 3.0657e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.0192e-06 1.0000e+00 3.8950e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.6271e-07 1.0000e+00 9.6345e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 3.7609e-05 9.9996e-01 1.1316e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 5.8365e-05 9.9994e-01 1.6643e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 2.9633e-04 9.9970e-01 1.7895e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 3.7429e-04 9.9963e-01 5.6357e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.7347e-04 9.9983e-01 1.5114e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.1194e-04 9.9989e-01 8.5414e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.1927e-04 9.9988e-01 7.4267e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.1439e-04 9.9989e-01 5.9956e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 9.0774e-05 9.9991e-01 1.8938e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.0543
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.4010e+02 3.9025e-29 8.9248e-20 2.4333e-11 7.8067e-04 4.1994e-01 5.7920e-01 7.9904e-05
8.8623e+02 3.0253e-21 8.3912e-14 2.7898e-07 1.0774e-01 8.7280e-01 1.9459e-02 4.6594e-08
9.0614e+02 2.8425e-21 7.9475e-14 2.6659e-07 1.0366e-01 8.7575e-01 2.0590e-02 5.2574e-08
9.4442e+02 2.9388e-21 8.1828e-14 2.7321e-07 1.0586e-01 8.7417e-01 1.9966e-02 4.9225e-08
9.9911e+02 2.8818e-21 8.0438e-14 2.6931e-07 1.0457e-01 8.7511e-01 2.0329e-02 5.1156e-08
1.0608e+03 2.8784e-21 8.0375e-14 2.6921e-07 1.0457e-01 8.7511e-01 2.0326e-02 5.1133e-08
1.1257e+03 2.8563e-21 7.9781e-14 2.6735e-07 1.0385e-01 8.7561e-01 2.0538e-02 5.2302e-08
1.1944e+03 2.7364e-21 7.6761e-14 2.5852e-07 1.0074e-01 8.7778e-01 2.1475e-02 5.7579e-08
1.2673e+03 2.3144e-21 6.6063e-14 2.2704e-07 8.9673e-02 8.8493e-01 2.5395e-02 8.2724e-08
1.3448e+03 1.0801e-21 3.3465e-14 1.2644e-07 5.3234e-02 8.9595e-01 5.0816e-02 3.7945e-07
1.4269e+03 2.1810e-22 7.9251e-15 3.6120e-08 1.7120e-02 8.1083e-01 1.7204e-01 6.4026e-06
1.5140e+03 3.0382e-23 1.3174e-15 7.4065e-09 3.9893e-03 5.4745e-01 4.4847e-01 8.6131e-05
1.6065e+03 4.5722e-24 2.3265e-16 1.5781e-09 9.5716e-04 3.0047e-01 6.9810e-01 4.7280e-04
1.7047e+03 7.4084e-25 4.3045e-17 3.4236e-10 2.2797e-04 1.4729e-01 8.5074e-01 1.7356e-03
1.8088e+03 9.7795e-26 6.5245e-18 6.1384e-11 4.4918e-05 6.1973e-02 9.3192e-01 6.0568e-03
1.9193e+03 1.0573e-26 8.2795e-19 9.4418e-12 7.7390e-06 2.3560e-02 9.5586e-01 2.0574e-02
2.0365e+03 9.6006e-28 8.9879e-20 1.2682e-12 1.1833e-06 8.1768e-03 9.2367e-01 6.8151e-02
2.1609e+03 7.2564e-29 8.3022e-21 1.4829e-13 1.6121e-07 2.5377e-03 7.9726e-01 2.0020e-01
2.2929e+03 4.2793e-30 6.1186e-22 1.4134e-14 1.8391e-08 6.4733e-04 5.4932e-01 4.5004e-01
2.4330e+03 2.0727e-31 3.6696e-23 1.0861e-15 1.6848e-09 1.2794e-04 2.8179e-01 7.1808e-01
2.5816e+03 1.2446e-32 2.6301e-24 9.5832e-17 1.7255e-10 2.5352e-05 1.2770e-01 8.7227e-01
2.7393e+03 1.3249e-33 3.2228e-25 1.3842e-17 2.8240e-11 6.8396e-06 6.4707e-02 9.3529e-01
