#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
20034.10 4.07e-06 9.93e-01 7.23e-03 2.82e-18 6.30e-34 1.63e-34 3.05e-35 
20838.00 3.85e-06 9.97e-01 2.54e-03 4.15e-20 7.45e-34 1.92e-34 3.64e-35 
21647.97 4.04e-06 9.99e-01 1.48e-03 6.04e-21 7.59e-34 1.95e-34 3.74e-35 
22447.94 4.32e-06 9.99e-01 6.20e-04 2.92e-22 8.75e-34 2.24e-34 4.34e-35 
23245.88 8.08e-06 9.99e-01 7.21e-04 3.59e-22 1.09e-33 2.78e-34 5.45e-35 
24052.47 4.30e-06 1.00e+00 1.94e-04 4.09e-24 1.34e-33 3.40e-34 6.73e-35 
24867.72 5.04e-06 1.00e+00 8.07e-05 2.80e-25 1.56e-33 3.95e-34 7.88e-35 
25698.86 6.56e-06 1.00e+00 3.52e-05 8.79e-26 1.76e-33 4.44e-34 8.94e-35 
26587.16 9.50e-06 1.00e+00 1.53e-05 1.84e-25 2.00e-33 5.04e-34 1.02e-34 
27637.54 1.29e-05 1.00e+00 5.58e-06 2.33e-25 2.35e-33 5.91e-34 1.21e-34 
28986.97 1.91e-05 1.00e+00 1.91e-06 4.45e-25 2.95e-33 7.39e-34 1.54e-34 
#TIME: 7.96 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 1.11e-21 9.29e-14 8.81e-07 9.37e-02 8.87e-01 1.90e-02 2.00e-07 
999.11 2.86e-22 2.61e-14 3.06e-07 4.78e-02 9.04e-01 4.84e-02 1.34e-06 
1267.34 1.17e-22 1.11e-14 1.46e-07 2.93e-02 8.83e-01 8.73e-02 5.02e-06 
1514.05 6.12e-23 5.86e-15 8.46e-08 2.02e-02 8.48e-01 1.32e-01 1.25e-05 
1808.80 2.48e-23 2.63e-15 4.50e-08 1.35e-02 7.93e-01 1.94e-01 3.16e-05 
1919.29 1.35e-23 1.51e-15 2.87e-08 9.98e-03 7.42e-01 2.48e-01 6.02e-05 
2160.92 7.66e-24 9.05e-16 1.84e-08 7.41e-03 6.86e-01 3.06e-01 1.15e-04 
2292.92 4.15e-24 5.29e-16 1.19e-08 5.58e-03 6.36e-01 3.58e-01 1.70e-04 
2432.98 2.37e-24 3.25e-16 8.08e-09 4.34e-03 5.95e-01 4.01e-01 2.21e-04 
2581.60 1.55e-24 2.27e-16 6.21e-09 3.68e-03 5.66e-01 4.30e-01 2.81e-04 
2739.29 1.09e-24 1.67e-16 4.87e-09 3.13e-03 5.41e-01 4.56e-01 3.41e-04 
2906.62 8.21e-25 1.33e-16 4.09e-09 2.82e-03 5.28e-01 4.69e-01 3.83e-04 
3084.17 5.62e-25 9.92e-17 3.35e-09 2.53e-03 5.20e-01 4.77e-01 4.08e-04 
3272.56 3.60e-25 7.06e-17 2.68e-09 2.26e-03 5.14e-01 4.83e-01 3.78e-04 
3472.46 2.66e-25 5.79e-17 2.44e-09 2.21e-03 5.25e-01 4.73e-01 3.30e-04 
3684.57 1.54e-25 3.67e-17 1.70e-09 1.75e-03 5.08e-01 4.90e-01 3.33e-04 
3909.64 1.15e-25 3.20e-17 1.72e-09 1.90e-03 5.37e-01 4.61e-01 2.39e-04 
4148.46 1.16e-25 3.52e-17 2.05e-09 2.23e-03 5.74e-01 4.23e-01 1.59e-04 
4401.86 2.39e-25 6.69e-17 3.34e-09 3.09e-03 6.43e-01 3.54e-01 8.81e-05 
4670.75 3.58e-25 1.00e-16 4.88e-09 4.07e-03 6.98e-01 2.98e-01 5.72e-05 
4956.05 3.73e-25 1.15e-16 5.96e-09 4.90e-03 7.42e-01 2.53e-01 3.16e-05 
5258.79 3.63e-25 1.24e-16 6.75e-09 5.55e-03 7.74e-01 2.21e-01 2.03e-05 
5580.02 4.69e-25 1.71e-16 9.63e-09 7.30e-03 8.21e-01 1.71e-01 1.06e-05 
5920.87 7.37e-25 2.77e-16 1.49e-08 9.94e-03 8.68e-01 1.22e-01 3.82e-06 
6282.54 1.12e-24 4.44e-16 2.41e-08 1.41e-02 9.05e-01 8.13e-02 1.37e-06 
6666.30 2.42e-24 9.54e-16 4.69e-08 2.19e-02 9.32e-01 4.57e-02 4.34e-07 
7073.50 6.42e-24 2.50e-15 1.10e-07 3.85e-02 9.41e-01 2.05e-02 4.40e-08 
7505.58 1.73e-23 6.93e-15 2.73e-07 7.02e-02 9.22e-01 7.96e-03 1.10e-08 
7964.05 6.83e-23 2.72e-14 9.09e-07 1.51e-01 8.47e-01 2.10e-03 8.29e-10 
8450.53 4.64e-22 1.69e-13 4.01e-06 3.55e-01 6.45e-01 3.11e-04 2.35e-12 
8966.72 2.71e-21 9.17e-13 1.54e-05 6.67e-01 3.33e-01 2.69e-05 1.98e-14 
9514.44 1.82e-20 5.54e-12 5.76e-05 9.22e-01 7.78e-02 4.53e-07 1.06e-17 
10095.62 2.18e-19 5.55e-11 2.85e-04 9.95e-01 5.11e-03 9.26e-10 1.20e-22 
10712.30 4.09e-18 8.59e-10 1.87e-03 9.98e-01 1.65e-04 9.90e-14 1.64e-29 
11366.65 1.18e-16 1.97e-08 1.58e-02 9.84e-01 3.15e-06 7.40e-18 7.02e-37 
12061.10 5.75e-15 7.50e-07 1.85e-01 8.15e-01 1.30e-08 2.03e-23 6.93e-38 
12793.43 1.38e-13 1.32e-05 8.21e-01 1.79e-01 1.01e-11 4.90e-31 1.81e-38 
13528.61 1.46e-12 8.23e-05 9.92e-01 7.47e-03 6.60e-16 1.65e-37 2.39e-38 
14194.74 8.56e-12 3.23e-04 9.99e-01 4.19e-04 1.70e-19 2.25e-37 3.39e-38 
14757.77 2.91e-11 8.39e-04 9.99e-01 6.09e-05 5.43e-22 3.22e-37 5.00e-38 
15240.48 1.20e-10 2.26e-03 9.98e-01 6.38e-06 4.45e-25 4.11e-37 6.51e-38 
15646.99 7.68e-10 7.46e-03 9.93e-01 9.64e-07 5.28e-27 4.95e-37 8.00e-38 
15960.30 5.28e-09 2.43e-02 9.76e-01 1.16e-07 1.15e-29 5.89e-37 9.64e-38 
16187.41 2.08e-08 5.85e-02 9.42e-01 3.39e-08 2.02e-31 9.52e-37 1.58e-37 
16354.17 4.69e-08 1.01e-01 8.99e-01 5.15e-09 2.81e-35 1.63e-36 2.74e-37 
16484.18 6.59e-08 1.29e-01 8.71e-01 2.75e-09 1.02e-35 2.69e-36 4.54e-37 
16593.12 8.70e-08 1.68e-01 8.32e-01 2.65e-08 2.55e-32 3.94e-36 6.69e-37 
16691.99 1.16e-07 2.16e-01 7.84e-01 4.39e-10 1.95e-35 5.17e-36 8.81e-37 
16788.59 1.47e-07 2.62e-01 7.38e-01 2.04e-10 2.44e-35 6.46e-36 1.11e-36 
16888.37 1.88e-07 3.08e-01 6.92e-01 1.46e-10 3.06e-35 8.08e-36 1.39e-36 
16998.79 2.32e-07 3.56e-01 6.44e-01 1.32e-10 3.95e-35 1.04e-35 1.80e-36 
17146.37 3.15e-07 4.31e-01 5.69e-01 2.78e-11 5.33e-35 1.40e-35 2.44e-36 
17415.23 5.19e-07 6.06e-01 3.94e-01 4.03e-12 8.20e-35 2.16e-35 3.79e-36 
17888.12 8.92e-07 7.99e-01 2.01e-01 2.34e-13 1.68e-34 4.40e-35 7.85e-36 
18532.37 1.56e-06 9.18e-01 8.16e-02 1.39e-14 3.06e-34 7.97e-35 1.45e-35 
19260.76 2.47e-06 9.79e-01 2.12e-02 1.21e-16 4.80e-34 1.25e-34 2.30e-35 
20034.10 3.35e-06 9.93e-01 6.69e-03 2.36e-18 6.70e-34 1.73e-34 3.24e-35 
20838.00 3.50e-06 9.97e-01 3.00e-03 8.90e-20 7.92e-34 2.04e-34 3.87e-35 
21647.97 4.42e-06 9.99e-01 1.32e-03 7.23e-21 8.06e-34 2.07e-34 3.97e-35 
22447.94 4.01e-06 9.99e-01 6.49e-04 2.85e-22 9.31e-34 2.38e-34 4.62e-35 
23245.88 4.41e-06 1.00e+00 3.38e-04 2.40e-23 1.16e-33 2.96e-34 5.80e-35 
24052.47 4.57e-06 1.00e+00 1.88e-04 3.10e-24 1.42e-33 3.62e-34 7.15e-35 
24867.72 4.45e-06 1.00e+00 9.54e-05 4.04e-25 1.66e-33 4.20e-34 8.38e-35 
25698.86 6.41e-06 1.00e+00 4.18e-05 1.82e-25 1.87e-33 4.73e-34 9.51e-35 
26587.16 8.00e-06 1.00e+00 1.82e-05 2.23e-25 2.12e-33 5.36e-34 1.09e-34 
27637.54 1.02e-05 1.00e+00 6.95e-06 3.18e-25 2.50e-33 6.29e-34 1.29e-34 
28986.97 1.52e-05 1.00e+00 2.07e-06 4.19e-25 3.14e-33 7.86e-34 1.64e-34 
#TIME: 8.13 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 9.78e-22 8.75e-14 8.84e-07 9.58e-02 8.86e-01 1.78e-02 1.22e-07 
999.11 2.80e-22 2.66e-14 3.18e-07 4.96e-02 9.07e-01 4.36e-02 9.57e-07 
1267.34 1.11e-22 1.11e-14 1.54e-07 3.09e-02 8.90e-01 7.92e-02 3.72e-06 
1514.05 5.91e-23 6.00e-15 9.20e-08 2.19e-02 8.60e-01 1.18e-01 8.82e-06 
1808.80 2.71e-23 2.98e-15 5.21e-08 1.52e-02 8.18e-01 1.67e-01 1.95e-05 
1919.29 1.60e-23 1.81e-15 3.37e-08 1.13e-02 7.73e-01 2.15e-01 3.77e-05 
2160.92 8.20e-24 1.01e-15 2.11e-08 8.36e-03 7.18e-01 2.74e-01 7.44e-05 
2292.92 4.55e-24 6.02e-16 1.39e-08 6.37e-03 6.70e-01 3.23e-01 1.19e-04 
2432.98 2.53e-24 3.65e-16 9.46e-09 4.97e-03 6.26e-01 3.69e-01 1.79e-04 
2581.60 1.74e-24 2.67e-16 7.51e-09 4.32e-03 6.06e-01 3.90e-01 1.99e-04 
2739.29 1.23e-24 1.98e-16 6.00e-09 3.75e-03 5.83e-01 4.13e-01 2.35e-04 
2906.62 9.19e-25 1.56e-16 5.04e-09 3.38e-03 5.70e-01 4.26e-01 2.54e-04 
3084.17 6.56e-25 1.20e-16 4.18e-09 3.05e-03 5.62e-01 4.34e-01 2.62e-04 
3272.56 4.20e-25 8.62e-17 3.38e-09 2.74e-03 5.57e-01 4.40e-01 2.56e-04 
3472.46 3.19e-25 7.24e-17 3.14e-09 2.73e-03 5.72e-01 4.25e-01 2.14e-04 
3684.57 1.78e-25 4.42e-17 2.12e-09 2.11e-03 5.49e-01 4.48e-01 2.30e-04 
3909.64 1.34e-25 3.93e-17 2.22e-09 2.35e-03 5.84e-01 4.13e-01 1.56e-04 
4148.46 1.62e-25 4.95e-17 2.71e-09 2.75e-03 6.24e-01 3.73e-01 9.55e-05 
4401.86 2.81e-25 8.21e-17 4.20e-09 3.70e-03 6.81e-01 3.15e-01 6.33e-05 
4670.75 4.42e-25 1.28e-16 6.33e-09 4.99e-03 7.40e-01 2.54e-01 3.21e-05 
4956.05 4.80e-25 1.51e-16 7.58e-09 5.84e-03 7.78e-01 2.16e-01 2.02e-05 
5258.79 4.32e-25 1.53e-16 8.51e-09 6.61e-03 8.04e-01 1.89e-01 1.42e-05 
5580.02 6.17e-25 2.30e-16 1.26e-08 8.83e-03 8.52e-01 1.39e-01 5.94e-06 
5920.87 8.96e-25 3.50e-16 1.92e-08 1.20e-02 8.90e-01 9.85e-02 2.26e-06 
6282.54 1.55e-24 6.24e-16 3.25e-08 1.73e-02 9.21e-01 6.14e-02 6.91e-07 
6666.30 3.10e-24 1.26e-15 6.22e-08 2.68e-02 9.39e-01 3.41e-02 1.44e-07 
7073.50 8.14e-24 3.30e-15 1.46e-07 4.71e-02 9.38e-01 1.49e-02 2.68e-08 
7505.58 2.19e-23 9.11e-15 3.65e-07 8.63e-02 9.08e-01 5.59e-03 2.26e-09 
7964.05 9.68e-23 3.93e-14 1.25e-06 1.85e-01 8.13e-01 1.39e-03 8.91e-11 
8450.53 5.99e-22 2.24e-13 5.18e-06 4.10e-01 5.90e-01 2.04e-04 1.27e-12 
8966.72 3.51e-21 1.21e-12 1.92e-05 7.25e-01 2.75e-01 1.48e-05 2.24e-14 
9514.44 2.20e-20 6.89e-12 6.82e-05 9.42e-01 5.84e-02 2.10e-07 2.40e-18 
10095.62 2.69e-19 7.03e-11 3.40e-04 9.96e-01 3.58e-03 1.90e-10 1.17e-23 
10712.30 5.16e-18 1.10e-09 2.25e-03 9.98e-01 1.12e-04 3.89e-14 2.75e-30 
11366.65 1.51e-16 2.55e-08 1.91e-02 9.81e-01 2.30e-06 3.69e-18 1.16e-36 
12061.10 7.36e-15 9.68e-07 2.19e-01 7.81e-01 8.69e-09 7.50e-24 7.79e-38 
12793.43 1.58e-13 1.52e-05 8.56e-01 1.44e-01 9.61e-12 2.94e-29 1.51e-36 
13528.61 1.60e-12 9.06e-05 9.94e-01 5.71e-03 2.74e-16 1.75e-37 2.53e-38 
14194.74 8.96e-12 3.40e-04 9.99e-01 4.51e-04 1.76e-19 2.38e-37 3.60e-38 
14757.77 3.07e-11 8.94e-04 9.99e-01 3.43e-05 4.17e-23 3.41e-37 5.32e-38 
15240.48 1.22e-10 2.32e-03 9.98e-01 3.19e-05 6.20e-23 4.35e-37 6.92e-38 
15646.99 7.89e-10 7.80e-03 9.92e-01 5.90e-07 3.76e-28 5.26e-37 8.50e-38 
15960.30 5.31e-09 2.48e-02 9.75e-01 2.20e-07 1.67e-28 6.25e-37 1.03e-37 
16187.41 2.04e-08 5.91e-02 9.41e-01 2.10e-08 2.90e-32 1.01e-36 1.68e-37 
16354.17 4.85e-08 1.05e-01 8.95e-01 5.12e-09 3.66e-35 1.74e-36 2.91e-37 
16484.18 7.12e-08 1.43e-01 8.57e-01 1.54e-09 1.08e-35 2.86e-36 4.83e-37 
16593.12 9.30e-08 1.80e-01 8.20e-01 8.52e-10 1.58e-35 4.19e-36 7.12e-37 
16691.99 1.04e-07 2.02e-01 7.98e-01 1.05e-09 2.07e-35 5.48e-36 9.37e-37 
16788.59 1.40e-07 2.57e-01 7.43e-01 2.09e-10 2.60e-35 6.86e-36 1.18e-36 
16888.37 1.80e-07 3.07e-01 6.93e-01 1.61e-10 3.25e-35 8.58e-36 1.48e-36 
16998.79 2.22e-07 3.51e-01 6.49e-01 1.33e-10 4.20e-35 1.11e-35 1.92e-36 
17146.37 3.23e-07 4.59e-01 5.41e-01 1.84e-11 5.66e-35 1.49e-35 2.60e-36 
17415.23 4.78e-07 5.79e-01 4.21e-01 1.45e-11 8.72e-35 2.29e-35 4.03e-36 
17888.12 7.91e-07 7.73e-01 2.27e-01 3.78e-13 1.79e-34 4.67e-35 8.34e-36 
18532.37 1.45e-06 9.12e-01 8.80e-02 1.42e-14 3.25e-34 8.46e-35 1.54e-35 
19260.76 2.25e-06 9.78e-01 2.18e-02 8.76e-17 5.10e-34 1.32e-34 2.44e-35 
20034.10 3.39e-06 9.92e-01 7.52e-03 3.57e-18 7.13e-34 1.84e-34 3.45e-35 
20838.00 3.50e-06 9.97e-01 2.89e-03 7.46e-20 8.43e-34 2.17e-34 4.11e-35 
21647.97 4.18e-06 9.99e-01 1.35e-03 7.10e-21 8.58e-34 2.20e-34 4.22e-35 
22447.94 3.69e-06 9.99e-01 7.49e-04 5.48e-22 9.90e-34 2.53e-34 4.91e-35 
23245.88 4.32e-06 1.00e+00 3.29e-04 2.07e-23 1.23e-33 3.15e-34 6.17e-35 
24052.47 3.94e-06 1.00e+00 2.18e-04 4.89e-24 1.51e-33 3.85e-34 7.61e-35 
24867.72 4.49e-06 1.00e+00 1.13e-04 5.56e-25 1.76e-33 4.47e-34 8.91e-35 
25698.86 5.99e-06 1.00e+00 4.69e-05 1.98e-25 1.99e-33 5.03e-34 1.01e-34 
26587.16 8.78e-06 1.00e+00 1.97e-05 2.36e-25 2.26e-33 5.70e-34 1.16e-34 
27637.54 1.18e-05 1.00e+00 7.44e-06 3.18e-25 2.66e-33 6.69e-34 1.37e-34 
28986.97 1.58e-05 1.00e+00 2.18e-06 4.66e-25 3.33e-33 8.36e-34 1.74e-34 
#TIME: 8.30 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 9.80e-22 8.97e-14 8.90e-07 9.71e-02 8.86e-01 1.65e-02 8.16e-08 
999.11 2.57e-22 2.58e-14 3.28e-07 5.16e-02 9.08e-01 4.03e-02 8.00e-07 
1267.34 1.08e-22 1.14e-14 1.67e-07 3.34e-02 8.97e-01 6.94e-02 2.55e-06 
1514.05 6.23e-23 6.57e-15 1.03e-07 2.40e-02 8.74e-01 1.02e-01 6.19e-06 
1808.80 2.94e-23 3.34e-15 5.89e-08 1.68e-02 8.37e-01 1.47e-01 1.28e-05 
1919.29 1.69e-23 1.98e-15 3.72e-08 1.23e-02 7.90e-01 1.97e-01 3.12e-05 
2160.92 8.49e-24 1.10e-15 2.43e-08 9.49e-03 7.47e-01 2.43e-01 5.18e-05 
2292.92 4.83e-24 6.73e-16 1.63e-08 7.32e-03 7.04e-01 2.89e-01 8.11e-05 
2432.98 2.88e-24 4.30e-16 1.13e-08 5.77e-03 6.64e-01 3.30e-01 1.13e-04 
2581.60 2.08e-24 3.27e-16 9.18e-09 5.07e-03 6.45e-01 3.50e-01 1.34e-04 
2739.29 1.52e-24 2.51e-16 7.50e-09 4.48e-03 6.27e-01 3.69e-01 1.48e-04 
2906.62 1.14e-24 1.99e-16 6.33e-09 4.05e-03 6.14e-01 3.82e-01 1.64e-04 
3084.17 7.82e-25 1.49e-16 5.21e-09 3.66e-03 6.05e-01 3.91e-01 1.70e-04 
3272.56 5.17e-25 1.09e-16 4.29e-09 3.33e-03 6.02e-01 3.94e-01 1.65e-04 
3472.46 4.09e-25 9.51e-17 4.05e-09 3.34e-03 6.18e-01 3.79e-01 1.34e-04 
3684.57 2.10e-25 5.48e-17 2.73e-09 2.61e-03 5.97e-01 4.00e-01 1.45e-04 
3909.64 1.82e-25 5.41e-17 2.89e-09 2.86e-03 6.32e-01 3.65e-01 9.37e-05 
4148.46 1.91e-25 6.08e-17 3.39e-09 3.28e-03 6.62e-01 3.35e-01 7.32e-05 
4401.86 3.43e-25 1.04e-16 5.39e-09 4.51e-03 7.23e-01 2.73e-01 4.01e-05 
4670.75 5.83e-25 1.72e-16 8.15e-09 5.99e-03 7.78e-01 2.16e-01 1.95e-05 
4956.05 5.68e-25 1.86e-16 9.54e-09 6.94e-03 8.08e-01 1.85e-01 1.41e-05 
5258.79 5.37e-25 1.97e-16 1.10e-08 8.01e-03 8.36e-01 1.56e-01 8.19e-06 
5580.02 7.72e-25 2.96e-16 1.61e-08 1.05e-02 8.76e-01 1.14e-01 3.40e-06 
5920.87 1.17e-24 4.69e-16 2.53e-08 1.46e-02 9.09e-01 7.64e-02 1.22e-06 
6282.54 1.97e-24 8.20e-16 4.30e-08 2.11e-02 9.32e-01 4.72e-02 3.96e-07 
6666.30 4.22e-24 1.76e-15 8.35e-08 3.28e-02 9.42e-01 2.49e-02 8.28e-08 
7073.50 1.14e-23 4.70e-15 1.97e-07 5.76e-02 9.32e-01 1.06e-02 8.75e-09 
7505.58 3.23e-23 1.36e-14 5.03e-07 1.06e-01 8.90e-01 3.78e-03 1.26e-09 
7964.05 1.32e-22 5.49e-14 1.68e-06 2.22e-01 7.77e-01 9.25e-04 2.92e-11 
8450.53 7.72e-22 2.97e-13 6.75e-06 4.74e-01 5.26e-01 1.27e-04 5.01e-13 
8966.72 4.25e-21 1.51e-12 2.32e-05 7.72e-01 2.27e-01 8.18e-06 2.08e-15 
9514.44 2.77e-20 8.86e-12 8.36e-05 9.58e-01 4.17e-02 1.24e-07 8.35e-19 
10095.62 3.30e-19 8.82e-11 4.04e-04 9.97e-01 2.50e-03 5.72e-11 1.15e-24 
10712.30 6.43e-18 1.40e-09 2.70e-03 9.97e-01 7.96e-05 1.70e-14 4.11e-31 
11366.65 1.92e-16 3.28e-08 2.30e-02 9.77e-01 1.60e-06 1.42e-18 6.52e-37 
12061.10 9.39e-15 1.24e-06 2.60e-01 7.40e-01 4.96e-09 2.49e-24 6.37e-38 
12793.43 1.81e-13 1.73e-05 8.83e-01 1.17e-01 2.08e-12 1.33e-32 2.04e-38 
13528.61 1.71e-12 9.71e-05 9.95e-01 4.84e-03 1.33e-16 1.85e-37 2.69e-38 
14194.74 9.43e-12 3.63e-04 9.99e-01 2.80e-04 2.98e-20 2.52e-37 3.83e-38 
14757.77 3.24e-11 9.48e-04 9.99e-01 3.83e-05 1.38e-22 3.62e-37 5.65e-38 
15240.48 1.35e-10 2.53e-03 9.97e-01 4.86e-06 1.46e-25 4.61e-37 7.36e-38 
15646.99 7.72e-10 7.81e-03 9.92e-01 9.71e-07 6.02e-27 5.58e-37 9.04e-38 
15960.30 5.50e-09 2.61e-02 9.74e-01 7.52e-08 1.39e-30 6.63e-37 1.09e-37 
16187.41 2.08e-08 6.13e-02 9.39e-01 1.32e-08 6.29e-34 1.07e-36 1.79e-37 
16354.17 4.56e-08 1.03e-01 8.97e-01 4.99e-09 4.07e-35 1.84e-36 3.10e-37 
16484.18 7.03e-08 1.43e-01 8.57e-01 1.68e-09 1.15e-35 3.04e-36 5.14e-37 
16593.12 9.30e-08 1.85e-01 8.15e-01 7.35e-10 1.68e-35 4.45e-36 7.57e-37 
16691.99 1.14e-07 2.18e-01 7.82e-01 4.22e-10 2.20e-35 5.83e-36 9.96e-37 
16788.59 1.46e-07 2.65e-01 7.35e-01 3.00e-10 2.76e-35 7.29e-36 1.25e-36 
16888.37 1.74e-07 3.21e-01 6.79e-01 1.65e-10 3.46e-35 9.12e-36 1.57e-36 
16998.79 2.54e-07 3.99e-01 6.01e-01 3.05e-11 4.46e-35 1.18e-35 2.04e-36 
17146.37 3.04e-07 4.63e-01 5.37e-01 1.73e-11 6.01e-35 1.58e-35 2.76e-36 
17415.23 4.71e-07 5.97e-01 4.03e-01 4.69e-12 9.26e-35 2.43e-35 4.28e-36 
17888.12 8.03e-07 7.95e-01 2.05e-01 2.49e-13 1.90e-34 4.97e-35 8.87e-36 
18532.37 1.44e-06 9.27e-01 7.28e-02 5.75e-15 3.45e-34 9.00e-35 1.63e-35 
19260.76 2.29e-06 9.75e-01 2.49e-02 1.23e-16 5.43e-34 1.41e-34 2.60e-35 
20034.10 3.04e-06 9.92e-01 7.77e-03 2.97e-18 7.58e-34 1.96e-34 3.67e-35 
20838.00 3.96e-06 9.97e-01 3.09e-03 1.43e-19 8.96e-34 2.31e-34 4.38e-35 
21647.97 3.69e-06 9.99e-01 1.49e-03 5.62e-21 9.12e-34 2.34e-34 4.49e-35 
22447.94 3.48e-06 9.99e-01 8.22e-04 7.67e-22 1.05e-33 2.69e-34 5.22e-35 
23245.88 3.78e-06 1.00e+00 4.19e-04 5.51e-23 1.31e-33 3.35e-34 6.56e-35 
24052.47 4.52e-06 1.00e+00 3.01e-04 2.21e-23 1.61e-33 4.09e-34 8.09e-35 
24867.72 4.20e-06 1.00e+00 1.11e-04 4.56e-25 1.87e-33 4.75e-34 9.47e-35 
25698.86 5.76e-06 1.00e+00 5.18e-05 2.27e-25 2.11e-33 5.35e-34 1.08e-34 
26587.16 7.60e-06 1.00e+00 2.49e-05 2.94e-25 2.40e-33 6.07e-34 1.23e-34 
27637.54 1.10e-05 1.00e+00 8.23e-06 3.73e-25 2.83e-33 7.12e-34 1.46e-34 
28986.97 1.55e-05 1.00e+00 2.39e-06 5.60e-25 3.55e-33 8.90e-34 1.85e-34 
#TIME: 8.47 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 8.28e-22 8.01e-14 8.48e-07 9.56e-02 8.87e-01 1.70e-02 1.17e-07 
999.11 2.44e-22 2.59e-14 3.52e-07 5.54e-02 9.10e-01 3.50e-02 5.08e-07 
1267.34 1.10e-22 1.21e-14 1.86e-07 3.66e-02 9.04e-01 5.91e-02 1.55e-06 
1514.05 6.51e-23 7.17e-15 1.16e-07 2.66e-02 8.85e-01 8.85e-02 4.06e-06 
1808.80 2.87e-23 3.47e-15 6.56e-08 1.86e-02 8.52e-01 1.30e-01 1.03e-05 
1919.29 1.64e-23 2.06e-15 4.17e-08 1.37e-02 8.10e-01 1.76e-01 2.33e-05 
2160.92 9.76e-24 1.30e-15 2.89e-08 1.09e-02 7.80e-01 2.09e-01 3.05e-05 
2292.92 5.29e-24 7.76e-16 1.98e-08 8.65e-03 7.43e-01 2.48e-01 4.87e-05 
2432.98 3.10e-24 4.88e-16 1.36e-08 6.77e-03 7.01e-01 2.92e-01 7.83e-05 
2581.60 2.30e-24 3.77e-16 1.09e-08 5.88e-03 6.80e-01 3.14e-01 9.17e-05 
2739.29 1.74e-24 2.97e-16 9.03e-09 5.21e-03 6.62e-01 3.33e-01 1.11e-04 
2906.62 1.32e-24 2.39e-16 7.76e-09 4.78e-03 6.52e-01 3.43e-01 1.20e-04 
3084.17 9.38e-25 1.84e-16 6.51e-09 4.36e-03 6.46e-01 3.50e-01 1.18e-04 
3272.56 6.25e-25 1.37e-16 5.36e-09 3.96e-03 6.42e-01 3.54e-01 1.15e-04 
3472.46 4.67e-25 1.08e-16 4.25e-09 3.44e-03 6.47e-01 3.50e-01 1.05e-04 
3684.57 2.76e-25 7.33e-17 3.56e-09 3.20e-03 6.45e-01 3.52e-01 8.65e-05 
3909.64 2.17e-25 6.67e-17 3.61e-09 3.40e-03 6.69e-01 3.28e-01 7.35e-05 
4148.46 2.29e-25 7.58e-17 4.34e-09 3.99e-03 7.04e-01 2.92e-01 4.70e-05 
4401.86 4.42e-25 1.37e-16 6.91e-09 5.42e-03 7.62e-01 2.33e-01 2.49e-05 
4670.75 6.98e-25 2.13e-16 1.02e-08 7.10e-03 8.08e-01 1.85e-01 1.44e-05 
4956.05 6.95e-25 2.36e-16 1.24e-08 8.45e-03 8.40e-01 1.52e-01 8.24e-06 
5258.79 6.99e-25 2.63e-16 1.42e-08 9.60e-03 8.64e-01 1.27e-01 4.18e-06 
5580.02 9.37e-25 3.75e-16 2.08e-08 1.28e-02 8.96e-01 9.11e-02 1.76e-06 
5920.87 1.55e-24 6.38e-16 3.36e-08 1.78e-02 9.23e-01 5.90e-02 5.97e-07 
6282.54 2.61e-24 1.12e-15 5.78e-08 2.60e-02 9.39e-01 3.47e-02 1.51e-07 
