#NTIMES 50
#NSTAGES 4
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
17146.37 2.7717e-03 6.9766e-01 2.8791e-01 1.1657e-02
17415.23 1.0856e-03 6.9395e-01 2.8930e-01 1.5664e-02
17888.12 1.0992e-03 6.5150e-01 3.2752e-01 1.9876e-02
18532.37 8.3892e-04 6.0764e-01 3.6513e-01 2.6388e-02
19260.76 5.4520e-04 5.8728e-01 3.7744e-01 3.4734e-02
20034.10 3.3606e-04 4.6468e-01 4.7721e-01 5.7774e-02
20838.00 3.1003e-04 3.7836e-01 5.6249e-01 5.8842e-02
21647.97 4.2670e-04 3.7602e-01 5.4116e-01 8.2398e-02
22447.94 2.0269e-04 2.9225e-01 5.7493e-01 1.3262e-01
23245.88 1.8911e-04 2.7810e-01 5.9342e-01 1.2829e-01
24052.47 4.5573e-05 5.7095e-02 7.7200e-01 1.7086e-01
24867.72 2.7644e-05 3.6341e-02 6.6127e-01 3.0237e-01
25698.86 1.3312e-04 9.6374e-02 5.5979e-01 3.4371e-01
26587.16 6.5703e-04 1.7516e-01 5.6243e-01 2.6175e-01
27637.54 1.2640e-04 3.0146e-02 6.6195e-01 3.0778e-01
28986.97 1.8675e-04 1.1501e-01 5.3863e-01 3.4617e-01
#TIME: 264.95
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.9261e-02 8.6119e-01 1.1728e-01 2.2673e-03
1919.29 5.7870e-02 8.1549e-01 1.2414e-01 2.5014e-03
2581.60 7.3832e-03 8.3033e-01 1.5815e-01 4.1297e-03
3084.17 4.9531e-03 7.2782e-01 2.5828e-01 8.9463e-03
3472.46 2.8120e-03 6.1359e-01 3.6821e-01 1.5385e-02
3909.64 1.6901e-03 5.1061e-01 4.6239e-01 2.5309e-02
4148.46 1.7320e-03 5.0551e-01 4.6581e-01 2.6950e-02
4670.75 1.8578e-03 5.3069e-01 4.4262e-01 2.4831e-02
4956.05 1.0497e-03 4.1645e-01 5.4685e-01 3.5646e-02
5258.79 5.0784e-04 3.4428e-01 6.0980e-01 4.5413e-02
5580.02 1.7149e-04 2.4961e-01 6.9677e-01 5.3449e-02
5920.87 7.7824e-05 2.0492e-01 7.3271e-01 6.2291e-02
6282.54 4.2767e-05 1.6338e-01 7.6490e-01 7.1678e-02
6666.30 3.8260e-05 1.5963e-01 7.6675e-01 7.3585e-02
7073.50 3.5832e-05 1.5838e-01 7.6559e-01 7.6000e-02
7505.58 3.6269e-05 1.5876e-01 7.6047e-01 8.0732e-02
7964.05 4.3449e-05 1.5960e-01 7.5807e-01 8.2286e-02
8450.53 7.7779e-05 1.8559e-01 7.3611e-01 7.8229e-02
8966.72 1.8588e-04 2.4573e-01 6.8173e-01 7.2353e-02
9514.44 3.9625e-04 2.9317e-01 6.4146e-01 6.4973e-02
10095.62 8.0259e-04 3.8373e-01 5.6195e-01 5.3526e-02
10712.30 1.5210e-03 4.7080e-01 4.8593e-01 4.1750e-02
11366.65 2.5962e-03 5.6016e-01 4.0429e-01 3.2954e-02
12061.10 3.2677e-03 5.6794e-01 3.9714e-01 3.1655e-02
12793.43 3.7085e-03 5.8472e-01 3.8099e-01 3.0580e-02
13528.61 4.8527e-03 6.1488e-01 3.5005e-01 3.0221e-02
14194.74 7.7402e-03 5.8093e-01 3.8030e-01 3.1033e-02
14757.77 4.4665e-03 5.7180e-01 3.9022e-01 3.3513e-02
15240.48 4.3300e-03 6.3908e-01 3.3347e-01 2.3126e-02
15646.99 5.3746e-03 7.3756e-01 2.4508e-01 1.1985e-02
15960.30 6.9042e-03 8.2055e-01 1.6734e-01 5.2031e-03
16187.41 9.3297e-03 8.3187e-01 1.5488e-01 3.9205e-03
16354.17 8.3370e-03 8.4175e-01 1.4641e-01 3.5059e-03
16484.18 8.6475e-03 8.3002e-01 1.5732e-01 4.0143e-03
16593.12 5.6598e-03 8.1736e-01 1.7188e-01 5.1069e-03
16691.99 9.7135e-03 7.7968e-01 2.0374e-01 6.8709e-03
16788.59 7.2331e-03 7.6629e-01 2.1872e-01 7.7572e-03
16888.37 3.0132e-03 7.7894e-01 2.1008e-01 7.9663e-03
16998.79 2.9036e-03 7.5506e-01 2.3300e-01 9.0444e-03
17146.37 2.6710e-03 6.9661e-01 2.8818e-01 1.2541e-02
17415.23 2.0024e-03 6.9487e-01 2.8743e-01 1.5696e-02
17888.12 1.1735e-03 6.3958e-01 3.3756e-01 2.1685e-02
18532.37 1.1655e-03 5.8559e-01 3.8469e-01 2.8551e-02
19260.76 7.8465e-04 5.6870e-01 3.9896e-01 3.1555e-02
20034.10 5.2350e-04 5.0824e-01 4.4839e-01 4.2852e-02
20838.00 2.9403e-04 4.6837e-01 4.7314e-01 5.8193e-02
21647.97 2.7657e-04 4.0029e-01 5.1482e-01 8.4608e-02
22447.94 2.2508e-04 2.8322e-01 6.0532e-01 1.1124e-01
23245.88 2.4359e-04 3.0514e-01 5.7033e-01 1.2428e-01
24052.47 1.7059e-04 1.6672e-01 6.6600e-01 1.6710e-01
24867.72 6.1867e-05 1.2135e-01 6.7956e-01 1.9903e-01
25698.86 2.9735e-05 5.3639e-02 7.1038e-01 2.3595e-01
26587.16 5.4013e-05 8.3775e-02 6.5855e-01 2.5762e-01
27637.54 4.5717e-05 4.3103e-02 6.5086e-01 3.0599e-01
28986.97 2.7907e-04 5.7613e-02 6.0020e-01 3.4191e-01
#TIME: 268.76
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.1112e-02 8.4688e-01 1.3893e-01 3.0825e-03
1919.29 3.0724e-02 8.5130e-01 1.1564e-01 2.3407e-03
2581.60 4.8664e-03 7.8653e-01 2.0273e-01 5.8782e-03
3084.17 5.2598e-03 7.3471e-01 2.5147e-01 8.5522e-03
3472.46 3.0387e-03 6.1450e-01 3.6704e-01 1.5425e-02
3909.64 1.5662e-03 4.9871e-01 4.7462e-01 2.5099e-02
4148.46 1.8009e-03 5.1030e-01 4.6170e-01 2.6198e-02
4670.75 1.9170e-03 5.3074e-01 4.4295e-01 2.4392e-02
4956.05 1.2595e-03 4.4519e-01 5.2051e-01 3.3045e-02
5258.79 4.7826e-04 3.3636e-01 6.2031e-01 4.2853e-02
5580.02 1.7079e-04 2.5639e-01 6.9149e-01 5.1944e-02
5920.87 7.7063e-05 2.0038e-01 7.3708e-01 6.2467e-02
6282.54 4.5580e-05 1.7879e-01 7.5357e-01 6.7602e-02
6666.30 3.9215e-05 1.6074e-01 7.6641e-01 7.2809e-02
7073.50 3.5746e-05 1.5219e-01 7.7297e-01 7.4802e-02
7505.58 3.4857e-05 1.4505e-01 7.7099e-01 8.3931e-02
7964.05 4.6378e-05 1.6448e-01 7.5375e-01 8.1722e-02
8450.53 8.2959e-05 1.9479e-01 7.2720e-01 7.7931e-02
8966.72 1.9944e-04 2.3593e-01 6.9270e-01 7.1171e-02
9514.44 4.0725e-04 2.9602e-01 6.3857e-01 6.5004e-02
10095.62 8.5026e-04 3.9819e-01 5.4802e-01 5.2947e-02
10712.30 1.5826e-03 4.8437e-01 4.7303e-01 4.1017e-02
11366.65 2.1431e-03 5.3638e-01 4.2605e-01 3.5426e-02
12061.10 3.4107e-03 5.7982e-01 3.8627e-01 3.0508e-02
12793.43 6.5396e-03 6.0345e-01 3.6009e-01 2.9927e-02
13528.61 5.2143e-03 6.0719e-01 3.5959e-01 2.8002e-02
14194.74 4.7787e-03 6.4866e-01 3.2180e-01 2.4764e-02
14757.77 2.6640e-03 5.8477e-01 3.8102e-01 3.1541e-02
15240.48 6.6168e-03 6.4310e-01 3.2781e-01 2.2480e-02
15646.99 6.2878e-03 7.4258e-01 2.3906e-01 1.2067e-02
15960.30 9.3614e-03 8.0852e-01 1.7682e-01 5.2999e-03
16187.41 1.2126e-02 8.3946e-01 1.4455e-01 3.8651e-03
16354.17 8.3472e-03 8.4693e-01 1.4127e-01 3.4546e-03
16484.18 7.2285e-03 8.2452e-01 1.6434e-01 3.9100e-03
16593.12 8.4350e-03 8.0887e-01 1.7741e-01 5.2803e-03
16691.99 6.6614e-03 7.9469e-01 1.9228e-01 6.3685e-03
16788.59 1.2689e-02 7.6819e-01 2.1035e-01 8.7687e-03
16888.37 6.0455e-03 7.6049e-01 2.2402e-01 9.4477e-03
16998.79 2.9400e-03 7.4816e-01 2.3942e-01 9.4766e-03
17146.37 2.5367e-03 7.5907e-01 2.2853e-01 9.8632e-03
17415.23 1.6717e-03 7.1040e-01 2.7636e-01 1.1569e-02
17888.12 9.2374e-04 6.3971e-01 3.3967e-01 1.9694e-02
18532.37 9.5187e-04 5.7284e-01 3.9914e-01 2.7068e-02
19260.76 5.4793e-04 5.4749e-01 4.2212e-01 2.9844e-02
20034.10 3.8795e-04 4.7331e-01 4.8431e-01 4.1995e-02
20838.00 2.6494e-04 4.5648e-01 4.8260e-01 6.0645e-02
21647.97 3.8340e-04 4.2527e-01 5.0480e-01 6.9545e-02
22447.94 3.8734e-04 3.8111e-01 5.2694e-01 9.1559e-02
23245.88 3.6854e-04 3.1932e-01 5.5734e-01 1.2297e-01
24052.47 5.0266e-04 2.0211e-01 6.3279e-01 1.6460e-01
24867.72 1.3273e-04 1.7554e-01 6.3324e-01 1.9109e-01
25698.86 2.2071e-05 4.5637e-02 7.2024e-01 2.3410e-01
26587.16 2.2792e-04 1.9489e-01 5.6512e-01 2.3975e-01
27637.54 8.9772e-06 2.1118e-02 6.9245e-01 2.8642e-01
28986.97 3.7056e-05 1.4542e-01 5.5729e-01 2.9725e-01
#TIME: 272.62
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 3.3262e-02 8.3407e-01 1.3002e-01 2.6482e-03
1919.29 2.2026e-02 8.6142e-01 1.1431e-01 2.2486e-03
2581.60 4.0347e-02 7.7691e-01 1.7804e-01 4.7016e-03
3084.17 5.1467e-03 7.3360e-01 2.5261e-01 8.6461e-03
3472.46 3.0958e-03 6.1768e-01 3.6385e-01 1.5366e-02
3909.64 1.5683e-03 4.9538e-01 4.7663e-01 2.6420e-02
4148.46 1.8667e-03 4.9908e-01 4.7247e-01 2.6583e-02
4670.75 1.9352e-03 5.4375e-01 4.3079e-01 2.3526e-02
4956.05 1.0640e-03 4.3567e-01 5.2964e-01 3.3630e-02
5258.79 5.1935e-04 3.3687e-01 6.2051e-01 4.2100e-02
5580.02 1.7868e-04 2.5236e-01 6.9456e-01 5.2905e-02
5920.87 7.2694e-05 1.8652e-01 7.5145e-01 6.1959e-02
6282.54 4.5380e-05 1.6679e-01 7.6303e-01 7.0135e-02
6666.30 3.9667e-05 1.5987e-01 7.6611e-01 7.3983e-02
7073.50 3.5408e-05 1.5123e-01 7.7385e-01 7.4888e-02
7505.58 3.3991e-05 1.4507e-01 7.7177e-01 8.3129e-02
7964.05 4.5641e-05 1.5468e-01 7.6127e-01 8.4008e-02
8450.53 8.3632e-05 1.9506e-01 7.2672e-01 7.8138e-02
8966.72 1.9380e-04 2.3560e-01 6.9317e-01 7.1035e-02
9514.44 3.9960e-04 3.0139e-01 6.3595e-01 6.2257e-02
10095.62 8.9694e-04 4.0494e-01 5.4408e-01 5.0084e-02
10712.30 1.5693e-03 4.9991e-01 4.5867e-01 3.9843e-02
11366.65 2.3455e-03 5.5983e-01 4.0470e-01 3.3122e-02
12061.10 3.1626e-03 5.8271e-01 3.8396e-01 3.0162e-02
12793.43 4.5215e-03 6.3422e-01 3.3385e-01 2.7407e-02
13528.61 4.0242e-03 5.9818e-01 3.6773e-01 3.0058e-02
14194.74 4.4962e-03 6.0650e-01 3.5941e-01 2.9598e-02
14757.77 4.3976e-03 5.3485e-01 4.1872e-01 4.2037e-02
15240.48 6.0607e-03 6.5471e-01 3.1856e-01 2.0671e-02
15646.99 1.1135e-02 7.4172e-01 2.3603e-01 1.1121e-02
15960.30 1.3186e-02 8.0593e-01 1.7573e-01 5.1451e-03
16187.41 1.0008e-02 8.4515e-01 1.4150e-01 3.3481e-03
16354.17 1.1695e-02 8.4731e-01 1.3768e-01 3.3252e-03
16484.18 1.4037e-02 8.2621e-01 1.5549e-01 4.2566e-03
16593.12 5.6232e-03 8.2793e-01 1.6171e-01 4.7379e-03
16691.99 6.1001e-03 7.9897e-01 1.8896e-01 5.9723e-03
16788.59 5.7731e-03 8.0238e-01 1.8514e-01 6.7144e-03
16888.37 6.3164e-03 7.4722e-01 2.3803e-01 8.4273e-03
16998.79 2.8765e-03 7.5664e-01 2.3051e-01 9.9763e-03
17146.37 2.0087e-03 7.2032e-01 2.6745e-01 1.0225e-02
17415.23 2.2105e-03 7.2710e-01 2.5854e-01 1.2157e-02
17888.12 1.2639e-03 6.2850e-01 3.4920e-01 2.1040e-02
18532.37 9.5828e-04 6.0845e-01 3.6626e-01 2.4330e-02
19260.76 4.1302e-04 5.4526e-01 4.1942e-01 3.4904e-02
20034.10 5.7699e-04 5.1338e-01 4.4488e-01 4.1163e-02
20838.00 3.6057e-04 4.3884e-01 5.0228e-01 5.8519e-02
21647.97 3.0400e-04 4.1094e-01 5.2131e-01 6.7441e-02
22447.94 2.5880e-04 3.2243e-01 5.8595e-01 9.1364e-02
23245.88 3.6497e-04 3.6649e-01 5.1941e-01 1.1373e-01
24052.47 1.9970e-04 3.0424e-01 5.4889e-01 1.4667e-01
24867.72 9.8525e-05 7.1748e-02 7.3157e-01 1.9658e-01
25698.86 1.9817e-05 3.1585e-02 7.3466e-01 2.3374e-01
26587.16 1.1808e-04 1.8094e-01 5.6323e-01 2.5572e-01
27637.54 3.4306e-05 5.6228e-02 6.4749e-01 2.9625e-01
28986.97 6.4522e-05 1.3319e-01 5.5098e-01 3.1577e-01
#TIME: 276.54
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 2.3336e-02 8.5768e-01 1.1662e-01 2.3677e-03
1919.29 2.3736e-02 8.6323e-01 1.1091e-01 2.1206e-03
2581.60 1.4055e-02 8.2226e-01 1.5938e-01 4.3042e-03
3084.17 5.0842e-03 7.4232e-01 2.4424e-01 8.3552e-03
3472.46 3.0757e-03 6.2164e-01 3.6028e-01 1.5004e-02
3909.64 1.6361e-03 4.9905e-01 4.7471e-01 2.4606e-02
4148.46 1.8819e-03 5.1366e-01 4.5962e-01 2.4834e-02
4670.75 2.0737e-03 5.4170e-01 4.3300e-01 2.3223e-02
4956.05 1.1621e-03 4.4614e-01 5.2037e-01 3.2325e-02
5258.79 4.8650e-04 3.2951e-01 6.2676e-01 4.3250e-02
5580.02 1.7844e-04 2.4990e-01 6.9659e-01 5.3330e-02
5920.87 6.9914e-05 1.8745e-01 7.4786e-01 6.4616e-02
6282.54 4.5988e-05 1.6837e-01 7.6289e-01 6.8692e-02
6666.30 4.1644e-05 1.6488e-01 7.6162e-01 7.3463e-02
7073.50 3.8373e-05 1.5571e-01 7.6689e-01 7.7353e-02
7505.58 3.5431e-05 1.5028e-01 7.6884e-01 8.0844e-02
7964.05 4.6102e-05 1.5512e-01 7.6068e-01 8.4158e-02
8450.53 8.4554e-05 2.0039e-01 7.2264e-01 7.6890e-02
8966.72 1.9230e-04 2.3391e-01 6.9469e-01 7.1207e-02
9514.44 4.1978e-04 3.0640e-01 6.3011e-01 6.3073e-02
10095.62 8.4546e-04 3.8240e-01 5.6308e-01 5.3670e-02
10712.30 1.5933e-03 4.6961e-01 4.8719e-01 4.1610e-02
11366.65 2.3055e-03 5.3686e-01 4.2638e-01 3.4454e-02
12061.10 3.3419e-03 5.9383e-01 3.7340e-01 2.9429e-02
12793.43 4.2993e-03 6.1105e-01 3.5722e-01 2.7432e-02
13528.61 4.4033e-03 6.2079e-01 3.4815e-01 2.6661e-02
14194.74 4.3094e-03 6.3636e-01 3.3296e-01 2.6370e-02
14757.77 4.2174e-03 5.7890e-01 3.8536e-01 3.1518e-02
15240.48 4.9251e-03 6.8244e-01 2.9156e-01 2.1070e-02
15646.99 7.2122e-03 7.5138e-01 2.3091e-01 1.0505e-02
15960.30 8.6856e-03 8.1657e-01 1.6960e-01 5.1408e-03
16187.41 1.2119e-02 8.4412e-01 1.4036e-01 3.3985e-03
16354.17 1.2419e-02 8.5045e-01 1.3404e-01 3.0932e-03
16484.18 7.3178e-03 8.4163e-01 1.4733e-01 3.7244e-03
16593.12 5.7853e-03 8.2201e-01 1.6671e-01 5.4961e-03
16691.99 3.5803e-03 8.0682e-01 1.8245e-01 7.1511e-03
16788.59 4.2701e-03 8.1037e-01 1.7825e-01 7.1081e-03
16888.37 3.2172e-03 7.8306e-01 2.0549e-01 8.2243e-03
16998.79 3.0341e-03 7.6461e-01 2.2377e-01 8.5864e-03
17146.37 3.0289e-03 7.5185e-01 2.3466e-01 1.0468e-02
17415.23 1.8313e-03 7.0859e-01 2.7624e-01 1.3346e-02
17888.12 1.4551e-03 6.2988e-01 3.4898e-01 1.9682e-02
18532.37 1.0384e-03 6.0380e-01 3.6859e-01 2.6569e-02
19260.76 4.9520e-04 5.5608e-01 4.1118e-01 3.2242e-02
20034.10 4.9692e-04 4.8934e-01 4.6606e-01 4.4099e-02
20838.00 3.1995e-04 4.1403e-01 5.2726e-01 5.8397e-02
21647.97 2.0949e-04 3.6898e-01 5.3232e-01 9.8488e-02
22447.94 2.9219e-04 3.8406e-01 4.9828e-01 1.1736e-01
23245.88 2.0417e-04 3.0880e-01 5.7784e-01 1.1315e-01
24052.47 1.4659e-04 2.6868e-01 5.9034e-01 1.4083e-01
24867.72 8.5024e-05 1.7870e-01 6.3727e-01 1.8395e-01
25698.86 2.4968e-04 1.5929e-01 5.7815e-01 2.6231e-01
26587.16 6.7046e-04 1.8422e-01 5.6340e-01 2.5171e-01
27637.54 1.1846e-04 3.1695e-02 6.6493e-01 3.0325e-01
28986.97 1.3466e-05 3.4971e-02 6.4319e-01 3.2183e-01
#TIME: 280.51
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 2.2322e-02 8.5817e-01 1.1720e-01 2.3108e-03
1919.29 2.1119e-02 8.7122e-01 1.0571e-01 1.9575e-03
2581.60 1.1813e-02 8.2955e-01 1.5456e-01 4.0718e-03
3084.17 5.5236e-03 7.4316e-01 2.4313e-01 8.1850e-03
3472.46 3.1675e-03 6.2974e-01 3.5230e-01 1.4798e-02
3909.64 1.7077e-03 5.0163e-01 4.7153e-01 2.5131e-02
4148.46 2.0429e-03 5.1906e-01 4.5358e-01 2.5312e-02
4670.75 1.9289e-03 5.4384e-01 4.3091e-01 2.3320e-02
4956.05 1.5027e-03 4.6316e-01 5.0180e-01 3.3530e-02
5258.79 5.5300e-04 3.5240e-01 6.0504e-01 4.2011e-02
5580.02 1.9119e-04 2.6455e-01 6.8354e-01 5.1717e-02
5920.87 7.7151e-05 2.0025e-01 7.3783e-01 6.1842e-02
6282.54 4.6490e-05 1.6566e-01 7.6394e-01 7.0351e-02
6666.30 4.5023e-05 1.6931e-01 7.5827e-01 7.2379e-02
7073.50 3.6666e-05 1.5013e-01 7.7309e-01 7.6743e-02
7505.58 3.8227e-05 1.5490e-01 7.6383e-01 8.1228e-02
7964.05 4.4156e-05 1.5098e-01 7.6691e-01 8.2068e-02
8450.53 8.7836e-05 1.9570e-01 7.2846e-01 7.5750e-02
8966.72 2.0998e-04 2.4974e-01 6.7955e-01 7.0502e-02
9514.44 3.9164e-04 3.0209e-01 6.3476e-01 6.2766e-02
10095.62 8.9357e-04 3.9244e-01 5.5413e-01 5.2540e-02
10712.30 1.5431e-03 4.7387e-01 4.8130e-01 4.3285e-02
11366.65 2.5055e-03 5.6455e-01 4.0065e-01 3.2291e-02
12061.10 3.0669e-03 5.9126e-01 3.7665e-01 2.9028e-02
12793.43 3.6614e-03 6.3787e-01 3.3311e-01 2.5363e-02
13528.61 3.8450e-03 6.4408e-01 3.2718e-01 2.4893e-02
14194.74 6.4566e-03 6.3750e-01 3.3009e-01 2.5954e-02
14757.77 3.5519e-03 6.2703e-01 3.4036e-01 2.9049e-02
15240.48 8.8685e-03 6.7294e-01 2.9788e-01 2.0318e-02
15646.99 7.1397e-03 7.5152e-01 2.3109e-01 1.0245e-02
15960.30 1.4847e-02 7.8977e-01 1.8987e-01 5.5082e-03
16187.41 1.3959e-02 8.4638e-01 1.3648e-01 3.1836e-03
16354.17 1.2183e-02 8.6333e-01 1.2162e-01 2.8622e-03
16484.18 8.1146e-03 8.1970e-01 1.6825e-01 3.9308e-03
16593.12 1.1086e-02 8.1926e-01 1.6470e-01 4.9536e-03
16691.99 4.7059e-03 8.1738e-01 1.7255e-01 5.3597e-03
16788.59 6.1070e-03 7.9235e-01 1.9507e-01 6.4697e-03
16888.37 5.1309e-03 7.7378e-01 2.1363e-01 7.4629e-03
16998.79 4.9657e-03 7.5788e-01 2.2852e-01 8.6280e-03
17146.37 4.3380e-03 7.6405e-01 2.2235e-01 9.2668e-03
17415.23 3.8255e-03 7.0408e-01 2.7934e-01 1.2757e-02
17888.12 1.8663e-03 6.9950e-01 2.8280e-01 1.5827e-02
18532.37 7.8450e-04 5.9368e-01 3.8255e-01 2.2993e-02
19260.76 7.1376e-04 6.2698e-01 3.4632e-01 2.5984e-02
20034.10 5.8535e-04 5.0281e-01 4.5033e-01 4.6270e-02
20838.00 2.5738e-04 4.7839e-01 4.7051e-01 5.0849e-02
21647.97 2.4075e-04 3.6281e-01 5.6763e-01 6.9318e-02
22447.94 2.4100e-04 2.3105e-01 6.2187e-01 1.4684e-01
23245.88 2.9468e-04 3.6219e-01 5.2656e-01 1.1095e-01
24052.47 1.8308e-04 2.1325e-01 5.4790e-01 2.3867e-01
24867.72 1.1301e-04 1.5823e-01 6.5406e-01 1.8760e-01
25698.86 1.6340e-04 2.2906e-01 5.7190e-01 1.9888e-01
26587.16 1.8511e-04 1.8965e-01 5.6409e-01 2.4608e-01
27637.54 1.2806e-04 1.7167e-01 5.6287e-01 2.6533e-01
28986.97 1.1206e-04 1.4082e-01 5.5469e-01 3.0437e-01
#TIME: 284.55
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 2.1751e-02 8.6244e-01 1.1361e-01 2.1936e-03
1919.29 1.5762e-02 8.5634e-01 1.2536e-01 2.5315e-03
2581.60 1.1027e-02 8.3127e-01 1.5377e-01 3.9269e-03
3084.17 5.6307e-03 7.4522e-01 2.4115e-01 7.9975e-03
3472.46 3.3602e-03 6.3437e-01 3.4795e-01 1.4315e-02
3909.64 1.8220e-03 5.1528e-01 4.5914e-01 2.3759e-02
4148.46 1.7432e-03 5.1084e-01 4.6188e-01 2.5538e-02
4670.75 1.8806e-03 5.4090e-01 4.3223e-01 2.4990e-02
4956.05 1.4615e-03 4.5549e-01 5.1235e-01 3.0695e-02
5258.79 6.1230e-04 3.5633e-01 6.0064e-01 4.2417e-02
5580.02 1.9735e-04 2.5473e-01 6.9186e-01 5.3215e-02
5920.87 7.2345e-05 1.9307e-01 7.4469e-01 6.2164e-02
6282.54 4.8461e-05 1.7133e-01 7.5966e-01 6.8963e-02
6666.30 4.2583e-05 1.6498e-01 7.6336e-01 7.1620e-02
7073.50 3.7682e-05 1.5529e-01 7.6891e-01 7.5762e-02
7505.58 4.0111e-05 1.5890e-01 7.6176e-01 7.9300e-02
7964.05 4.5867e-05 1.5950e-01 7.5715e-01 8.3297e-02
8450.53 9.0147e-05 1.9134e-01 7.3077e-01 7.7808e-02
8966.72 1.9304e-04 2.3752e-01 6.9180e-01 7.0490e-02
9514.44 4.1051e-04 3.1502e-01 6.2399e-01 6.0580e-02
10095.62 8.4384e-04 3.9576e-01 5.5148e-01 5.1917e-02
10712.30 1.7548e-03 4.9700e-01 4.6193e-01 3.9315e-02
11366.65 2.5728e-03 5.5723e-01 4.0706e-01 3.3141e-02
12061.10 3.5334e-03 6.0238e-01 3.6575e-01 2.8331e-02
12793.43 4.2782e-03 6.3200e-01 3.3812e-01 2.5596e-02
13528.61 4.5064e-03 6.4029e-01 3.3058e-01 2.4620e-02
14194.74 6.5143e-03 6.0846e-01 3.5766e-01 2.7363e-02
14757.77 3.7854e-03 6.3067e-01 3.3914e-01 2.6409e-02
15240.48 6.7565e-03 6.5851e-01 3.1275e-01 2.1985e-02
15646.99 7.0485e-03 7.4881e-01 2.3391e-01 1.0237e-02
15960.30 1.8005e-02 8.1676e-01 1.6075e-01 4.4855e-03
16187.41 1.4693e-02 8.5361e-01 1.2864e-01 3.0518e-03
16354.17 9.7585e-03 8.6080e-01 1.2670e-01 2.7449e-03
16484.18 1.5238e-02 8.1843e-01 1.6185e-01 4.4862e-03
16593.12 6.5201e-03 8.2574e-01 1.6302e-01 4.7188e-03
16691.99 7.7254e-03 8.1173e-01 1.7532e-01 5.2264e-03
16788.59 1.0051e-02 8.1231e-01 1.7177e-01 5.8624e-03
16888.37 3.9548e-03 7.9281e-01 1.9644e-01 6.7929e-03
16998.79 4.6584e-03 7.5434e-01 2.3265e-01 8.3495e-03
17146.37 2.8670e-03 7.6125e-01 2.2730e-01 8.5896e-03
17415.23 2.1394e-03 7.2761e-01 2.5887e-01 1.1384e-02
17888.12 1.4133e-03 6.9698e-01 2.8554e-01 1.6062e-02
18532.37 7.2981e-04 6.1401e-01 3.6161e-01 2.3647e-02
19260.76 6.8091e-04 6.1690e-01 3.5717e-01 2.5256e-02
20034.10 5.0360e-04 5.6212e-01 4.0156e-01 3.5819e-02
20838.00 2.9124e-04 4.5574e-01 4.9538e-01 4.8589e-02
21647.97 2.8566e-04 4.9719e-01 4.4334e-01 5.9186e-02
22447.94 1.5004e-04 1.8403e-01 7.0354e-01 1.1228e-01
23245.88 2.7830e-04 2.6542e-01 6.1247e-01 1.2182e-01
24052.47 1.1699e-04 1.2664e-01 7.1111e-01 1.6213e-01
24867.72 4.5046e-05 6.9118e-02 7.4603e-01 1.8481e-01
25698.86 1.0084e-04 1.5993e-01 6.4158e-01 1.9839e-01
26587.16 2.5159e-04 1.5994e-01 6.0889e-01 2.3092e-01
27637.54 1.7849e-04 1.5852e-01 5.6924e-01 2.7206e-01
28986.97 2.9071e-05 3.6621e-02 3.0980e-01 6.5355e-01
#TIME: 288.64
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 2.0472e-02 8.6961e-01 1.0790e-01 2.0197e-03
1919.29 5.3177e-02 8.3581e-01 1.0897e-01 2.0459e-03
2581.60 1.0347e-02 8.3496e-01 1.5091e-01 3.7877e-03
3084.17 5.7947e-03 7.4816e-01 2.3814e-01 7.9064e-03
3472.46 3.3045e-03 6.2859e-01 3.5341e-01 1.4695e-02
3909.64 1.8179e-03 5.2755e-01 4.4748e-01 2.3152e-02
4148.46 1.8573e-03 5.4322e-01 4.3106e-01 2.3861e-02
4670.75 1.9131e-03 5.2525e-01 4.4831e-01 2.4525e-02
4956.05 1.3735e-03 4.5925e-01 5.0721e-01 3.2168e-02
5258.79 5.0145e-04 3.4391e-01 6.1366e-01 4.1925e-02
5580.02 2.0111e-04 2.4753e-01 6.9847e-01 5.3805e-02
5920.87 8.5930e-05 2.1258e-01 7.2636e-01 6.0982e-02
6282.54 5.0774e-05 1.7254e-01 7.5963e-01 6.7775e-02
6666.30 4.1687e-05 1.6467e-01 7.6312e-01 7.2167e-02
7073.50 4.1323e-05 1.5771e-01 7.6742e-01 7.4830e-02
7505.58 3.8283e-05 1.5341e-01 7.6612e-01 8.0432e-02
7964.05 5.0201e-05 1.7218e-01 7.4579e-01 8.1980e-02
