#NTIMES:     39
#NSTAGES:     5
#TIMES[d]:     2.000    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   38.000   41.000   45.100   49.610   54.570
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    2.324980E+03    1.0000E-99    6.2924E-10    1.1451E-03    8.7014E-01    1.2872E-01
    2.502080E+03    1.0000E-99    9.4942E-10    1.5033E-03    9.0269E-01    9.5809E-02
    2.692670E+03    1.0000E-99    1.5088E-09    2.0317E-03    9.3036E-01    6.7611E-02
    2.897780E+03    1.0000E-99    2.5143E-09    2.8184E-03    9.5174E-01    4.5444E-02
    3.118510E+03    1.0000E-99    4.4523E-09    4.0464E-03    9.6700E-01    2.8952E-02
    3.356059E+03    1.0000E-99    8.4026E-09    6.0251E-03    9.7632E-01    1.7658E-02
    3.611691E+03    1.0000E-99    1.6968E-08    9.3293E-03    9.8013E-01    1.0545E-02
    3.886810E+03    1.0000E-99    3.7040E-08    1.5115E-02    9.7847E-01    6.4176E-03
    4.182879E+03    1.0000E-99    8.8888E-08    2.5874E-02    9.6991E-01    4.2192E-03
    4.501499E+03    1.0000E-99    2.3799E-07    4.7112E-02    9.4970E-01    3.1849E-03
    4.844390E+03    1.0000E-99    7.3024E-07    9.2187E-02    9.0507E-01    2.7392E-03
    5.213399E+03    1.0000E-99    2.6410E-06    1.9373E-01    8.0380E-01    2.4600E-03
    5.610511E+03    1.0000E-99    1.1202E-05    4.1389E-01    5.8417E-01    1.9302E-03
    6.037880E+03    1.0000E-99    4.4760E-05    7.1930E-01    2.7959E-01    1.0693E-03
    6.497800E+03    1.0000E-99    1.3371E-04    8.9667E-01    1.0273E-01    4.7034E-04
    6.992760E+03    1.0000E-99    3.3311E-04    9.5328E-01    4.6158E-02    2.3289E-04
    7.470370E+03    1.0000E-99    7.3774E-04    9.6995E-01    2.9174E-02    1.4286E-04
    7.926120E+03    1.0000E-99    1.5834E-03    9.7642E-01    2.1904E-02    9.6468E-05
    8.327220E+03    1.0000E-99    3.4487E-03    9.7887E-01    1.7610E-02    6.6946E-05
    8.702980E+03    1.0000E-99    8.5354E-03    9.7675E-01    1.4665E-02    4.7692E-05
    9.042661E+03    1.0000E-99    2.3602E-02    9.6396E-01    1.2399E-02    3.4526E-05
    9.369910E+03    1.0000E-99    6.6338E-02    9.2311E-01    1.0526E-02    2.5744E-05
    9.651600E+03    1.0000E-99    1.4919E-01    8.4201E-01    8.7727E-03    1.9429E-05
    9.900590E+03    1.0000E-99    2.6491E-01    7.2797E-01    7.1044E-03    1.4639E-05
    1.013221E+04    1.0000E-99    3.9076E-01    6.0359E-01    5.6350E-03    1.1058E-05
    1.033760E+04    1.0000E-99    4.9741E-01    4.9805E-01    4.5295E-03    8.6391E-06
    1.054540E+04    1.0000E-99    5.9288E-01    4.0356E-01    3.5489E-03    6.5363E-06
    1.075490E+04    1.0000E-99    6.6662E-01    3.3051E-01    2.8640E-03    5.1993E-06
    1.096070E+04    1.0000E-99    7.2198E-01    2.7566E-01    2.3626E-03    4.2460E-06
    1.115930E+04    1.0000E-99    7.6162E-01    2.3636E-01    2.0136E-03    3.5998E-06
    1.134099E+04    1.0000E-99    7.9200E-01    2.0628E-01    1.7132E-03    2.9823E-06
    1.153459E+04    1.0000E-99    8.0954E-01    1.8888E-01    1.5770E-03    2.7548E-06
    1.172390E+04    1.0000E-99    8.1937E-01    1.7913E-01    1.5027E-03    2.6272E-06
    1.192870E+04    1.0000E-99    8.2941E-01    1.6921E-01    1.3732E-03    2.3093E-06
    1.212841E+04    1.0000E-99    8.2806E-01    1.7055E-01    1.3900E-03    2.3584E-06
    1.235380E+04    1.0000E-99    8.1923E-01    1.7924E-01    1.5188E-03    2.6976E-06
    1.261001E+04    1.0000E-99    8.1659E-01    1.8186E-01    1.5476E-03    2.7590E-06
    1.287280E+04    1.0000E-99    8.1446E-01    1.8396E-01    1.5828E-03    2.8468E-06
    1.318720E+04    1.0000E-99    8.0926E-01    1.8906E-01    1.6797E-03    3.1120E-06
    1.351441E+04    1.0000E-99    8.0505E-01    1.9317E-01    1.7694E-03    3.3690E-06
    1.386900E+04    1.0000E-99    8.0014E-01    1.9797E-01    1.8812E-03    3.7032E-06
    1.423600E+04    1.0000E-99    7.9080E-01    2.0710E-01    2.0969E-03    4.3869E-06
    1.460291E+04    1.0000E-99    7.8276E-01    2.1494E-01    2.2920E-03    5.0341E-06
    1.497210E+04    1.0000E-99    7.8174E-01    2.1593E-01    2.3296E-03    5.1480E-06
    1.532031E+04    1.0000E-99    7.7071E-01    2.2666E-01    2.6176E-03    6.1784E-06
    1.571760E+04    1.0000E-99    7.5720E-01    2.3980E-01    2.9937E-03    7.6198E-06
    1.613100E+04    1.0000E-99    7.4880E-01    2.4793E-01    3.2576E-03    8.6914E-06
    1.660090E+04    1.0000E-99    7.3264E-01    2.6356E-01    3.7900E-03    1.1037E-05
    1.713150E+04    1.0000E-99    7.0586E-01    2.8936E-01    4.7700E-03    1.5911E-05
    1.767900E+04    1.0000E-99    6.8836E-01    3.0610E-01    5.5168E-03    2.0049E-05
    1.826410E+04    1.0000E-99    6.6352E-01    3.2976E-01    6.6965E-03    2.7376E-05
    1.889029E+04    1.0000E-99    6.2930E-01    3.6210E-01    8.5619E-03    4.0777E-05
    1.955040E+04    1.0000E-99    6.0273E-01    3.8702E-01    1.0200E-02    5.3989E-05
    2.023309E+04    1.0000E-99    5.8151E-01    4.0672E-01    1.1703E-02    6.7399E-05
    2.092811E+04    1.0000E-99    5.5374E-01    4.3244E-01    1.3732E-02    8.6985E-05
    2.162971E+04    1.0000E-99    5.2792E-01    4.5592E-01    1.6047E-02    1.1273E-04
    2.233490E+04    1.0000E-99    4.9256E-01    4.8806E-01    1.9225E-02    1.5097E-04
    2.304210E+04    1.0000E-99    4.6012E-01    5.1683E-01    2.2849E-02    2.0191E-04
    2.375060E+04    1.0000E-99    4.1996E-01    5.5212E-01    2.7638E-02    2.7684E-04
    2.446001E+04    1.0000E-99    3.8352E-01    5.8296E-01    3.3143E-02    3.7880E-04
    2.517030E+04    1.0000E-99    3.4580E-01    6.1379E-01    3.9886E-02    5.2394E-04
    2.588139E+04    1.0000E-99    3.0772E-01    6.4344E-01    4.8112E-02    7.3193E-04
    2.659349E+04    1.0000E-99    2.7064E-01    6.7025E-01    5.8076E-02    1.0316E-03
    2.730680E+04    1.0000E-99    2.3586E-01    6.9268E-01    6.9996E-02    1.4635E-03
    2.802139E+04    1.0000E-99    2.0401E-01    7.0987E-01    8.4033E-02    2.0825E-03
    2.873711E+04    1.0000E-99    1.7529E-01    7.2145E-01    1.0029E-01    2.9623E-03
    2.945390E+04    1.0000E-99    1.4964E-01    7.2734E-01    1.1883E-01    4.2008E-03
    3.017129E+04    1.0000E-99    1.2698E-01    7.2754E-01    1.3956E-01    5.9201E-03
    3.088880E+04    1.0000E-99    1.0744E-01    7.2206E-01    1.6224E-01    8.2629E-03
    3.160629E+04    1.0000E-99    9.1315E-02    7.1087E-01    1.8643E-01    1.1384E-02
    3.232350E+04    1.0000E-99    7.8757E-02    6.9425E-01    2.1155E-01    1.5439E-02
    3.304059E+04    1.0000E-99    6.9531E-02    6.7294E-01    2.3696E-01    2.0573E-02
    3.375770E+04    1.0000E-99    6.3181E-02    6.4792E-01    2.6198E-01    2.6913E-02
    3.447520E+04    1.0000E-99    5.9182E-02    6.2022E-01    2.8604E-01    3.4560E-02
    3.519339E+04    1.0000E-99    5.7046E-02    5.9086E-01    3.0853E-01    4.3570E-02
    3.591270E+04    1.0000E-99    5.6284E-02    5.6085E-01    3.2893E-01    5.3941E-02
    3.663380E+04    1.0000E-99    5.6354E-02    5.3109E-01    3.4692E-01    6.5628E-02
    3.735789E+04    1.0000E-99    5.6643E-02    5.0238E-01    3.6242E-01    7.8553E-02
    3.808620E+04    1.0000E-99    5.6530E-02    4.7535E-01    3.7551E-01    9.2611E-02
    3.882090E+04    1.0000E-99    5.5554E-02    4.5022E-01    3.8650E-01    1.0772E-01
    3.956460E+04    1.0000E-99    5.3471E-02    4.2692E-01    3.9575E-01    1.2386E-01
    3.985650E+04    1.0000E-99    5.2479E-02    4.1836E-01    3.9880E-01    1.3036E-01
    4.005110E+04    1.0000E-99    5.1735E-02    4.1286E-01    4.0068E-01    1.3472E-01
    4.018081E+04    1.0000E-99    5.1287E-02    4.0928E-01    4.0181E-01    1.3763E-01
    4.026731E+04    1.0000E-99    5.0946E-02    4.0691E-01    4.0256E-01    1.3958E-01
    4.032440E+04    1.0000E-99    5.0765E-02    4.0530E-01    4.0305E-01    1.4088E-01
    4.032500E+04    1.0000E-99    5.0755E-02    4.0525E-01    4.0307E-01    1.4092E-01
#TIME:    23.570
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    1.025000E+03    1.0000E-99    8.3541E-09    5.4457E-03    9.7215E-01    2.2406E-02
    1.037980E+03    1.0000E-99    8.3382E-09    5.4397E-03    9.7218E-01    2.2377E-02
    1.063930E+03    1.0000E-99    8.1854E-09    5.3885E-03    9.7203E-01    2.2580E-02
    1.115839E+03    1.0000E-99    8.0987E-09    5.3724E-03    9.7208E-01    2.2545E-02
    1.200830E+03    1.0000E-99    8.0214E-09    5.3720E-03    9.7225E-01    2.2373E-02
    1.292300E+03    1.0000E-99    8.1800E-09    5.4696E-03    9.7285E-01    2.1682E-02
    1.390740E+03    1.0000E-99    8.5037E-09    5.6352E-03    9.7364E-01    2.0728E-02
    1.496679E+03    1.0000E-99    9.0601E-09    5.8942E-03    9.7463E-01    1.9471E-02
    1.610680E+03    1.0000E-99    1.0110E-08    6.3428E-03    9.7602E-01    1.7635E-02
    1.733370E+03    1.0000E-99    1.1741E-08    6.9935E-03    9.7749E-01    1.5516E-02
    1.865410E+03    1.0000E-99    1.4292E-08    7.9360E-03    9.7887E-01    1.3192E-02
    2.007500E+03    1.0000E-99    1.8238E-08    9.2672E-03    9.7987E-01    1.0861E-02
    2.160420E+03    1.0000E-99    2.4144E-08    1.1064E-02    9.8014E-01    8.7908E-03
    2.324980E+03    1.0000E-99    3.3490E-08    1.3588E-02    9.7943E-01    6.9812E-03
    2.502080E+03    1.0000E-99    4.8999E-08    1.7230E-02    9.7730E-01    5.4729E-03
    2.692670E+03    1.0000E-99    7.5995E-08    2.2622E-02    9.7309E-01    4.2910E-03
    2.897780E+03    1.0000E-99    1.2531E-07    3.0793E-02    9.6577E-01    3.4410E-03
    3.118510E+03    1.0000E-99    2.2240E-07    4.3750E-02    9.5339E-01    2.8576E-03
    3.356059E+03    1.0000E-99    4.2858E-07    6.5114E-02    9.3240E-01    2.4860E-03
    3.611691E+03    1.0000E-99    8.9799E-07    1.0128E-01    8.9643E-01    2.2902E-03
    3.886810E+03    1.0000E-99    2.0902E-06    1.6563E-01    8.3223E-01    2.1412E-03
    4.182879E+03    1.0000E-99    5.4254E-06    2.8096E-01    7.1710E-01    1.9374E-03
    4.501499E+03    1.0000E-99    1.5287E-05    4.7070E-01    5.2774E-01    1.5427E-03
    4.844390E+03    1.0000E-99    4.1491E-05    6.9642E-01    3.0253E-01    1.0063E-03
    5.213399E+03    1.0000E-99    9.6762E-05    8.5543E-01    1.4391E-01    5.6533E-04
    5.610511E+03    1.0000E-99    1.9585E-04    9.2801E-01    7.1466E-02    3.2622E-04
    6.037880E+03    1.0000E-99    3.5509E-04    9.5492E-01    4.4496E-02    2.2918E-04
    6.497800E+03    1.0000E-99    6.1437E-04    9.6505E-01    3.4149E-02    1.9044E-04
    6.992760E+03    1.0000E-99    1.0566E-03    9.6927E-01    2.9501E-02    1.7028E-04
    7.470370E+03    1.0000E-99    1.9116E-03    9.7232E-01    2.5624E-02    1.4001E-04
    7.926120E+03    1.0000E-99    3.8847E-03    9.7390E-01    2.2102E-02    1.0836E-04
    8.327220E+03    1.0000E-99    9.6007E-03    9.7156E-01    1.8757E-02    7.9105E-05
    8.702980E+03    1.0000E-99    3.1117E-02    9.5308E-01    1.5745E-02    5.6417E-05
    9.042661E+03    1.0000E-99    9.8709E-02    8.8837E-01    1.2886E-02    4.0027E-05
    9.369910E+03    1.0000E-99    2.3394E-01    7.5598E-01    1.0050E-02    2.8316E-05
    9.651600E+03    1.0000E-99    3.8618E-01    6.0630E-01    7.4993E-03    1.9524E-05
    9.900590E+03    1.0000E-99    5.0351E-01    4.9060E-01    5.8764E-03    1.4771E-05
    1.013220E+04    1.0000E-99    5.9675E-01    3.9870E-01    4.5360E-03    1.0805E-05
    1.033760E+04    1.0000E-99    6.5991E-01    3.3641E-01    3.6738E-03    8.3914E-06
    1.054540E+04    1.0000E-99    7.0810E-01    2.8886E-01    3.0370E-03    6.6747E-06
    1.075490E+04    1.0000E-99    7.4235E-01    2.5503E-01    2.6135E-03    5.5978E-06
    1.096070E+04    1.0000E-99    7.6792E-01    2.2978E-01    2.2954E-03    4.7888E-06
    1.115930E+04    1.0000E-99    7.8577E-01    2.1215E-01    2.0795E-03    4.2475E-06
    1.134099E+04    1.0000E-99    7.9581E-01    2.0221E-01    1.9741E-03    4.0018E-06
    1.153460E+04    1.0000E-99    8.0155E-01    1.9651E-01    1.9319E-03    3.9174E-06
    1.172390E+04    1.0000E-99    8.0648E-01    1.9164E-01    1.8832E-03    3.7811E-06
    1.192870E+04    1.0000E-99    8.0401E-01    1.9403E-01    1.9500E-03    3.9993E-06
    1.212841E+04    1.0000E-99    8.0032E-01    1.9769E-01    1.9849E-03    4.1143E-06
    1.235380E+04    1.0000E-99    7.9811E-01    1.9990E-01    1.9919E-03    4.1282E-06
    1.261001E+04    1.0000E-99    7.9419E-01    2.0375E-01    2.0534E-03    4.3078E-06
    1.287280E+04    1.0000E-99    7.9302E-01    2.0491E-01    2.0721E-03    4.3520E-06
    1.318720E+04    1.0000E-99    7.8320E-01    2.1451E-01    2.2916E-03    5.0793E-06
    1.351440E+04    1.0000E-99    7.7381E-01    2.2366E-01    2.5199E-03    5.8795E-06
    1.386900E+04    1.0000E-99    7.6755E-01    2.2976E-01    2.6884E-03    6.4927E-06
    1.423600E+04    1.0000E-99    7.5755E-01    2.3948E-01    2.9657E-03    7.5592E-06
    1.460291E+04    1.0000E-99    7.5167E-01    2.4518E-01    3.1461E-03    8.2753E-06
    1.497210E+04    1.0000E-99    7.3521E-01    2.6112E-01    3.6601E-03    1.0504E-05
    1.532031E+04    1.0000E-99    7.3098E-01    2.6519E-01    3.8152E-03    1.1187E-05
    1.571760E+04    1.0000E-99    7.1292E-01    2.8261E-01    4.4520E-03    1.4271E-05
    1.613100E+04    1.0000E-99    7.0328E-01    2.9186E-01    4.8436E-03    1.6294E-05
    1.660090E+04    1.0000E-99    6.8926E-01    3.0528E-01    5.4423E-03    1.9596E-05
    1.713150E+04    1.0000E-99    6.6623E-01    3.2725E-01    6.4964E-03    2.5984E-05
    1.767900E+04    1.0000E-99    6.3972E-01    3.5236E-01    7.8832E-03    3.5500E-05
    1.826410E+04    1.0000E-99    6.0961E-01    3.8067E-01    9.6755E-03    4.9476E-05
    1.889029E+04    1.0000E-99    5.7263E-01    4.1510E-01    1.2198E-02    7.2148E-05
    1.955040E+04    1.0000E-99    5.3691E-01    4.4791E-01    1.5081E-02    1.0232E-04
    2.023309E+04    1.0000E-99    4.9900E-01    4.8218E-01    1.8673E-02    1.4610E-04
    2.092811E+04    1.0000E-99    4.6900E-01    5.0891E-01    2.1902E-02    1.9061E-04
    2.162970E+04    1.0000E-99    4.2233E-01    5.4970E-01    2.7693E-02    2.8384E-04
    2.233490E+04    1.0000E-99    3.9748E-01    5.7112E-01    3.1060E-02    3.4346E-04
    2.304210E+04    1.0000E-99    3.6973E-01    5.9464E-01    3.5210E-02    4.2390E-04
    2.375060E+04    1.0000E-99    3.3688E-01    6.2214E-01    4.0451E-02    5.3451E-04
    2.446001E+04    1.0000E-99    3.0231E-01    6.5016E-01    4.6848E-02    6.8585E-04
    2.517030E+04    1.0000E-99    2.6583E-01    6.7855E-01    5.4717E-02    8.9569E-04
    2.588139E+04    1.0000E-99    2.2934E-01    7.0519E-01    6.4290E-02    1.1883E-03
    2.659349E+04    1.0000E-99    1.9458E-01    7.2805E-01    7.5781E-02    1.5975E-03
    2.730680E+04    1.0000E-99    1.6246E-01    7.4596E-01    8.9412E-02    2.1707E-03
    2.802139E+04    1.0000E-99    1.3336E-01    7.5825E-01    1.0542E-01    2.9755E-03
    2.873711E+04    1.0000E-99    1.0756E-01    7.6435E-01    1.2399E-01    4.1064E-03
    2.945390E+04    1.0000E-99    8.5495E-02    7.6361E-01    1.4520E-01    5.6928E-03
    3.017129E+04    1.0000E-99    6.7664E-02    7.5549E-01    1.6894E-01    7.9017E-03
    3.088880E+04    1.0000E-99    5.4061E-02    7.4013E-01    1.9487E-01    1.0936E-02
    3.160629E+04    1.0000E-99    4.4101E-02    7.1844E-01    2.2244E-01    1.5022E-02
    3.232350E+04    1.0000E-99    3.7028E-02    6.9171E-01    2.5087E-01    2.0390E-02
    3.304059E+04    1.0000E-99    3.2117E-02    6.6131E-01    2.7932E-01    2.7253E-02
    3.375770E+04    1.0000E-99    2.8819E-02    6.2856E-01    3.0684E-01    3.5787E-02
    3.447520E+04    1.0000E-99    2.6769E-02    5.9445E-01    3.3266E-01    4.6121E-02
    3.519339E+04    1.0000E-99    2.5725E-02    5.5989E-01    3.5608E-01    5.8305E-02
    3.591270E+04    1.0000E-99    2.5439E-02    5.2576E-01    3.7651E-01    7.2291E-02
    3.663380E+04    1.0000E-99    2.5637E-02    4.9276E-01    3.9364E-01    8.7961E-02
    3.735789E+04    1.0000E-99    2.6012E-02    4.6136E-01    4.0749E-01    1.0514E-01
    3.808620E+04    1.0000E-99    2.6235E-02    4.3190E-01    4.1824E-01    1.2362E-01
    3.882090E+04    1.0000E-99    2.6048E-02    4.0435E-01    4.2635E-01    1.4325E-01
    3.956460E+04    1.0000E-99    2.5268E-02    3.7848E-01    4.3231E-01    1.6394E-01
    3.985650E+04    1.0000E-99    2.4854E-02    3.6894E-01    4.3401E-01    1.7220E-01
    4.005110E+04    1.0000E-99    2.4521E-02    3.6276E-01    4.3498E-01    1.7774E-01
    4.018081E+04    1.0000E-99    2.4323E-02    3.5874E-01    4.3552E-01    1.8141E-01
    4.026731E+04    1.0000E-99    2.4166E-02    3.5608E-01    4.3588E-01    1.8388E-01
    4.032440E+04    1.0000E-99    2.4101E-02    3.5428E-01    4.3611E-01    1.8551E-01
    4.032500E+04    1.0000E-99    2.4096E-02    3.5422E-01    4.3612E-01    1.8557E-01
#TIME:    25.930
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    1.025000E+03    1.0000E-99    5.2730E-07    6.6954E-02    9.3126E-01    1.7900E-03
    1.037980E+03    1.0000E-99    5.2614E-07    6.6872E-02    9.3137E-01    1.7581E-03
    1.063930E+03    1.0000E-99    5.1948E-07    6.6480E-02    9.3177E-01    1.7455E-03
    1.115839E+03    1.0000E-99    5.0923E-07    6.5931E-02    9.3228E-01    1.7835E-03
    1.200830E+03    1.0000E-99    5.0649E-07    6.6086E-02    9.3213E-01    1.7853E-03
    1.292300E+03    1.0000E-99    5.1092E-07    6.6790E-02    9.3137E-01    1.8381E-03
    1.390740E+03    1.0000E-99    5.3797E-07    6.9246E-02    9.2892E-01    1.8284E-03
    1.496680E+03    1.0000E-99    5.8821E-07    7.3410E-02    9.2479E-01    1.7997E-03
    1.610680E+03    1.0000E-99    6.6662E-07    7.9479E-02    9.1875E-01    1.7658E-03
    1.733370E+03    1.0000E-99    7.8073E-07    8.7707E-02    9.1054E-01    1.7490E-03
    1.865410E+03    1.0000E-99    9.5181E-07    9.9046E-02    8.9922E-01    1.7375E-03
    2.007500E+03    1.0000E-99    1.2261E-06    1.1542E-01    8.8289E-01    1.6895E-03
    2.160420E+03    1.0000E-99    1.6459E-06    1.3753E-01    8.6079E-01    1.6778E-03
    2.324980E+03    1.0000E-99    2.3421E-06    1.6902E-01    8.2933E-01    1.6499E-03
    2.502080E+03    1.0000E-99    3.5780E-06    2.1521E-01    7.8321E-01    1.5722E-03
    2.692670E+03    1.0000E-99    5.7783E-06    2.8021E-01    7.1829E-01    1.4921E-03
    2.897780E+03    1.0000E-99    9.8630E-06    3.7040E-01    6.2822E-01    1.3729E-03
    3.118510E+03    1.0000E-99    1.7581E-05    4.8838E-01    5.1041E-01    1.1982E-03
    3.356059E+03    1.0000E-99    3.2109E-05    6.2640E-01    3.7262E-01    9.4996E-04
    3.611691E+03    1.0000E-99    5.7749E-05    7.5755E-01    2.4171E-01    6.8285E-04
    3.886810E+03    1.0000E-99    9.9069E-05    8.5425E-01    1.4519E-01    4.6777E-04
    4.182879E+03    1.0000E-99    1.6305E-04    9.1332E-01    8.6206E-02    3.1449E-04
    4.501499E+03    1.0000E-99    2.5710E-04    9.4415E-01    5.5361E-02    2.2845E-04
    4.844390E+03    1.0000E-99    3.9278E-04    9.5938E-01    4.0043E-02    1.8323E-04
    5.213400E+03    1.0000E-99    5.7902E-04    9.6626E-01    3.3000E-02    1.6552E-04
    5.610511E+03    1.0000E-99    8.2343E-04    9.6890E-01    3.0112E-02    1.6418E-04
    6.037880E+03    1.0000E-99    1.1209E-03    9.6916E-01    2.9546E-02    1.7399E-04
    6.497800E+03    1.0000E-99    1.5616E-03    9.6880E-01    2.9458E-02    1.8410E-04
    6.992760E+03    1.0000E-99    2.3216E-03    9.6843E-01    2.9063E-02    1.8670E-04
    7.470370E+03    1.0000E-99    4.0766E-03    9.6881E-01    2.6951E-02    1.6407E-04
    7.926120E+03    1.0000E-99    9.7571E-03    9.6636E-01    2.3755E-02    1.2841E-04
    8.327220E+03    1.0000E-99    3.5149E-02    9.4471E-01    2.0047E-02    9.2482E-05
    8.702980E+03    1.0000E-99    1.3447E-01    8.4954E-01    1.5926E-02    6.3855E-05
    9.042660E+03    1.0000E-99    3.1029E-01    6.7811E-01    1.1554E-02    4.1620E-05
    9.369910E+03    1.0000E-99    4.7202E-01    5.1966E-01    8.2911E-03    2.7794E-05
    9.651600E+03    1.0000E-99    5.7718E-01    4.1657E-01    6.2295E-03    1.9508E-05
    9.900590E+03    1.0000E-99    6.4022E-01    3.5471E-01    5.0508E-03    1.5040E-05
    1.013220E+04    1.0000E-99    6.8194E-01    3.1376E-01    4.2811E-03    1.2207E-05
    1.033760E+04    1.0000E-99    7.1213E-01    2.8416E-01    3.7029E-03    1.0071E-05
    1.054540E+04    1.0000E-99    7.3406E-01    2.6263E-01    3.3033E-03    8.6609E-06
    1.075490E+04    1.0000E-99    7.4845E-01    2.4848E-01    3.0649E-03    7.8687E-06
    1.096070E+04    1.0000E-99    7.6008E-01    2.3704E-01    2.8671E-03    7.1925E-06
    1.115930E+04    1.0000E-99    7.6927E-01    2.2801E-01    2.7136E-03    6.6555E-06
    1.134099E+04    1.0000E-99    7.7265E-01    2.2465E-01    2.6966E-03    6.6193E-06
    1.153460E+04    1.0000E-99    7.7555E-01    2.2174E-01    2.7034E-03    6.6681E-06
    1.172390E+04    1.0000E-99    7.7379E-01    2.2339E-01    2.8117E-03    7.1138E-06
    1.192870E+04    1.0000E-99    7.7504E-01    2.2221E-01    2.7465E-03    6.8462E-06
    1.212841E+04    1.0000E-99    7.7062E-01    2.2662E-01    2.7503E-03    6.8414E-06
    1.235380E+04    1.0000E-99    7.6646E-01    2.3074E-01    2.7975E-03    7.0169E-06
    1.261001E+04    1.0000E-99    7.6141E-01    2.3568E-01    2.9008E-03    7.3993E-06
    1.287280E+04    1.0000E-99    7.6120E-01    2.3589E-01    2.9022E-03    7.3815E-06
    1.318720E+04    1.0000E-99    7.4670E-01    2.4998E-01    3.3062E-03    9.0416E-06
    1.351440E+04    1.0000E-99    7.4128E-01    2.5523E-01    3.4729E-03    9.7407E-06
    1.386900E+04    1.0000E-99    7.3112E-01    2.6507E-01    3.8012E-03    1.1208E-05
    1.423600E+04    1.0000E-99    7.2170E-01    2.7416E-01    4.1283E-03    1.2741E-05
    1.460291E+04    1.0000E-99    7.1036E-01    2.8508E-01    4.5503E-03    1.4845E-05
    1.497210E+04    1.0000E-99    6.9662E-01    2.9828E-01    5.0894E-03    1.7706E-05
    1.532030E+04    1.0000E-99    6.9361E-01    3.0112E-01    5.2477E-03    1.8561E-05
    1.571760E+04    1.0000E-99    6.7288E-01    3.2094E-01    6.1497E-03    2.3886E-05
    1.613100E+04    1.0000E-99    6.5920E-01    3.3394E-01    6.8321E-03    2.8257E-05
    1.660090E+04    1.0000E-99    6.3531E-01    3.5655E-01    8.1079E-03    3.7238E-05
    1.713150E+04    1.0000E-99    6.1409E-01    3.7647E-01    9.3888E-03    4.7179E-05
    1.767900E+04    1.0000E-99    5.8545E-01    4.0320E-01    1.1289E-02    6.3650E-05
    1.826410E+04    1.0000E-99    5.5595E-01    4.3046E-01    1.3502E-02    8.5241E-05
    1.889029E+04    1.0000E-99    5.2137E-01    4.6210E-01    1.6411E-02    1.1734E-04
    1.955040E+04    1.0000E-99    4.7719E-01    5.0194E-01    2.0699E-02    1.7238E-04
    2.023309E+04    1.0000E-99    4.3781E-01    5.3685E-01    2.5105E-02    2.3750E-04
    2.092810E+04    1.0000E-99    3.9939E-01    5.7021E-01    3.0082E-02    3.2184E-04
    2.162970E+04    1.0000E-99    3.5006E-01    6.1224E-01    3.7243E-02    4.6083E-04
    2.233490E+04    1.0000E-99    3.0364E-01    6.4997E-01    4.5735E-02    6.5817E-04
    2.304210E+04    1.0000E-99    2.5878E-01    6.8460E-01    5.5683E-02    9.3082E-04
    2.375060E+04    1.0000E-99    2.1765E-01    7.1429E-01    6.6781E-02    1.2879E-03
    2.446000E+04    1.0000E-99    1.9359E-01    7.3074E-01    7.4120E-02    1.5476E-03
    2.517030E+04    1.0000E-99    1.4110E-01    7.5963E-01    9.6709E-02    2.5634E-03
    2.588140E+04    1.0000E-99    1.1670E-01    7.7013E-01    1.0990E-01    3.2693E-03
    2.659350E+04    1.0000E-99    8.5518E-02    7.7677E-01    1.3293E-01    4.7871E-03
    2.730680E+04    1.0000E-99    7.1358E-02    7.7805E-01    1.4492E-01    5.6725E-03
    2.802139E+04    1.0000E-99    5.8860E-02    7.7811E-01    1.5645E-01    6.5831E-03
    2.873711E+04    1.0000E-99    4.2807E-02    7.6707E-01    1.8109E-01    9.0379E-03
    2.945390E+04    1.0000E-99    3.2096E-02    7.5058E-01    2.0534E-01    1.1985E-02
    3.017129E+04    1.0000E-99    2.4789E-02    7.2795E-01    2.3139E-01    1.5872E-02
    3.088880E+04    1.0000E-99    1.9761E-02    7.0040E-01    2.5890E-01    2.0937E-02
    3.160630E+04    1.0000E-99    1.6239E-02    6.6904E-01    2.8728E-01    2.7447E-02
    3.232350E+04    1.0000E-99    1.3720E-02    6.3491E-01    3.1572E-01    3.5656E-02
    3.304060E+04    1.0000E-99    1.1936E-02    5.9889E-01    3.4336E-01    4.5807E-02
    3.375770E+04    1.0000E-99    1.0695E-02    5.6193E-01    3.6929E-01    5.8081E-02
    3.447520E+04    1.0000E-99    9.8694E-03    5.2486E-01    3.9268E-01    7.2590E-02
    3.519339E+04    1.0000E-99    9.3831E-03    4.8847E-01    4.1282E-01    8.9328E-02
    3.591270E+04    1.0000E-99    9.1732E-03    4.5346E-01    4.2920E-01    1.0816E-01
    3.663380E+04    1.0000E-99    9.1667E-03    4.2033E-01    4.4162E-01    1.2888E-01
    3.735789E+04    1.0000E-99    9.2708E-03    3.8933E-01    4.5022E-01    1.5118E-01
