#NTIMES:     39
#TIMES[d]:     2.000    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   38.000   41.000   45.100   49.610   54.570
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.061360E+03    1.1044E+05    3.7852E-10    2.0380E+13    4.0761E+12
    1.109839E+03    1.1030E+05    3.7224E-10    2.0042E+13    4.0084E+12
    1.213017E+03    1.0969E+05    3.5921E-10    1.9341E+13    3.8681E+12
    1.325723E+03    1.0879E+05    3.4549E-10    1.8602E+13    3.7204E+12
    1.448902E+03    1.0771E+05    3.3110E-10    1.7827E+13    3.5655E+12
    1.583526E+03    1.0649E+05    3.1605E-10    1.7017E+13    3.4034E+12
    1.730658E+03    1.0515E+05    3.0040E-10    1.6174E+13    3.2349E+12
    1.891461E+03    1.0371E+05    2.8416E-10    1.5300E+13    3.0600E+12
    2.067205E+03    1.0216E+05    2.6743E-10    1.4399E+13    2.8798E+12
    2.259278E+03    1.0049E+05    2.5026E-10    1.3475E+13    2.6949E+12
    2.469197E+03    9.8695E+04    2.3276E-10    1.2532E+13    2.5065E+12
    2.698621E+03    9.6768E+04    2.1502E-10    1.1577E+13    2.3155E+12
    2.949361E+03    9.4708E+04    1.9718E-10    1.0617E+13    2.1233E+12
    3.223399E+03    9.2508E+04    1.7937E-10    9.6578E+12    1.9316E+12
    3.522899E+03    9.0166E+04    1.6174E-10    8.7085E+12    1.7417E+12
    3.850227E+03    8.7679E+04    1.4445E-10    7.7774E+12    1.5555E+12
    4.207968E+03    8.5047E+04    1.2765E-10    6.8732E+12    1.3747E+12
    4.598949E+03    8.2270E+04    1.1153E-10    6.0049E+12    1.2010E+12
    5.026257E+03    7.9352E+04    9.6224E-11    5.1809E+12    1.0362E+12
    5.322738E+03    7.7393E+04    8.6858E-11    4.6766E+12    9.3533E+11
    5.636785E+03    7.5378E+04    7.7925E-11    4.1956E+12    8.3914E+11
    5.969249E+03    7.3308E+04    6.9472E-11    3.7405E+12    7.4811E+11
    6.324633E+03    7.1128E+04    6.1446E-11    3.3083E+12    6.6168E+11
    6.696793E+03    6.8613E+04    5.4031E-11    2.9207E+12    5.8597E+11
    7.079796E+03    6.5912E+04    4.7336E-11    2.5871E+12    5.2344E+11
    7.407135E+03    6.3380E+04    4.2274E-11    2.3649E+12    4.8684E+11
    7.692817E+03    6.1004E+04    3.8301E-11    2.1965E+12    4.6025E+11
    7.943790E+03    5.8756E+04    3.5121E-11    2.0695E+12    4.4176E+11
    8.178255E+03    5.6534E+04    3.2388E-11    1.9611E+12    4.2615E+11
    8.396906E+03    5.4375E+04    3.0032E-11    1.8655E+12    4.1202E+11
    8.600030E+03    5.2310E+04    2.7998E-11    1.7819E+12    3.9950E+11
    8.794946E+03    5.0292E+04    2.6174E-11    1.7036E+12    3.8726E+11
    8.979615E+03    4.8356E+04    2.4556E-11    1.6308E+12    3.7548E+11
    9.145090E+03    4.6603E+04    2.3192E-11    1.5659E+12    3.6473E+11
    9.307344E+03    4.4861E+04    2.1928E-11    1.5016E+12    3.5394E+11
    9.467105E+03    4.3111E+04    2.0751E-11    1.4369E+12    3.4315E+11
    9.611352E+03    4.1489E+04    1.9742E-11    1.3768E+12    3.3315E+11
    9.749622E+03    3.9888E+04    1.8821E-11    1.3198E+12    3.2347E+11
    9.884725E+03    3.8282E+04    1.7963E-11    1.2677E+12    3.1394E+11
    1.001128E+04    3.6750E+04    1.7194E-11    1.2236E+12    3.0487E+11
    1.013294E+04    3.5272E+04    1.6487E-11    1.1845E+12    2.9617E+11
    1.025192E+04    3.3841E+04    1.5822E-11    1.1468E+12    2.8763E+11
    1.036523E+04    3.2505E+04    1.5215E-11    1.1097E+12    2.7948E+11
    1.047433E+04    3.1252E+04    1.4653E-11    1.0732E+12    2.7169E+11
    1.058087E+04    3.0061E+04    1.4123E-11    1.0377E+12    2.6408E+11
    1.068358E+04    2.8930E+04    1.3631E-11    1.0038E+12    2.5679E+11
    1.078178E+04    2.7846E+04    1.3176E-11    9.6983E+11    2.4991E+11
    1.087424E+04    2.6801E+04    1.2762E-11    9.3353E+11    2.4344E+11
    1.096142E+04    2.5793E+04    1.2384E-11    8.9288E+11    2.3740E+11
    1.104427E+04    2.4832E+04    1.2034E-11    8.4682E+11    2.3174E+11
    1.116962E+04    2.3453E+04    1.1524E-11    7.6647E+11    2.2327E+11
    1.128592E+04    2.2238E+04    1.1070E-11    6.8932E+11    2.1552E+11
    1.138719E+04    2.1215E+04    1.0690E-11    6.3468E+11    2.0891E+11
    1.148357E+04    2.0252E+04    1.0340E-11    5.9823E+11    2.0271E+11
    1.157588E+04    1.9325E+04    1.0015E-11    5.7080E+11    1.9687E+11
    1.165789E+04    1.8484E+04    9.7349E-12    5.4472E+11    1.9177E+11
    1.172968E+04    1.7728E+04    9.4964E-12    5.1499E+11    1.8738E+11
    1.179602E+04    1.7013E+04    9.2818E-12    4.7968E+11    1.8338E+11
    1.185624E+04    1.6366E+04    9.0904E-12    4.4266E+11    1.7979E+11
    1.191139E+04    1.5796E+04    8.9186E-12    4.0809E+11    1.7655E+11
    1.196310E+04    1.5297E+04    8.7607E-12    3.7987E+11    1.7354E+11
    1.200903E+04    1.4886E+04    8.6230E-12    3.6062E+11    1.7091E+11
    1.204957E+04    1.4545E+04    8.5032E-12    3.4803E+11    1.6861E+11
    1.208724E+04    1.4244E+04    8.3933E-12    3.3914E+11    1.6649E+11
    1.211780E+04    1.4010E+04    8.3051E-12    3.3329E+11    1.6478E+11
    1.214029E+04    1.3842E+04    8.2408E-12    3.2952E+11    1.6353E+11
    1.215784E+04    1.3713E+04    8.1910E-12    3.2680E+11    1.6257E+11
    1.217298E+04    1.3604E+04    8.1483E-12    3.2458E+11    1.6173E+11
    1.218654E+04    1.3509E+04    8.1102E-12    3.2266E+11    1.6099E+11
    1.220016E+04    1.3414E+04    8.0722E-12    3.2079E+11    1.6025E+11
    1.221368E+04    1.3321E+04    8.0346E-12    3.1898E+11    1.5951E+11
    1.222859E+04    1.3221E+04    7.9933E-12    3.1701E+11    1.5870E+11
    1.224457E+04    1.3115E+04    7.9493E-12    3.1492E+11    1.5784E+11
    1.225965E+04    1.3018E+04    7.9079E-12    3.1296E+11    1.5703E+11
    1.227256E+04    1.2937E+04    7.8727E-12    3.1129E+11    1.5634E+11
    1.228514E+04    1.2860E+04    7.8386E-12    3.0966E+11    1.5566E+11
    1.229683E+04    1.2789E+04    7.8070E-12    3.0814E+11    1.5504E+11
    1.232733E+04    1.2613E+04    7.7252E-12    3.0413E+11    1.5343E+11
    1.289197E+04    1.0090E+04    6.3562E-12    2.1151E+11    1.2624E+11
    1.402569E+04    7.6622E+03    4.2964E-12    9.6531E+10    8.5333E+10
    1.518573E+04    6.5024E+03    2.8778E-12    6.1155E+10    5.7158E+10
    1.632859E+04    5.7372E+03    1.9391E-12    3.9840E+10    3.8513E+10
    1.745157E+04    5.2022E+03    1.3156E-12    2.6296E+10    2.6130E+10
    1.855827E+04    4.8670E+03    8.9760E-13    1.7852E+10    1.7828E+10
    1.963325E+04    4.6193E+03    6.1917E-13    1.2304E+10    1.2298E+10
    2.068109E+04    4.3971E+03    4.3112E-13    8.5648E+09    8.5627E+09
    2.170537E+04    4.2044E+03    3.0264E-13    6.0118E+09    6.0110E+09
    2.269952E+04    4.0455E+03    2.1467E-13    4.2641E+09    4.2637E+09
    2.366536E+04    3.9207E+03    1.5377E-13    3.0544E+09    3.0542E+09
    2.460914E+04    3.8273E+03    1.1099E-13    2.2045E+09    2.2044E+09
    2.553354E+04    3.7550E+03    8.0647E-14    1.6018E+09    1.6018E+09
    2.644080E+04    3.6958E+03    5.8949E-14    1.1709E+09    1.1708E+09
    2.733350E+04    3.6487E+03    4.3306E-14    8.6015E+08    8.6011E+08
    2.821284E+04    3.6176E+03    3.1960E-14    6.3481E+08    6.3478E+08
    2.908138E+04    3.6077E+03    2.3676E-14    4.7026E+08    4.7023E+08
    2.994295E+04    3.6256E+03    1.7581E-14    3.4921E+08    3.4919E+08
    3.079959E+04    3.6822E+03    1.3078E-14    2.5977E+08    2.5974E+08
    3.165298E+04    3.7885E+03    9.7385E-15    1.9345E+08    1.9342E+08
    3.250461E+04    3.9459E+03    7.2564E-15    1.4415E+08    1.4412E+08
    3.335585E+04    4.1249E+03    5.4077E-15    1.0743E+08    1.0740E+08
    3.420806E+04    4.2878E+03    4.0286E-15    8.0037E+07    8.0014E+07
    3.506257E+04    4.4332E+03    2.9988E-15    5.9581E+07    5.9561E+07
    3.592077E+04    4.6238E+03    2.2294E-15    4.4299E+07    4.4280E+07
    3.678416E+04    4.8209E+03    1.6544E-15    3.2878E+07    3.2860E+07
    3.765440E+04    4.9632E+03    1.2249E-15    2.4345E+07    2.4328E+07
    3.853330E+04    5.1196E+03    9.0417E-16    1.7976E+07    1.7958E+07
    3.942287E+04    5.2337E+03    6.6493E-16    1.3225E+07    1.3206E+07
    4.030996E+04    5.3530E+03    4.8942E-16    9.7390E+06    9.7206E+06
    4.032500E+04    5.3562E+03    4.8688E-16    9.6754E+06    9.6703E+06
#TIME:     2.200
#NVEL: 111
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    1.0727E+05    3.3337E-10    1.7950E+13    3.5899E+12
    1.037120E+03    1.0728E+05    3.3198E-10    1.7875E+13    3.5749E+12
    1.061360E+03    1.0726E+05    3.2921E-10    1.7726E+13    3.5451E+12
    1.109839E+03    1.0715E+05    3.2375E-10    1.7431E+13    3.4863E+12
    1.213017E+03    1.0668E+05    3.1242E-10    1.6821E+13    3.3643E+12
    1.325723E+03    1.0591E+05    3.0049E-10    1.6179E+13    3.2358E+12
    1.448902E+03    1.0493E+05    2.8797E-10    1.5505E+13    3.1010E+12
    1.583526E+03    1.0380E+05    2.7488E-10    1.4800E+13    2.9601E+12
    1.730658E+03    1.0253E+05    2.6127E-10    1.4067E+13    2.8135E+12
    1.891461E+03    1.0114E+05    2.4715E-10    1.3307E+13    2.6614E+12
    2.067205E+03    9.9641E+04    2.3259E-10    1.2523E+13    2.5047E+12
    2.259278E+03    9.8024E+04    2.1766E-10    1.1719E+13    2.3439E+12
    2.469197E+03    9.6283E+04    2.0244E-10    1.0900E+13    2.1800E+12
    2.698621E+03    9.4416E+04    1.8701E-10    1.0069E+13    2.0139E+12
    2.949361E+03    9.2419E+04    1.7150E-10    9.2338E+12    1.8468E+12
    3.223399E+03    9.0286E+04    1.5601E-10    8.3998E+12    1.6800E+12
    3.522899E+03    8.8016E+04    1.4067E-10    7.5742E+12    1.5148E+12
    3.850227E+03    8.5605E+04    1.2563E-10    6.7643E+12    1.3529E+12
    4.207968E+03    8.3054E+04    1.1103E-10    5.9779E+12    1.1956E+12
    4.598949E+03    8.0364E+04    9.7000E-11    5.2227E+12    1.0445E+12
    5.026257E+03    7.7539E+04    8.3690E-11    4.5060E+12    9.0122E+11
    5.322738E+03    7.5641E+04    7.5544E-11    4.0674E+12    8.1350E+11
    5.636785E+03    7.3687E+04    6.7775E-11    3.6491E+12    7.2983E+11
    5.969249E+03    7.1664E+04    6.0423E-11    3.2532E+12    6.5067E+11
    6.324633E+03    6.9490E+04    5.3442E-11    2.8774E+12    5.7549E+11
    6.696793E+03    6.6939E+04    4.6993E-11    2.5402E+12    5.0964E+11
    7.079796E+03    6.4196E+04    4.1170E-11    2.2501E+12    4.5526E+11
    7.407135E+03    6.1677E+04    3.6768E-11    2.0568E+12    4.2342E+11
    7.692817E+03    5.9361E+04    3.3312E-11    1.9103E+12    4.0030E+11
    7.943790E+03    5.7209E+04    3.0546E-11    1.7998E+12    3.8422E+11
    8.178255E+03    5.5112E+04    2.8169E-11    1.7055E+12    3.7064E+11
    8.396906E+03    5.3097E+04    2.6120E-11    1.6223E+12    3.5835E+11
    8.600030E+03    5.1186E+04    2.4351E-11    1.5494E+12    3.4746E+11
    8.794946E+03    4.9326E+04    2.2765E-11    1.4812E+12    3.3682E+11
    8.979615E+03    4.7543E+04    2.1357E-11    1.4177E+12    3.2657E+11
    9.145090E+03    4.5924E+04    2.0171E-11    1.3611E+12    3.1722E+11
    9.307344E+03    4.4307E+04    1.9072E-11    1.3051E+12    3.0783E+11
    9.467105E+03    4.2670E+04    1.8048E-11    1.2489E+12    2.9845E+11
    9.611352E+03    4.1138E+04    1.7171E-11    1.1969E+12    2.8975E+11
    9.749622E+03    3.9608E+04    1.6370E-11    1.1477E+12    2.8134E+11
    9.884725E+03    3.8056E+04    1.5623E-11    1.1027E+12    2.7304E+11
    1.001128E+04    3.6561E+04    1.4955E-11    1.0643E+12    2.6516E+11
    1.013294E+04    3.5110E+04    1.4339E-11    1.0303E+12    2.5759E+11
    1.025192E+04    3.3701E+04    1.3761E-11    9.9756E+11    2.5016E+11
    1.036523E+04    3.2391E+04    1.3233E-11    9.6543E+11    2.4307E+11
    1.047433E+04    3.1168E+04    1.2744E-11    9.3381E+11    2.3630E+11
    1.058087E+04    3.0015E+04    1.2283E-11    9.0310E+11    2.2968E+11
    1.068358E+04    2.8931E+04    1.1855E-11    8.7389E+11    2.2334E+11
    1.078178E+04    2.7902E+04    1.1460E-11    8.4519E+11    2.1735E+11
    1.087424E+04    2.6921E+04    1.1100E-11    8.1539E+11    2.1173E+11
    1.096142E+04    2.5979E+04    1.0771E-11    7.8301E+11    2.0648E+11
    1.104427E+04    2.5078E+04    1.0467E-11    7.4692E+11    2.0156E+11
    1.116962E+04    2.3786E+04    1.0023E-11    6.8363E+11    1.9418E+11
    1.128592E+04    2.2655E+04    9.6278E-12    6.1994E+11    1.8745E+11
    1.138719E+04    2.1719E+04    9.2974E-12    5.6889E+11    1.8170E+11
    1.148357E+04    2.0858E+04    8.9928E-12    5.3109E+11    1.7631E+11
    1.157588E+04    2.0047E+04    8.7103E-12    5.0448E+11    1.7123E+11
    1.165789E+04    1.9330E+04    8.4668E-12    4.8484E+11    1.6679E+11
    1.172968E+04    1.8699E+04    8.2594E-12    4.6756E+11    1.6297E+11
    1.179602E+04    1.8111E+04    8.0728E-12    4.4926E+11    1.5950E+11
    1.185624E+04    1.7573E+04    7.9063E-12    4.2924E+11    1.5637E+11
    1.191139E+04    1.7077E+04    7.7569E-12    4.0779E+11    1.5355E+11
    1.196310E+04    1.6615E+04    7.6195E-12    3.8554E+11    1.5094E+11
    1.200903E+04    1.6212E+04    7.4998E-12    3.6477E+11    1.4865E+11
    1.204957E+04    1.5869E+04    7.3956E-12    3.4647E+11    1.4665E+11
    1.208724E+04    1.5564E+04    7.3000E-12    3.3039E+11    1.4480E+11
    1.211780E+04    1.5329E+04    7.2233E-12    3.1853E+11    1.4332E+11
    1.214029E+04    1.5163E+04    7.1674E-12    3.1066E+11    1.4223E+11
    1.215784E+04    1.5037E+04    7.1241E-12    3.0507E+11    1.4139E+11
    1.217298E+04    1.4932E+04    7.0869E-12    3.0064E+11    1.4067E+11
    1.218654E+04    1.4841E+04    7.0538E-12    2.9695E+11    1.4002E+11
    1.220016E+04    1.4751E+04    7.0207E-12    2.9352E+11    1.3937E+11
    1.221368E+04    1.4664E+04    6.9880E-12    2.9036E+11    1.3873E+11
    1.222859E+04    1.4572E+04    6.9521E-12    2.8715E+11    1.3803E+11
    1.224457E+04    1.4477E+04    6.9138E-12    2.8398E+11    1.3728E+11
    1.225965E+04    1.4390E+04    6.8779E-12    2.8122E+11    1.3657E+11
    1.227256E+04    1.4319E+04    6.8472E-12    2.7902E+11    1.3597E+11
    1.228514E+04    1.4251E+04    6.8176E-12    2.7701E+11    1.3539E+11
    1.229683E+04    1.4191E+04    6.7901E-12    2.7523E+11    1.3485E+11
    1.232733E+04    1.4044E+04    6.7189E-12    2.7099E+11    1.3344E+11
    1.289197E+04    1.1668E+04    5.5282E-12    2.1209E+11    1.0980E+11
    1.402569E+04    8.6136E+03    3.7368E-12    1.0764E+11    7.4218E+10
    1.518573E+04    7.1267E+03    2.5030E-12    5.4168E+10    4.9713E+10
    1.632859E+04    6.2519E+03    1.6865E-12    3.5736E+10    3.3496E+10
    1.745157E+04    5.6010E+03    1.1442E-12    2.3469E+10    2.2726E+10
    1.855827E+04    5.1229E+03    7.8068E-13    1.5617E+10    1.5506E+10
    1.963325E+04    4.7925E+03    5.3852E-13    1.0717E+10    1.0696E+10
    2.068109E+04    4.5041E+03    3.7496E-13    7.4536E+09    7.4474E+09
    2.170537E+04    4.2525E+03    2.6322E-13    5.2302E+09    5.2280E+09
    2.269952E+04    4.0360E+03    1.8671E-13    3.7092E+09    3.7083E+09
    2.366536E+04    3.8612E+03    1.3374E-13    2.6567E+09    2.6563E+09
    2.460914E+04    3.7342E+03    9.6531E-14    1.9174E+09    1.9173E+09
    2.553354E+04    3.6408E+03    7.0142E-14    1.3932E+09    1.3931E+09
    2.644080E+04    3.5682E+03    5.1270E-14    1.0184E+09    1.0183E+09
    2.733350E+04    3.5185E+03    3.7665E-14    7.4811E+08    7.4808E+08
    2.821284E+04    3.4962E+03    2.7797E-14    5.5212E+08    5.5210E+08
    2.908138E+04    3.5010E+03    2.0592E-14    4.0900E+08    4.0898E+08
    2.994295E+04    3.5325E+03    1.5291E-14    3.0372E+08    3.0370E+08
    3.079959E+04    3.5901E+03    1.1374E-14    2.2592E+08    2.2591E+08
    3.165298E+04    3.6816E+03    8.4700E-15    1.6824E+08    1.6823E+08
    3.250461E+04    3.7970E+03    6.3112E-15    1.2536E+08    1.2535E+08
    3.335585E+04    3.9379E+03    4.7033E-15    9.3428E+07    9.3414E+07
    3.420806E+04    4.0566E+03    3.5038E-15    6.9606E+07    6.9592E+07
    3.506257E+04    4.1985E+03    2.6082E-15    5.1816E+07    5.1802E+07
    3.592077E+04    4.3078E+03    1.9390E-15    3.8526E+07    3.8512E+07
    3.678416E+04    4.4732E+03    1.4389E-15    2.8593E+07    2.8580E+07
    3.765440E+04    4.5444E+03    1.0653E-15    2.1172E+07    2.1159E+07
    3.853330E+04    4.7006E+03    7.8640E-16    1.5632E+07    1.5619E+07
    3.942287E+04    4.7745E+03    5.7832E-16    1.1500E+07    1.1486E+07
    4.030996E+04    4.8765E+03    4.2567E-16    8.4691E+06    8.4544E+06
    4.032500E+04    4.8811E+03    4.2346E-16    8.4153E+06    8.4106E+06
#TIME:     2.400
#NVEL: 111
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    1.0178E+05    2.5678E-10    1.3826E+13    2.7652E+12
    1.037120E+03    1.0179E+05    2.5571E-10    1.3768E+13    2.7536E+12
    1.061360E+03    1.0178E+05    2.5358E-10    1.3653E+13    2.7306E+12
    1.109839E+03    1.0170E+05    2.4937E-10    1.3427E+13    2.6853E+12
    1.213017E+03    1.0134E+05    2.4064E-10    1.2957E+13    2.5913E+12
    1.325723E+03    1.0073E+05    2.3145E-10    1.2462E+13    2.4924E+12
    1.448902E+03    9.9909E+04    2.2181E-10    1.1943E+13    2.3886E+12
    1.583526E+03    9.8916E+04    2.1173E-10    1.1400E+13    2.2800E+12
    1.730658E+03    9.7774E+04    2.0124E-10    1.0835E+13    2.1671E+12
    1.891461E+03    9.6502E+04    1.9037E-10    1.0250E+13    2.0500E+12
    2.067205E+03    9.5107E+04    1.7916E-10    9.6462E+12    1.9293E+12
    2.259278E+03    9.3593E+04    1.6766E-10    9.0270E+12    1.8054E+12
    2.469197E+03    9.1960E+04    1.5593E-10    8.3957E+12    1.6792E+12
    2.698621E+03    9.0205E+04    1.4405E-10    7.7559E+12    1.5512E+12
    2.949361E+03    8.8325E+04    1.3210E-10    7.1124E+12    1.4225E+12
    3.223399E+03    8.6317E+04    1.2016E-10    6.4700E+12    1.2940E+12
    3.522899E+03    8.4179E+04    1.0835E-10    5.8340E+12    1.1668E+12
    3.850227E+03    8.1910E+04    9.6768E-11    5.2102E+12    1.0421E+12
    4.207968E+03    7.9507E+04    8.5519E-11    4.6045E+12    9.2091E+11
    4.598949E+03    7.6973E+04    7.4715E-11    4.0228E+12    8.0457E+11
    5.026257E+03    7.4307E+04    6.4463E-11    3.4708E+12    6.9417E+11
    5.322738E+03    7.2509E+04    5.8188E-11    3.1329E+12    6.2660E+11
    5.636785E+03    7.0645E+04    5.2204E-11    2.8107E+12    5.6216E+11
    5.969249E+03    6.8685E+04    4.6541E-11    2.5058E+12    5.0118E+11
    6.324633E+03    6.6527E+04    4.1164E-11    2.2163E+12    4.4328E+11
    6.696793E+03    6.3956E+04    3.6196E-11    1.9566E+12    3.9256E+11
    7.079796E+03    6.1193E+04    3.1712E-11    1.7331E+12    3.5067E+11
    7.407135E+03    5.8723E+04    2.8320E-11    1.5841E+12    3.2614E+11
    7.692817E+03    5.6523E+04    2.5659E-11    1.4712E+12    3.0833E+11
    7.943790E+03    5.4532E+04    2.3528E-11    1.3861E+12    2.9595E+11
    8.178255E+03    5.2630E+04    2.1698E-11    1.3133E+12    2.8549E+11
    8.396906E+03    5.0829E+04    2.0119E-11    1.2490E+12    2.7602E+11
    8.600030E+03    4.9136E+04    1.8756E-11    1.1926E+12    2.6763E+11
    8.794946E+03    4.7494E+04    1.7535E-11    1.1398E+12    2.5943E+11
    8.979615E+03    4.5919E+04    1.6451E-11    1.0904E+12    2.5155E+11
    9.145090E+03    4.4483E+04    1.5537E-11    1.0464E+12    2.4434E+11
    9.307344E+03    4.3039E+04    1.4690E-11    1.0027E+12    2.3711E+11
    9.467105E+03    4.1565E+04    1.3901E-11    9.5907E+11    2.2988E+11
    9.611352E+03    4.0176E+04    1.3226E-11    9.1919E+11    2.2318E+11
    9.749622E+03    3.8782E+04    1.2609E-11    8.8207E+11    2.1670E+11
    9.884725E+03    3.7361E+04    1.2034E-11    8.4836E+11    2.1031E+11
    1.001128E+04    3.5988E+04    1.1519E-11    8.1941E+11    2.0424E+11
    1.013294E+04    3.4650E+04    1.1045E-11    7.9346E+11    1.9841E+11
    1.025192E+04    3.3348E+04    1.0600E-11    7.6839E+11    1.9269E+11
    1.036523E+04    3.2134E+04    1.0193E-11    7.4386E+11    1.8723E+11
    1.047433E+04    3.1002E+04    9.8161E-12    7.1979E+11    1.8201E+11
    1.058087E+04    2.9938E+04    9.4614E-12    6.9637E+11    1.7691E+11
    1.068358E+04    2.8945E+04    9.1316E-12    6.7426E+11    1.7203E+11
    1.078178E+04    2.8012E+04    8.8271E-12    6.5307E+11    1.6742E+11
    1.087424E+04    2.7134E+04    8.5497E-12    6.3199E+11    1.6308E+11
    1.096142E+04    2.6295E+04    8.2960E-12    6.1022E+11    1.5904E+11
    1.104427E+04    2.5488E+04    8.0620E-12    5.8684E+11    1.5525E+11
    1.116962E+04    2.4309E+04    7.7204E-12    5.4576E+11    1.4957E+11
    1.128592E+04    2.3268E+04    7.4158E-12    5.0253E+11    1.4438E+11
    1.138719E+04    2.2411E+04    7.1613E-12    4.6361E+11    1.3995E+11
    1.148357E+04    2.1635E+04    6.9268E-12    4.2922E+11    1.3580E+11
    1.157588E+04    2.0921E+04    6.7092E-12    4.0203E+11    1.3189E+11
    1.165789E+04    2.0303E+04    6.5216E-12    3.8309E+11    1.2847E+11
    1.172968E+04    1.9770E+04    6.3618E-12    3.6951E+11    1.2553E+11
    1.179602E+04    1.9283E+04    6.2181E-12    3.5837E+11    1.2285E+11
    1.185624E+04    1.8843E+04    6.0899E-12    3.4856E+11    1.2045E+11
    1.191139E+04    1.8442E+04    5.9748E-12    3.3928E+11    1.1827E+11
    1.196310E+04    1.8067E+04    5.8690E-12    3.2991E+11    1.1626E+11
    1.200903E+04    1.7736E+04    5.7768E-12    3.2079E+11    1.1450E+11
    1.204957E+04    1.7445E+04    5.6965E-12    3.1201E+11    1.1296E+11
    1.208724E+04    1.7177E+04    5.6228E-12    3.0325E+11    1.1153E+11
